Date, Open, Close, High, Low, Volume
2021-02-03T05:00:00Z,70.580000,72.310000,72.330000,69.980000,1425145
2021-02-04T05:00:00Z,73.000000,74.050000,74.600000,72.880000,2147194
2021-02-05T05:00:00Z,74.120000,75.640000,75.800000,73.240000,1572225
2021-02-08T05:00:00Z,76.030000,77.540000,78.390000,76.030000,1276346
2021-02-09T05:00:00Z,77.040000,77.250000,78.090000,76.380000,1435938
2021-02-10T05:00:00Z,77.970000,77.700000,78.620000,76.040000,1758966
2021-02-11T05:00:00Z,78.750000,76.190000,80.320000,76.000000,1629714
2021-02-12T05:00:00Z,74.730000,74.980000,76.190000,74.540000,1982978
2021-02-16T05:00:00Z,75.350000,73.980000,75.630000,73.080000,1517914
2021-02-17T05:00:00Z,73.740000,72.760000,74.250000,72.153900,1613787
2021-02-18T05:00:00Z,72.930000,73.180000,73.460000,71.190000,1633168
2021-02-19T05:00:00Z,73.300000,74.640000,75.100000,73.260000,1083814
2021-02-22T05:00:00Z,74.130000,74.410000,75.920000,73.980000,1275638
2021-02-23T05:00:00Z,72.680000,73.270000,73.910000,70.250000,1055159
2021-02-24T05:00:00Z,73.710000,75.080000,75.160000,72.660000,1064310
2021-02-25T05:00:00Z,75.320000,73.040000,75.800000,72.840000,993164
2021-02-26T05:00:00Z,73.370000,71.370000,73.720000,70.830000,1867249
2021-03-01T05:00:00Z,72.310000,74.000000,75.230000,72.230000,1046584
2021-03-02T05:00:00Z,73.810000,72.950000,75.880000,72.920000,1231006
2021-03-03T05:00:00Z,73.640000,72.400000,74.650000,72.340000,1075465
2021-03-04T05:00:00Z,72.090000,69.860000,73.150000,68.190000,1476798
2021-03-05T05:00:00Z,70.140000,71.690000,71.790000,66.760000,2120303
2021-03-08T05:00:00Z,73.170000,76.680000,78.440000,72.850000,4383297
2021-03-09T05:00:00Z,74.410000,71.820000,75.260000,70.670000,4923013
2021-03-10T05:00:00Z,71.490000,71.530000,71.870000,69.783000,3019448
2021-03-11T05:00:00Z,72.000000,73.700000,74.639900,70.830000,2447632
2021-03-12T05:00:00Z,73.460000,75.640000,76.070000,72.560000,1700094
2021-03-15T04:00:00Z,75.970000,78.300000,78.970000,75.530000,1724571
2021-03-16T04:00:00Z,76.360000,76.580000,76.880000,75.210000,1967341
2021-03-17T04:00:00Z,78.040000,78.660000,79.000000,76.350000,1299863
2021-03-18T04:00:00Z,78.660000,77.620000,79.728900,77.030000,1214656
2021-03-19T04:00:00Z,77.280000,80.580000,81.120000,76.660000,1986093
2021-03-22T04:00:00Z,80.810000,79.090000,80.920200,77.790000,1228551
2021-03-23T04:00:00Z,78.110000,75.320000,79.300000,74.780000,1405003
2021-03-24T04:00:00Z,75.600000,73.880000,76.640000,73.390000,1536408
2021-03-25T04:00:00Z,72.310000,76.560000,77.530000,72.130000,2110384
2021-03-26T04:00:00Z,77.640000,78.170000,79.720000,76.500000,2030574
2021-03-29T04:00:00Z,78.310000,75.310000,78.860000,74.420000,1380597
2021-03-30T04:00:00Z,74.510000,77.490000,78.260000,74.280000,2201335
2021-03-31T04:00:00Z,77.440000,76.150000,78.390000,75.044800,1210447
2021-04-01T04:00:00Z,77.180000,79.270000,79.330000,76.670000,2243067
2021-04-05T04:00:00Z,80.090000,80.550000,80.980000,78.172300,1666419
2021-04-06T04:00:00Z,80.370000,82.020000,84.050000,81.120000,2017544
2021-04-07T04:00:00Z,81.550000,81.350000,82.480000,80.330000,1677198
2021-04-08T04:00:00Z,81.700000,81.900000,82.350000,80.160000,1521863
2021-04-09T04:00:00Z,82.620000,82.160000,83.360000,81.850000,1406221
2021-04-12T04:00:00Z,82.190000,83.500000,83.650000,81.380000,1265789
2021-04-13T04:00:00Z,83.340000,82.180000,83.680000,81.090000,1247052
2021-04-14T04:00:00Z,82.160000,81.630000,83.440000,81.480000,1424829
2021-04-15T04:00:00Z,81.860000,81.790000,82.465100,80.700000,870998
2021-04-16T04:00:00Z,81.900000,84.350000,84.650000,81.870000,1721464
2021-04-19T04:00:00Z,85.420000,84.290000,85.700000,83.620000,1416898
2021-04-20T04:00:00Z,84.010000,82.860000,84.150000,81.340000,1614125
2021-04-21T04:00:00Z,83.000000,84.560000,85.000000,82.505000,1509121
2021-04-22T04:00:00Z,85.450000,84.540000,85.690000,83.481000,974213
2021-04-23T04:00:00Z,85.240000,85.940000,86.390000,84.580000,942713
2021-04-26T04:00:00Z,86.140000,83.870000,86.597600,82.911000,969757
2021-04-27T04:00:00Z,84.150000,83.770000,85.855000,83.585000,2134442
2021-04-28T04:00:00Z,83.300000,82.710000,83.660000,82.340000,1137712
2021-04-29T04:00:00Z,83.710000,83.130000,84.410000,82.020000,1465129
2021-04-30T04:00:00Z,83.120000,82.580000,82.780000,80.420000,1382246
2021-05-03T04:00:00Z,83.670000,85.980000,86.400000,83.560000,1623404
2021-05-04T04:00:00Z,86.320000,87.430000,87.500000,83.750000,1677169
2021-05-05T04:00:00Z,88.590000,86.770000,89.180000,86.380000,1527609
2021-05-06T04:00:00Z,87.140000,87.730000,88.620000,86.450000,1278977
