Date, Open, Close, High, Low, Volume
2021-02-03T05:00:00Z,79.150000,78.480000,80.540000,78.000000,468513
2021-02-04T05:00:00Z,79.270000,78.870000,80.860000,77.520000,314707
2021-02-05T05:00:00Z,79.120000,80.130000,81.140000,78.730000,410360
2021-02-08T05:00:00Z,81.180000,82.710000,83.980000,80.680000,343847
2021-02-09T05:00:00Z,82.040000,83.090000,84.290000,81.350000,212962
2021-02-10T05:00:00Z,83.380000,82.270000,84.450000,79.580000,297019
2021-02-11T05:00:00Z,82.900000,83.540000,84.310000,81.510000,249574
2021-02-12T05:00:00Z,83.500000,86.430000,86.970000,82.260000,257951
2021-02-16T05:00:00Z,87.790000,84.380000,88.260000,84.200000,410691
2021-02-17T05:00:00Z,85.330000,82.480000,85.330000,81.980000,432387
2021-02-18T05:00:00Z,81.490000,78.470000,81.630000,78.090000,579223
2021-02-19T05:00:00Z,79.640000,82.330000,84.790000,79.420000,470782
2021-02-22T05:00:00Z,81.220000,81.090000,85.240000,80.750000,513355
2021-02-23T05:00:00Z,79.040000,80.240000,82.770000,77.920000,428106
2021-02-24T05:00:00Z,79.840000,85.040000,87.850000,78.280000,583245
2021-02-25T05:00:00Z,85.680000,83.450000,86.740000,81.695000,749282
2021-02-26T05:00:00Z,81.730000,85.000000,85.150000,80.470000,1067471
2021-03-01T05:00:00Z,85.610000,87.280000,88.510000,83.947400,404216
2021-03-02T05:00:00Z,87.510000,84.140000,87.510000,83.780000,601323
2021-03-03T05:00:00Z,84.640000,76.170000,84.650000,75.470000,467148
2021-03-04T05:00:00Z,75.130000,70.650000,75.130000,69.320000,846493
2021-03-05T05:00:00Z,71.000000,76.980000,77.170000,68.230000,641343
2021-03-08T05:00:00Z,77.360000,74.900000,80.350000,74.275000,421075
2021-03-09T05:00:00Z,76.620000,77.880000,80.200000,76.410000,376799
2021-03-10T05:00:00Z,78.470000,75.300000,79.935000,75.170000,465927
2021-03-11T05:00:00Z,77.140000,79.900000,80.730000,76.500000,373562
2021-03-12T05:00:00Z,78.310000,78.720000,79.690000,76.750000,284791
2021-03-15T04:00:00Z,78.730000,79.320000,79.330000,77.250000,400830
2021-03-16T04:00:00Z,80.850000,76.480000,81.980000,74.700000,450971
2021-03-17T04:00:00Z,74.700000,78.980000,79.730000,74.700000,516367
2021-03-18T04:00:00Z,78.000000,75.070000,80.370000,74.300000,691297
2021-03-19T04:00:00Z,75.490000,76.690000,77.870000,74.160000,1068867
2021-03-22T04:00:00Z,77.750000,79.510000,80.620000,77.000000,454299
