Date, Ticker, Percent Return
2019-11-12T05:00:00Z,ALYA,0.010000
2019-11-26T05:00:00Z,ALYA,-0.236301
2019-11-27T05:00:00Z,ALYA,0.010000
2019-11-29T05:00:00Z,ALYA,-0.124514
2019-12-02T05:00:00Z,ALYA,-0.136882
2019-12-03T05:00:00Z,ALYA,-0.141762
2019-12-04T05:00:00Z,ALYA,-0.119522
2019-12-05T05:00:00Z,ALYA,-0.059829
2019-12-06T05:00:00Z,ALYA,-0.068376
2019-12-09T05:00:00Z,ALYA,-0.020408
2019-12-10T05:00:00Z,ALYA,0.010000
2019-12-11T05:00:00Z,ALYA,0.010000
2019-12-12T05:00:00Z,ALYA,0.010000
2019-12-13T05:00:00Z,ALYA,0.010000
2019-12-16T05:00:00Z,ALYA,0.010000
2019-12-17T05:00:00Z,ALYA,0.010000
2019-12-18T05:00:00Z,ALYA,0.010000
2019-12-19T05:00:00Z,ALYA,0.010000
2019-12-20T05:00:00Z,ALYA,0.010000
2019-12-23T05:00:00Z,ALYA,0.010000
2019-12-24T05:00:00Z,ALYA,0.010000
2019-12-26T05:00:00Z,ALYA,0.010000
2019-12-27T05:00:00Z,ALYA,0.010000
2019-12-30T05:00:00Z,ALYA,0.010000
2019-12-31T05:00:00Z,ALYA,0.010000
2020-01-02T05:00:00Z,ALYA,0.010000
2020-01-03T05:00:00Z,ALYA,-0.010417
2019-06-26T04:00:00Z,AHT,0.010000
2019-06-27T04:00:00Z,AHT,0.010000
2019-06-28T04:00:00Z,AHT,0.010000
2019-07-01T04:00:00Z,AHT,0.010000
2019-07-17T04:00:00Z,AHT,-0.081560
2019-07-18T04:00:00Z,AHT,-0.111511
2019-07-19T04:00:00Z,AHT,-0.108303
2019-07-22T04:00:00Z,AHT,-0.030769
2019-07-23T04:00:00Z,AHT,-0.026616
2019-07-24T04:00:00Z,AHT,0.010000
2019-07-25T04:00:00Z,AHT,0.010000
2019-07-26T04:00:00Z,AHT,0.010000
2019-07-29T04:00:00Z,AHT,0.010000
2019-07-30T04:00:00Z,AHT,0.010000
2019-07-31T04:00:00Z,AHT,0.010000
2019-08-01T04:00:00Z,AHT,0.010000
2019-08-02T04:00:00Z,AHT,0.010000
2019-08-05T04:00:00Z,AHT,0.010000
2019-08-06T04:00:00Z,AHT,0.010000
2019-08-07T04:00:00Z,AHT,0.010000
2019-08-08T04:00:00Z,AHT,0.010000
2019-08-09T04:00:00Z,AHT,0.010000
2019-08-12T04:00:00Z,AHT,0.010000
2019-08-13T04:00:00Z,AHT,0.010000
2019-08-14T04:00:00Z,AHT,0.010000
2019-08-15T04:00:00Z,AHT,0.010000
2019-08-16T04:00:00Z,AHT,0.010000
2019-08-19T04:00:00Z,AHT,0.010000
2019-08-20T04:00:00Z,AHT,0.010000
2019-08-21T04:00:00Z,AHT,-0.044828
2019-08-22T04:00:00Z,AHT,-0.070707
2019-08-23T04:00:00Z,AHT,-0.120275
2019-08-26T04:00:00Z,AHT,-0.167513
2019-08-27T04:00:00Z,AHT,-0.214765
2019-08-28T04:00:00Z,AHT,-0.131206
2019-08-29T04:00:00Z,AHT,-0.049296
2019-08-30T04:00:00Z,AHT,-0.044369
