ticker,buyid,sell_lim_id,lim_price
AAPL,ab9d88a4-0b70-4232-aed7-dc2978f176d7,bdcd64e0-ecf3-4299-a521-05ff215c8c89,147.720000
NFLX,aa11e596-06ce-4126-b218-30fc6206febb,b70bf9eb-e48c-4e77-992f-3392aa176d75,183.220000
