ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ELKEF,2019-10-22T01:09:00.000Z,TAS,0.33,0.35,5.11,EDT,-14400000,EQUITY
SAABF,2019-10-22T01:39:00.000Z,TAS,1.03,2.01,95.15,EDT,-14400000,EQUITY
DETNF,2019-10-22T01:00:00.000Z,TAS,0.05,0.1,117.39,EDT,-14400000,EQUITY
FCAU,2019-10-22T03:55:00.000Z,TAS,0.85,0.81,-4.48,UTC,0,EQUITY
HUSQF,2019-10-22T02:00:00.000Z,TAS,0.42,0.47,12.98,EDT,-14400000,EQUITY
ZION,2019-10-21T16:10:00.000Z,TAS,1.08,1.17,8.13,EDT,-14400000,EQUITY
ATLKF,2019-10-21T06:00:00.000Z,TAS,3.35,3.66,9.22,EDT,-14400000,EQUITY
NDCVF,2019-10-22T01:06:00.000Z,TAS,0.04,0.03,-25,EDT,-14400000,EQUITY
KHNGF,2019-10-22T01:05:00.000Z,TAS,1.68,1.78,5.95,EDT,-14400000,EQUITY
OMAB,2019-10-21T10:46:00.000Z,TAS,0.9,0.9,0.33,EDT,-14400000,EQUITY
ACC,2019-10-21T16:15:00.000Z,TAS,-0.01,0.14,1850,EDT,-14400000,EQUITY
ADC,2019-10-21T16:05:00.000Z,TAS,0.42,0.48,14.29,EDT,-14400000,EQUITY
AMTD,2019-10-21T16:01:00.000Z,TAS,0.98,1.05,7.58,EDT,-14400000,EQUITY
AUKUF,2019-10-22T01:33:00.000Z,TAS,0.97,1.26,29.93,EDT,-14400000,EQUITY
RTERF,2019-10-22T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MAOTF,2019-10-21T06:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ZIONW,2019-10-21T16:10:00.000Z,TAS,1.08,1.17,8.13,UTC,0,EQUITY
EQBK,2019-10-21T16:34:00.000Z,TAS,0.6,0.66,9.27,EDT,-14400000,EQUITY
GNTY,2019-10-21T17:54:00.000Z,TAS,0.51,0.59,15.88,EDT,-14400000,EQUITY
LOAN,2019-10-21T07:02:00.000Z,TAS,0.11,0.12,9.09,EDT,-14400000,EQUITY
ONB,2019-10-21T06:30:00.000Z,TAS,0.34,0.41,20.23,EDT,-14400000,EQUITY
CBU,2019-10-21T06:50:00.000Z,TAS,0.81,0.84,4.09,EDT,-14400000,EQUITY
BXS-PA,2019-10-21T16:30:00.000Z,TAS,0.61,0.63,2.94,UTC,0,EQUITY
BFIN,2019-10-21T17:15:00.000Z,TAS,0.22,0.26,18.18,EDT,-14400000,EQUITY
BOYJF,2019-10-22T01:45:00.000Z,TAS,-0.27,-0.14,47.57,UTC,0,EQUITY
NWBI,2019-10-21T09:00:00.000Z,TAS,0.26,0.31,19.23,EDT,-14400000,EQUITY
SDMHF,2019-10-21T11:17:00.000Z,TAS,0.69,0.73,5.95,EDT,-14400000,EQUITY
WASH,2019-10-21T16:05:00.000Z,TAS,0.96,1.08,12.73,EDT,-14400000,EQUITY
BXS,2019-10-21T16:30:00.000Z,TAS,0.61,0.63,2.94,UTC,0,EQUITY
