ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AEO,2018-12-11T16:02:00.000Z,TAS,0.48,0.48,0.84,EST,-18000000,EQUITY
AXNX,2018-12-11T16:46:00.000Z,TAS,-0.43,-2.67,-518.06,EST,-18000000,EQUITY
AXR,2018-12-11T21:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
ARWR,2018-12-11T16:00:00.000Z,TAS,-0.11,-0.12,-4.35,EST,-18000000,EQUITY
PLAY,2018-12-11T16:05:00.000Z,TAS,0.24,0.3,27.12,EST,-18000000,EQUITY
DBI,2018-12-11T07:00:00.000Z,TAS,0.51,0.7,36.19,EST,-18000000,EQUITY
OXBOF,2018-12-11T09:28:00.000Z,TAS,,,,EST,-18000000,EQUITY
FRAN,2018-12-11T07:30:00.000Z,TAS,-0.17,-2.04,-1065.71,UTC,0,EQUITY
NNWWF,2018-12-11T12:00:00.000Z,TAS,0.52,0.49,-6.49,EST,-18000000,EQUITY
DESTQ,2018-12-11T10:29:00.000Z,TAS,,,,EST,-18000000,EQUITY
FRANQ,2018-12-11T07:30:00.000Z,TAS,-0.17,-2.04,-1065.71,UTC,0,EQUITY
CHXMF,2018-12-11T17:35:00.000Z,TAS,,,,EST,-18000000,EQUITY
CTXR,2018-12-11T17:10:00.000Z,TAS,,,,EST,-18000000,EQUITY
COSXF,2018-12-11T21:00:00.000Z,TAS,24.95,19.08,-23.53,EST,-18000000,EQUITY
IZCFF,2018-12-11T22:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
IDEXF,2018-12-12T01:23:00.000Z,TAS,0.34,0.33,-2.37,EST,-18000000,EQUITY
SQIDF,2018-12-11T10:03:00.000Z,TAS,,,,EST,-18000000,EQUITY
IDEXY,2018-12-12T01:23:00.000Z,TAS,0.34,0.33,-2.37,EST,-18000000,EQUITY
EROMF,2018-12-11T17:30:00.000Z,TAS,,,,UTC,0,EQUITY
EMMA,2018-12-11T17:04:00.000Z,TAS,-2.24,-1.2,46.43,EST,-18000000,EQUITY
EFLVF,2018-12-11T19:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
EUMNF,2018-12-11T17:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
INTL,2018-12-11T21:16:00.000Z,TAS,,,,UTC,0,EQUITY
SNEX,2018-12-11T21:16:00.000Z,TAS,,,,EST,-18000000,EQUITY
OQLGF,2018-12-11T12:26:00.000Z,TAS,,,,EST,-18000000,EQUITY
PPIH,2018-12-11T08:29:00.000Z,TAS,,,,EST,-18000000,EQUITY
MMMB,2018-12-11T15:55:00.000Z,TAS,0.01,0.01,0,EST,-18000000,EQUITY
SMMT,2018-12-11T07:00:00.000Z,TAS,-0.31,-0.65,-106.35,EST,-18000000,EQUITY
PHX,2018-12-11T17:36:00.000Z,TAS,0.07,0.03,-57.14,EST,-18000000,EQUITY
POWL,2018-12-11T16:05:00.000Z,TAS,0.14,0.13,-10.34,EST,-18000000,EQUITY
