ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AGX,"Argan, Inc.",2018-06-11T16:24:00.000Z,TAS,0.34,0.31,-8.82,EDT,-14400000,EQUITY
ANIX,"Anixa Biosciences, Inc.",2018-06-11T06:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SBLK,Star Bulk Carriers Corp.,2018-06-11T17:36:00.000Z,TAS,0.18,0.15,-15.25,EDT,-14400000,EQUITY
PLAY,"Dave & Buster's Entertainment, Inc.",2018-06-11T16:05:00.000Z,TAS,0.93,1.04,11.71,EDT,-14400000,EQUITY
ENZ,"Enzo Biochem, Inc.",2018-06-11T16:10:00.000Z,TAS,-0.02,-0.06,-200,EDT,-14400000,EQUITY
MVC,"MVC Capital, Inc.",2018-06-11T17:05:00.000Z,TAS,0.09,0.08,-11.11,UTC,0,EQUITY
LMNR,Limoneira Company,2018-06-11T16:01:00.000Z,TAS,0.42,0.44,4.02,EDT,-14400000,EQUITY
OCC,Optical Cable Corporation,2018-06-11T12:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
UEC,Uranium Energy Corp.,2018-06-11T06:05:00.000Z,TAS,-0.02,-0.03,-50,EDT,-14400000,EQUITY
DTEA,DAVIDsTEA Inc.,2018-06-11T16:00:00.000Z,TAS,-0.07,-0.07,0,EDT,-14400000,EQUITY
AXGT,"Sio Gene Therapies, Inc.",2018-06-11T06:59:00.000Z,TAS,-2.91,-1.84,36.81,UTC,0,EQUITY
MTPTF,Motorpoint Group plc,2018-06-12T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SIOX,Sio Gene Therapies Inc.,2018-06-11T06:59:00.000Z,TAS,-2.91,-1.84,36.81,EDT,-14400000,EQUITY
LRTNF,Pure Gold Mining Inc.,2018-06-11T17:00:00.000Z,TAS,-0.03,-0.03,0,EDT,-14400000,EQUITY
HMAGF,home24 SE,2018-06-12T03:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LCCTF,L'Occitane International S.A.,2018-06-11T04:31:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TMDI,Titan Medical Inc.,2018-06-11T15:51:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RFIL,"RF Industries, Ltd.",2018-06-11T09:37:00.000Z,TAS,,,,EDT,-14400000,EQUITY
YTRA,"Yatra Online, Inc.",2018-06-11T17:05:00.000Z,TAS,-0.22,-0.35,-60,EDT,-14400000,EQUITY
RH,RH,2018-06-11T16:05:00.000Z,TAS,1.02,1.33,30.78,EDT,-14400000,EQUITY
