ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
RLEVF,Rami Levi Chain Stores Hashikma Marketing 2006 Ltd,2018-11-29T15:14:00.000Z,TAS,,,,EST,-18000000,EQUITY
FUNWF,4fun Media S.A.,2018-11-29T12:50:00.000Z,TAS,,,,UTC,0,EQUITY
VRNDF,Delta 9 Cannabis Inc.,2018-11-29T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
DLTNF,Delta 9 Cannabis Inc.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
DEUBF,Deutsche Beteiligungs AG,2018-11-30T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
PANW,'Palo Alto Networks, Inc.',2018-11-29T16:15:00.000Z,TAS,1.05,1.17,11.01,EST,-18000000,EQUITY
ABMBF,Abcourt Mines Inc.,2018-11-29T09:58:00.000Z,TAS,,,,EST,-18000000,EQUITY
RMIAF,Automotive Finco Corp.,2018-11-29T13:24:00.000Z,TAS,,,,EST,-18000000,EQUITY
SOHFF,Altaley Mining Corporation,2018-11-29T13:00:00.000Z,TAS,,,,UTC,0,EQUITY
ALBKF,Alpha Services and Holdings S.A.,2018-11-29T11:45:00.000Z,TAS,0.02,0.03,50,EST,-18000000,EQUITY
ASYS,'Amtech Systems, Inc.',2018-11-29T16:14:00.000Z,TAS,-0.17,-0.07,58.82,EST,-18000000,EQUITY
OASMY,Vivesto AB,2018-11-30T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
AAUGF,Angold Resources Ltd.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
ATLYF,Altaley Mining Corporation,2018-11-29T13:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
BBW,'Build-A-Bear Workshop, Inc.',2018-11-29T06:45:00.000Z,TAS,-0.12,-0.42,-250,EST,-18000000,EQUITY
AIABF,Capital A Berhad,2018-11-29T05:03:00.000Z,TAS,0.1,0.2,112.63,EST,-18000000,EQUITY
ANF,Abercrombie & Fitch Co.,2018-11-29T07:31:00.000Z,TAS,0.2,0.33,67.51,EST,-18000000,EQUITY
AXNVF,Axion Ventures Inc.,2018-11-29T21:42:00.000Z,TAS,-0.01,-0.02,-100,EST,-18000000,EQUITY
AMWD,American Woodmark Corporation,2018-11-29T06:30:00.000Z,TAS,1.87,1.6,-14.44,EST,-18000000,EQUITY
AMSWA,'American Software, Inc.',2018-11-29T16:14:00.000Z,TAS,0.03,0.04,33.33,EST,-18000000,EQUITY
AMBA,'Ambarella, Inc.',2018-11-29T16:20:00.000Z,TAS,0.09,0.21,128.26,EST,-18000000,EQUITY
TREAF,Terna Energy Societe Anonyme Commercial Technical Company,2018-11-30T03:33:00.000Z,TAS,,,,EST,-18000000,EQUITY
MPZZF,MPC Container Ships ASA,2018-11-30T01:55:00.000Z,TAS,0.05,0.01,-85.19,EST,-18000000,EQUITY
JNEXF,Cuda Oil and Gas Inc.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
AVAV,'AeroVironment, Inc.',2018-11-29T16:10:00.000Z,TAS,0.16,0.29,84.71,EST,-18000000,EQUITY
ACRGF,'Acreage Holdings, Inc.',2018-11-29T17:01:00.000Z,TAS,,,,UTC,0,EQUITY
PNAGF,PETRONAS Gas Berhad,2018-11-30T04:48:00.000Z,TAS,,,,EST,-18000000,EQUITY
TD,The Toronto-Dominion Bank,2018-11-29T06:30:00.000Z,TAS,1.62,1.63,0.87,EST,-18000000,EQUITY
CLGN,CollPlant Biotechnologies Ltd.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
HVBT,HIVE Blockchain Technologies Ltd.,2018-11-29T21:03:00.000Z,TAS,-0.01,-0.04,-300,UTC,0,EQUITY
HIVE,HIVE Blockchain Technologies Ltd.,2018-11-29T21:03:00.000Z,TAS,-0.01,-0.04,-300,EST,-18000000,EQUITY
BRGGD,Bragg Gaming Group Inc.,2018-11-29T10:53:00.000Z,TAS,,,,UTC,0,EQUITY
BRAG,Bragg Gaming Group Inc.,2018-11-29T10:53:00.000Z,TAS,,,,EST,-18000000,EQUITY
BEWFF,BeWhere Holdings Inc.,2018-11-29T06:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
MSCLF,Satellos Bioscience Inc.,2018-11-29T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
SIBN,'SI-BONE, Inc.',2018-11-29T17:26:00.000Z,TAS,-0.28,-0.3,-7.91,EST,-18000000,EQUITY
NBGIF,National Bank of Greece S.A.,2018-11-29T11:18:00.000Z,TAS,0.04,0,-100,EST,-18000000,EQUITY
CM,Canadian Imperial Bank of Commerce,2018-11-29T05:54:00.000Z,TAS,3.03,3,-0.89,EST,-18000000,EQUITY
BLEVF,Beleave Inc.,2018-11-29T17:40:00.000Z,TAS,,,,EST,-18000000,EQUITY
HVBTF,HIVE Blockchain Technologies Ltd.,2018-11-29T21:03:00.000Z,TAS,-0.01,-0.04,-300,UTC,0,EQUITY
ICOTF,Satellos Bioscience Inc.,2018-11-29T17:01:00.000Z,TAS,,,,UTC,0,EQUITY
BRGGF,Bragg Gaming Group Inc.,2018-11-29T10:53:00.000Z,TAS,,,,UTC,0,EQUITY
GTBAF,Great Bear Resources Ltd.,2018-11-29T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
SBUDF,SugarBud Craft Growers Corp.,2018-11-29T10:38:00.000Z,TAS,,,,EST,-18000000,EQUITY
MBAIF,CIBT Education Group Inc.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
WLFFF,Wolfden Resources Corporation,2018-11-29T16:37:00.000Z,TAS,-0.01,-0.01,0,EST,-18000000,EQUITY
QEXGF,QuestEx Gold & Copper Ltd.,2018-11-29T11:55:00.000Z,TAS,,,,EST,-18000000,EQUITY
PVH,PVH Corp.,2018-11-29T16:25:00.000Z,TAS,3.14,3.21,2.13,EST,-18000000,EQUITY
GBLEF,Global Energy Metals Corporation,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
AGCCF,Gensource Potash Corporation,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
ENCTF,Encanto Potash Corp.,2018-11-29T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
CULP,'Culp, Inc.',2018-11-29T16:15:00.000Z,TAS,0.21,0.19,-9.52,EST,-18000000,EQUITY
OCSL,Oaktree Specialty Lending Corporation,2018-11-29T06:00:00.000Z,TAS,0.11,0.12,13.21,EST,-18000000,EQUITY
GPVRF,GreenPower Motor Company Inc.,2018-11-29T16:28:00.000Z,TAS,,,,UTC,0,EQUITY
OCSI,Oaktree Strategic Income Corporation,2018-11-29T06:00:00.000Z,TAS,0.17,0.19,11.76,EST,-18000000,EQUITY
WHGOF,White Gold Corp.,2018-11-29T16:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
SHIPW,Seanergy Maritime Holdings Corp.,2018-11-29T08:00:00.000Z,TAS,2.4,4.8,100,EST,-18000000,EQUITY
TTSRF,Tartisan Nickel Corp.,2018-11-29T17:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
CHPGF,Chesapeake Gold Corp.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
CHOOF,Choom Holdings Inc.,2018-11-29T11:59:00.000Z,TAS,,,,EST,-18000000,EQUITY
CURLF,'Curaleaf Holdings, Inc.',2018-11-29T17:05:00.000Z,TAS,-0.02,-0.02,0,EST,-18000000,EQUITY
TRX,Tanzanian Gold Corporation,2018-11-29T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
RKCLF,Rockcliff Metals Corporation,2018-11-29T07:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
HRVOF,Harvest One Cannabis Inc.,2018-11-29T11:34:00.000Z,TAS,,,,EST,-18000000,EQUITY
NHVCF,Elevation Gold Mining Corporation,2018-11-29T22:00:00.000Z,TAS,,,,UTC,0,EQUITY
CLRYF,Clarocity Corporation,2018-11-29T10:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
CLASF,QuestEx Gold & Copper Ltd.,2018-11-29T11:55:00.000Z,TAS,,,,UTC,0,EQUITY
CLAZF,'Claritas Pharmaceuticals, Inc.',2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
CTNXF,Cornerstone Capital Resources Inc.,2018-11-29T16:11:00.000Z,TAS,,,,EST,-18000000,EQUITY
KALTF,'Claritas Pharmaceuticals, Inc.',2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
TAKOF,Drone Delivery Canada Corp.,2018-11-29T18:57:00.000Z,TAS,-0.01,-0.02,-150,EST,-18000000,EQUITY
GME,GameStop Corp.,2018-11-29T16:06:00.000Z,TAS,0.57,0.67,18.17,EST,-18000000,EQUITY
TECD,Tech Data Corporation,2018-11-29T06:08:00.000Z,TAS,2.17,3.02,38.91,UTC,0,EQUITY
MDXHF,MedX Health Corp,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
SHIP,Seanergy Maritime Holdings Corp.,2018-11-29T08:00:00.000Z,TAS,2.4,4.8,100,EST,-18000000,EQUITY
SVVZF,Rockcliff Metals Corporation,2018-11-29T07:07:00.000Z,TAS,,,,UTC,0,EQUITY
CLASD,QuestEx Gold & Copper Ltd.,2018-11-29T11:55:00.000Z,TAS,,,,UTC,0,EQUITY
CMD,Cantel Medical Corp.,2018-11-29T08:00:00.000Z,TAS,0.62,0.62,0.81,UTC,0,EQUITY
ETRGF,Entourage Health Corp.,2018-11-29T07:25:00.000Z,TAS,,,,EST,-18000000,EQUITY
WDDMF,Entourage Health Corp.,2018-11-29T07:25:00.000Z,TAS,,,,UTC,0,EQUITY
PTALF,PetroTal Corp.,2018-11-29T16:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
EVGDF,Elevation Gold Mining Corporation,2018-11-29T22:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
GBLED,Global Energy Metals Corporation,2018-11-29T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
RNSFF,Renaissance Oil Corp.,2018-11-29T19:19:00.000Z,TAS,,,,UTC,0,EQUITY
RDCPF,RediShred Capital Corp.,2018-11-29T19:20:00.000Z,TAS,0,0.01,,EST,-18000000,EQUITY
GP,GreenPower Motor Company Inc.,2018-11-29T16:28:00.000Z,TAS,,,,EST,-18000000,EQUITY
GKTRF,'GEK TERNA Holdings, Real Estate, Construction S.A.',2018-11-30T04:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
RLLRF,SugarBud Craft Growers Corp.,2018-11-29T10:38:00.000Z,TAS,,,,UTC,0,EQUITY
SBUDD,SugarBud Craft Growers Corp.,2018-11-29T10:38:00.000Z,TAS,,,,EST,-18000000,EQUITY
VVCIF,VIVO Cannabis Inc.,2018-11-29T21:11:00.000Z,TAS,-0.03,-0.04,-33.33,EST,-18000000,EQUITY
KHRNF,Khiron Life Sciences Corp.,2018-11-29T17:32:00.000Z,TAS,,,,EST,-18000000,EQUITY
DLKGF,Delek Group Ltd.,2018-11-29T05:06:00.000Z,TAS,,,,EST,-18000000,EQUITY
DYFSF,dynaCERT Inc.,2018-11-29T21:13:00.000Z,TAS,,,,EST,-18000000,EQUITY
DSTFF,Distinct Infrastructure Group Inc.,2018-11-29T16:35:00.000Z,TAS,0.03,-0.01,-133.33,EST,-18000000,EQUITY
DELL,Dell Technologies Inc.,2018-11-29T16:44:00.000Z,TAS,,1.56,,EST,-18000000,EQUITY
DGNOF,DIAGNOS Inc.,2018-11-29T15:34:00.000Z,TAS,,,,EST,-18000000,EQUITY
DMIFF,Diamcor Mining Inc.,2018-11-29T09:13:00.000Z,TAS,,,,EST,-18000000,EQUITY
DLTR,'Dollar Tree, Inc.',2018-11-29T07:30:00.000Z,TAS,1.14,1.18,3.42,EST,-18000000,EQUITY
PAGS,PagSeguro Digital Ltd.,2018-11-29T18:09:00.000Z,TAS,0.85,0.94,10.81,EST,-18000000,EQUITY
EXPR,'Express, Inc.',2018-11-29T06:56:00.000Z,TAS,0.1,0.11,10,EST,-18000000,EQUITY
DAVA,Endava plc,2018-11-29T07:00:00.000Z,TAS,12.48,17,36.22,EST,-18000000,EQUITY
MMNFF,MedMen Enterprises Inc.,2018-11-29T16:02:00.000Z,TAS,,,,EST,-18000000,EQUITY
EMHTF,'Emerald Health Therapeutics, Inc.',2018-11-29T05:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
CYPXF,EQ Inc.,2018-11-29T17:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
THBRF,Thunderbird Entertainment Group Inc.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
FPRGF,Falco Resources Ltd.,2018-11-29T13:41:00.000Z,TAS,-0.01,-0.01,0,EST,-18000000,EQUITY
LITOF,Frontier Lithium Inc.,2018-11-29T16:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
GYNAF,Guyana Goldstrike Inc.,2018-11-29T17:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
ZBISF,Zenabis Global Inc.,2018-11-29T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
CANWF,Orca Gold Inc.,2018-11-29T19:23:00.000Z,TAS,-0.02,-0.03,-50,EST,-18000000,EQUITY
PLG,Platinum Group Metals Ltd.,2018-11-29T17:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
NMG,Nouveau Monde Graphite Inc.,2018-11-29T20:54:00.000Z,TAS,,,,EST,-18000000,EQUITY
NMGRF,Nouveau Monde Graphite Inc.,2018-11-29T20:54:00.000Z,TAS,,,,UTC,0,EQUITY
GAYMF,Galway Metals Inc.,2018-11-29T11:46:00.000Z,TAS,,,,EST,-18000000,EQUITY
RQHTF,Reliq Health Technologies Inc.,2018-11-29T23:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
HRVSF,Harvest Health & Recreation Inc.,2018-11-29T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
HMLP,Höegh LNG Partners LP,2018-11-29T06:39:00.000Z,TAS,0.44,0.51,16.17,EST,-18000000,EQUITY
YETI,'YETI Holdings, Inc.',2018-11-29T08:50:00.000Z,TAS,0.22,0.24,8.6,EST,-18000000,EQUITY
HPQ,HP Inc.,2018-11-29T16:05:00.000Z,TAS,0.54,0.54,0.19,EST,-18000000,EQUITY
KARNF,Kernel Holding S.A.,2018-11-29T09:38:00.000Z,TAS,,0.91,,EST,-18000000,EQUITY
PSHIF,PetroShale Inc.,2018-11-29T17:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
WDAY,'Workday, Inc.',2018-11-29T16:08:00.000Z,TAS,0.14,0.31,115.28,EST,-18000000,EQUITY
VMW,'VMware, Inc.',2018-11-29T16:15:00.000Z,TAS,1.5,1.56,3.72,EST,-18000000,EQUITY
RCKTF,Rock Tech Lithium Inc.,2018-11-29T17:54:00.000Z,TAS,,,,EST,-18000000,EQUITY
TLTFF,Theralase Technologies Inc.,2018-11-29T18:27:00.000Z,TAS,,,,EST,-18000000,EQUITY
PLPRF,Plus Products Inc.,2018-11-29T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
VQSLF,VIQ Solutions Inc.,2018-11-29T17:12:00.000Z,TAS,0,0,,UTC,0,EQUITY
TITN,Titan Machinery Inc.,2018-11-29T07:03:00.000Z,TAS,0.36,0.49,36.87,EST,-18000000,EQUITY
BCDMF,Kuuhubb Inc.,2018-11-29T17:05:00.000Z,TAS,-0.01,-0.04,-300,EST,-18000000,EQUITY
KIRK,'Kirkland's, Inc.',2018-11-29T06:38:00.000Z,TAS,-0.14,-0.18,-24.14,EST,-18000000,EQUITY
RTWIQ,'RTW Retailwinds, Inc.',2018-11-29T16:10:00.000Z,TAS,0.02,0.04,100,UTC,0,EQUITY
TCYSF,Tecsys Inc.,2018-11-29T17:02:00.000Z,TAS,0.12,0.05,-56.52,EST,-18000000,EQUITY
PHAS,'PhaseBio Pharmaceuticals, Inc.',2018-11-29T17:07:00.000Z,TAS,-0.48,-10.45,-2063.56,EST,-18000000,EQUITY
SPLK,Splunk Inc.,2018-11-29T16:02:00.000Z,TAS,0.32,0.38,20.63,EST,-18000000,EQUITY
