ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ZOJIF,Zojirushi Corporation,2019-07-01T02:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DSKIF,'Daiseki Co.,Ltd.',2019-07-01T02:00:00.000Z,TAS,,42.35,,EDT,-14400000,EQUITY
