ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
EUSG,European Sustainable Growth Acquisition Corp.,2021-01-22T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
VLKPF,Volkswagen AG,2021-01-22T11:08:00.000Z,TAS,5.59,13.87,148.25,EST,-18000000,EQUITY
ALLY,Ally Financial Inc.,2021-01-22T07:34:00.000Z,TAS,1.05,1.6,51.95,EST,-18000000,EQUITY
BBAGF,BB Biotech AG,2021-01-22T09:24:00.000Z,TAS,,11.87,,EST,-18000000,EQUITY
ATLO,Ames National Corporation,2021-01-22T16:23:00.000Z,TAS,,,,EST,-18000000,EQUITY
ADSE,ADS-TEC Energy PLC,2021-01-22T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
ADXS,"Advaxis, Inc.",2021-01-22T16:40:00.000Z,TAS,,-0.09,,EST,-18000000,EQUITY
TPDNF,Topdanmark A/S,2021-01-22T07:14:00.000Z,TAS,3.77,6.5,72.28,EST,-18000000,EQUITY
OERCF,Österreichische Post AG,2021-01-22T11:53:00.000Z,TAS,0.5,0.72,44.29,EST,-18000000,EQUITY
WRLD,World Acceptance Corporation,2021-01-22T07:30:00.000Z,TAS,0.69,2.25,224.68,EST,-18000000,EQUITY
GCBC,"Greene County Bancorp, Inc.",2021-01-22T12:23:00.000Z,TAS,,,,EST,-18000000,EQUITY
BOCH,Bank of Commerce Holdings,2021-01-22T09:00:00.000Z,TAS,0.28,0.3,6.76,UTC,0,EQUITY
HBAN,Huntington Bancshares Incorporated,2021-01-22T07:00:00.000Z,TAS,0.29,0.27,-8.16,EST,-18000000,EQUITY
CHBJF,China CITIC Bank Corporation Limited,2021-01-22T05:15:00.000Z,TAS,0.18,0.27,50,EST,-18000000,EQUITY
UNTY,"Unity Bancorp, Inc.",2021-01-22T14:00:00.000Z,TAS,0.58,0.69,19.58,EST,-18000000,EQUITY
TLIS,Talis Biomedical Corporation,2021-01-22T17:20:00.000Z,TAS,,,,EST,-18000000,EQUITY
PBIP,"Prudential Bancorp, Inc.",2021-01-22T16:39:00.000Z,TAS,,,,EST,-18000000,EQUITY
MYTE,MYT Netherlands Parent B.V.,2021-01-22T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
MCBS,"MetroCity Bankshares, Inc.",2021-01-22T13:47:00.000Z,TAS,0.34,0.37,9.79,EST,-18000000,EQUITY
CBAN,"Colony Bankcorp, Inc.",2021-01-22T09:00:00.000Z,TAS,0.4,0.44,10,EST,-18000000,EQUITY
TCF,TCF Financial Corporation,2021-01-22T09:02:00.000Z,TAS,0.71,0.75,5.63,UTC,0,EQUITY
RF,Regions Financial Corporation,2021-01-22T06:00:00.000Z,TAS,0.42,0.61,44.55,EST,-18000000,EQUITY
XL,XL Fleet Corp.,2021-01-22T17:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
KSU,Kansas City Southern,2021-01-22T08:03:00.000Z,TAS,1.92,1.89,-1.72,UTC,0,EQUITY
GMXTF,"GMéxico Transportes, S.A.B. de C.V.",2021-01-22T18:12:00.000Z,TAS,0.34,0.34,0,EST,-18000000,EQUITY
ZTCOF,ZTE Corporation,2021-01-22T06:45:00.000Z,TAS,,,,EST,-18000000,EQUITY
FHN,First Horizon Corporation,2021-01-22T06:30:00.000Z,TAS,0.33,0.46,38.55,EST,-18000000,EQUITY
DFH,"Dream Finders Homes, Inc.",2021-01-22T17:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
EDU,New Oriental Education & Technology Group Inc.,2021-01-22T05:24:00.000Z,TAS,0.34,0.43,27.22,EST,-18000000,EQUITY
EQOS,Eqonex Limited,2021-01-22T17:05:00.000Z,TAS,-0.06,,,EST,-18000000,EQUITY
FHB,"First Hawaiian, Inc.",2021-01-22T08:18:00.000Z,TAS,0.44,0.5,13.64,EST,-18000000,EQUITY
RLX,RLX Technology Inc.,2021-01-22T17:03:00.000Z,TAS,,,,EST,-18000000,EQUITY
SLB,Schlumberger Limited,2021-01-22T06:50:00.000Z,TAS,0.17,0.22,26.44,EST,-18000000,EQUITY
