ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AAHIF,'Asahi Co., Ltd.',2019-06-24T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SHAOF,'SHIMAMURA Co., Ltd.',2019-06-24T02:00:00.000Z,TAS,108.83,103.21,-5.17,EDT,-14400000,EQUITY
