ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AGHC,2019-06-18T06:02:00.000Z,TAS,-0.04,-0.04,0,EDT,-14400000,EQUITY
AHG,2019-06-18T08:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HX,2019-06-18T08:01:00.000Z,TAS,,,,UTC,0,EQUITY
APEX,2019-06-18T16:05:00.000Z,TAS,,,,UTC,0,EQUITY
ADBE,2019-06-18T16:05:00.000Z,TAS,1.78,1.83,2.69,EDT,-14400000,EQUITY
BJSAF,2019-06-18T07:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LZB,2019-06-18T16:15:00.000Z,TAS,0.64,0.64,-0.47,EDT,-14400000,EQUITY
KEQU,2019-06-18T19:35:00.000Z,TAS,0.53,-0.15,-128.3,EDT,-14400000,EQUITY
DOGZ,2019-06-18T10:58:00.000Z,TAS,,,,EDT,-14400000,EQUITY
COSXF,2019-06-18T22:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PSN,2019-06-18T06:32:00.000Z,TAS,0.13,0.12,-10.45,EDT,-14400000,EQUITY
CDYCF,2019-06-18T19:46:00.000Z,TAS,,,,UTC,0,EQUITY
DTEA,2019-06-18T16:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FREDQ,2019-06-18T17:28:00.000Z,TAS,,,,UTC,0,EQUITY
FXMBF,2019-06-19T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
JBL,2019-06-18T16:05:00.000Z,TAS,0.57,0.57,-0.52,EDT,-14400000,EQUITY
