ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ACGYF,Subsea 7 S.A.,2019-02-28T02:00:00.000Z,TAS,0.1,0.12,15.38,EST,-18000000,EQUITY
SUBCY,Subsea 7 S.A.,2019-02-28T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
ENIA,Enel Américas S.A.,2019-02-27T09:04:00.000Z,TAS,0.01,0.6,5890,EST,-18000000,EQUITY
DUERF,Dürr Aktiengesellschaft,2019-02-28T04:56:00.000Z,TAS,0.82,1.21,47.49,EST,-18000000,EQUITY
FTAI,Fortress Transportation and Infrastructure Investors LLC,2019-02-27T16:20:00.000Z,TAS,0.12,-0.02,-116.67,EST,-18000000,EQUITY
XLRN,Acceleron Pharma Inc.,2019-02-27T16:05:00.000Z,TAS,-0.68,-0.75,-10.95,UTC,0,EQUITY
ENMPF,Ensurge Micropower ASA,2019-02-28T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
INDFF,Indofood Agri Resources Ltd.,2019-02-27T17:40:00.000Z,TAS,,,,EST,-18000000,EQUITY
GCP,GCP Applied Technologies Inc.,2019-02-27T06:02:00.000Z,TAS,0.28,0.29,5.07,EST,-18000000,EQUITY
NRKBF,NKT A/S,2019-02-28T01:44:00.000Z,TAS,-0.62,-1.09,-76.05,EST,-18000000,EQUITY
JNSTF,Jinhui Shipping and Transportation Limited,2019-02-28T00:27:00.000Z,TAS,0.04,-0.03,-170,EST,-18000000,EQUITY
RCEL,'AVITA Medical, Inc.',2019-02-27T16:52:00.000Z,TAS,,,,EST,-18000000,EQUITY
NPRUF,Northview Apartment Real Estate Investment Trust,2019-02-27T07:00:00.000Z,TAS,,,,UTC,0,EQUITY
LDHOF,Land and Houses Public Company Limited,2019-02-27T13:58:00.000Z,TAS,,,,UTC,0,EQUITY
KNNGF,KION GROUP AG,2019-02-28T01:13:00.000Z,TAS,1.37,1.72,25.68,EST,-18000000,EQUITY
