ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
TFSVF,2020-10-01T08:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AFCJF,2020-10-01T10:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
QNNTF,2020-10-01T12:26:00.000Z,TAS,-0.31,-0.25,19.35,EDT,-14400000,EQUITY
ARLLF,2020-10-01T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BHNFF,2020-10-01T11:06:00.000Z,TAS,,,,UTC,0,EQUITY
BSET,2020-10-01T09:00:00.000Z,TAS,-0.07,0.22,414.29,EDT,-14400000,EQUITY
PPCB,2020-10-01T17:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CAG,2020-10-01T07:25:00.000Z,TAS,0.57,0.7,21.95,EDT,-14400000,EQUITY
PPCBD,2020-10-01T17:32:00.000Z,TAS,,,,UTC,0,EQUITY
KFMNF,2020-10-01T12:22:00.000Z,TAS,0.4,0.38,-5,UTC,0,EQUITY
STZ,2020-10-01T07:30:00.000Z,TAS,2.51,2.76,10.09,EDT,-14400000,EQUITY
STZ-B,2020-10-01T07:30:00.000Z,TAS,2.51,2.76,10.09,EDT,-14400000,EQUITY
BBBY,2020-10-01T07:00:00.000Z,TAS,-0.23,0.5,320.26,EDT,-14400000,EQUITY
IDT,2020-10-01T16:16:00.000Z,TAS,,0.62,,EDT,-14400000,EQUITY
TSIHF,2020-10-02T02:00:00.000Z,TAS,,-44.16,,EDT,-14400000,EQUITY
NCLTF,2020-10-02T02:00:00.000Z,TAS,261.89,214.97,-17.92,EDT,-14400000,EQUITY
KUYAF,2020-10-01T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DNVVF,2020-10-01T12:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
APMFF,2020-10-01T08:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GMBL,2020-10-01T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGH,2020-10-01T16:14:00.000Z,TAS,0.39,0.41,4.33,EDT,-14400000,EQUITY
PEP,2020-10-01T06:06:00.000Z,TAS,1.49,1.66,11.56,EDT,-14400000,EQUITY
