ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
FBGGF,2021-04-26T01:30:00.000Z,TAS,1.05,0.83,-20.65,EDT,-14400000,EQUITY
SFNXF,2021-04-25T11:58:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KHNGF,2021-04-26T01:41:00.000Z,TAS,1.92,2.64,37.5,EDT,-14400000,EQUITY
AMANF,2021-04-26T02:00:00.000Z,TAS,,34.2,,EDT,-14400000,EQUITY
BWAGF,2021-04-26T01:07:00.000Z,TAS,0.71,0.83,16.41,EDT,-14400000,EQUITY
SSAAF,2021-04-26T01:30:00.000Z,TAS,0.79,1.46,83.88,EDT,-14400000,EQUITY
KAKZF,2021-04-26T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IBN,2021-04-25T06:34:00.000Z,TAS,0.18,0.19,6.74,EDT,-14400000,EQUITY
BDOUF,2021-04-26T02:31:00.000Z,TAS,2.09,2.29,9.36,EDT,-14400000,EQUITY
CPPMF,2021-04-26T02:10:00.000Z,TAS,0.13,0.15,15.38,EDT,-14400000,EQUITY
NDEKF,2021-04-26T03:00:00.000Z,TAS,45.71,102.33,123.88,EDT,-14400000,EQUITY
STAEF,2021-04-26T02:00:00.000Z,TAS,53.67,56.38,5.06,EDT,-14400000,EQUITY
JSCPF,2021-04-26T02:00:00.000Z,TAS,16.84,-287.8,-1808.72,EDT,-14400000,EQUITY
VCCLF,2021-04-26T03:00:00.000Z,TAS,,-27.14,,EDT,-14400000,EQUITY
CAJ,2021-04-26T02:28:00.000Z,TAS,0.27,0.4,48.52,EDT,-14400000,EQUITY
SITIF,2021-04-26T00:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LENTY,2021-04-26T03:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JFECF,2021-04-26T01:00:00.000Z,TAS,,167.25,,EDT,-14400000,EQUITY
CAJFF,2021-04-26T02:01:00.000Z,TAS,25.54,42.51,66.43,EDT,-14400000,EQUITY
GLPEF,2021-04-26T02:01:00.000Z,TAS,0.05,0.03,-42.31,EDT,-14400000,EQUITY
FGELF,2021-04-26T03:00:00.000Z,TAS,65.42,56.9,-13.02,UTC,0,EQUITY
JRVMF,2021-04-26T01:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TSDOF,2021-04-26T03:42:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HMTLF,2021-04-26T02:00:00.000Z,TAS,-2.48,-20.04,-708.06,EDT,-14400000,EQUITY
PKX,2021-04-25T21:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JFEYF,2021-04-26T02:00:00.000Z,TAS,,68.22,,EDT,-14400000,EQUITY
PHG,2021-04-26T01:57:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RYLPF,2021-04-26T01:00:00.000Z,TAS,0.24,0.28,16.67,EDT,-14400000,EQUITY
