ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ASPGF,2019-05-13T02:15:00.000Z,TAS,0.09,0.09,5.88,EDT,-14400000,EQUITY
HAZAF,2019-05-13T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LBTSF,2019-05-13T01:59:00.000Z,TAS,0.18,0.16,-10.38,EDT,-14400000,EQUITY
PBBGF,2019-05-13T01:36:00.000Z,TAS,0.27,0.27,1.89,EDT,-14400000,EQUITY
AKBIF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IUSDF,2019-05-13T03:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
QSCGF,2019-05-13T01:48:00.000Z,TAS,-0.01,0,80,EDT,-14400000,EQUITY
PRRCF,2019-05-13T01:33:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HOCFF,2019-05-13T03:15:00.000Z,TAS,1.87,1.81,-3.21,EDT,-14400000,EQUITY
OITAF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CBIXF,2019-05-13T02:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TBCCF,2019-05-13T02:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BRDCF,2019-05-13T02:00:00.000Z,TAS,80.4,81.05,0.81,EDT,-14400000,EQUITY
SBHCF,2019-05-13T02:00:00.000Z,TAS,55.83,53.92,-3.41,UTC,0,EQUITY
CHBAF,2019-05-13T02:00:00.000Z,TAS,17.28,11.79,-31.8,EDT,-14400000,EQUITY
ESALY,2019-05-12T23:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MBGCF,2019-05-13T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TAISF,2019-05-12T23:30:00.000Z,TAS,20.05,-35.14,-275.28,EDT,-14400000,EQUITY
DKSSF,2019-05-13T03:00:00.000Z,TAS,69.82,12.74,-81.75,EDT,-14400000,EQUITY
TYNPF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NHKFF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NCWAF,2019-05-13T02:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
USSJF,2019-05-13T03:40:00.000Z,TAS,26.8,27.85,3.92,EDT,-14400000,EQUITY
MRUHF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CHRLF,2019-05-13T02:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ESALF,2019-05-12T23:30:00.000Z,TAS,,81.73,,EDT,-14400000,EQUITY
PCRRF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TOSBF,2019-05-13T00:15:00.000Z,TAS,,-13.56,,EDT,-14400000,EQUITY
GYUAF,2019-05-13T03:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OBYCF,2019-05-12T23:00:00.000Z,TAS,27.76,47.35,70.58,EDT,-14400000,EQUITY
KYYHF,2019-05-13T02:20:00.000Z,TAS,63.39,61.2,-3.46,EDT,-14400000,EQUITY
NPNKF,2019-05-13T02:00:00.000Z,TAS,54.4,53.51,-1.64,EDT,-14400000,EQUITY
KITZF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SNSKF,2019-05-13T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
TOKUF,2019-05-13T01:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SQNXF,2019-05-13T02:00:00.000Z,TAS,61.56,80.09,30.11,EDT,-14400000,EQUITY
SSNEF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SKKAF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NESR,2019-05-13T03:00:00.000Z,TAS,0.17,0.17,0,EDT,-14400000,EQUITY
DENKF,2019-05-12T22:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CUYRF,2019-05-13T00:20:00.000Z,TAS,108,131.5,21.76,EDT,-14400000,EQUITY
KTRPF,2019-05-13T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
DWMNF,2019-05-13T02:00:00.000Z,TAS,62.8,72.64,15.66,EDT,-14400000,EQUITY
TOSYY,2019-05-13T00:15:00.000Z,TAS,,-13.56,,EDT,-14400000,EQUITY
KMRCF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPXHF,2019-05-13T02:00:00.000Z,TAS,14.72,22.94,55.84,EDT,-14400000,EQUITY
OJIPY,2019-05-13T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SZUKF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
UNCHF,2019-05-13T02:30:00.000Z,TAS,24.26,21.3,-12.2,EDT,-14400000,EQUITY
VCHYF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FUAIF,2019-05-13T03:00:00.000Z,TAS,,,,UTC,0,EQUITY
DSHIF,2019-05-13T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
MIMTF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MEJHF,2019-05-13T01:00:00.000Z,TAS,76.77,-0.17,-100.22,EDT,-14400000,EQUITY
JSGCF,2019-05-13T00:01:00.000Z,TAS,-63.86,-187.34,-193.36,EDT,-14400000,EQUITY
NHNKF,2019-05-13T02:00:00.000Z,TAS,108.56,72.87,-32.88,EDT,-14400000,EQUITY
TGA,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DWAHF,2019-05-13T01:00:00.000Z,TAS,86.55,79.98,-7.59,EDT,-14400000,EQUITY
GUNGF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JXHGF,2019-05-13T00:01:00.000Z,TAS,7.4,13.19,78.24,EDT,-14400000,EQUITY
LAREF,2019-05-13T03:17:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EONGY,2019-05-13T01:46:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ENAKF,2019-05-13T01:41:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HOFJF,2019-05-13T02:00:00.000Z,TAS,36.8,34.53,-6.17,EDT,-14400000,EQUITY
MEBUF,2019-05-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GOVXW,2019-05-13T03:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GOVX,2019-05-13T03:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VODAF,2019-05-13T01:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HPHTF,2019-05-13T02:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HYPOF,2019-05-13T01:28:00.000Z,TAS,,0.99,,EDT,-14400000,EQUITY
HTWSF,2019-05-12T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HRSMF,2019-05-13T02:30:00.000Z,TAS,,,,UTC,0,EQUITY
VKSKF,2019-05-13T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ISUZF,2019-05-13T02:00:00.000Z,TAS,37.42,26.77,-28.46,EDT,-14400000,EQUITY
SOLY,2019-05-13T03:53:00.000Z,TAS,,,,UTC,0,EQUITY
ULVAF,2019-05-13T02:00:00.000Z,TAS,69.65,122.54,75.94,UTC,0,EQUITY
TONPF,2019-05-13T02:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TISNF,2019-05-13T02:30:00.000Z,TAS,33.75,35.76,5.94,EDT,-14400000,EQUITY
KNCAF,2019-05-13T02:00:00.000Z,TAS,14.64,16.1,9.97,EDT,-14400000,EQUITY
MCCLF,2019-05-13T02:00:00.000Z,TAS,34.66,45.16,30.29,EDT,-14400000,EQUITY
KTWIF,2019-05-13T02:00:00.000Z,TAS,59.7,39.06,-34.57,EDT,-14400000,EQUITY
JPSWF,2019-05-13T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
MCHIF,2019-05-12T22:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NIU,2019-05-13T03:00:00.000Z,TAS,0.1,0.19,90,EDT,-14400000,EQUITY
FJIOF,2019-05-13T00:01:00.000Z,TAS,,,,UTC,0,EQUITY
