ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
HCAC,Hennessy Capital Acquisition Corp. IV,2020-12-04T17:08:00.000Z,TAS,,,,UTC,0,EQUITY
BIG,"Big Lots, Inc.",2020-12-04T06:00:00.000Z,TAS,0.66,0.76,14.8,EST,-18000000,EQUITY
LRCDF,Laurentian Bank of Canada,2020-12-04T07:30:00.000Z,TAS,0.73,0.91,24.66,EST,-18000000,EQUITY
CBWBF,Canadian Western Bank,2020-12-04T06:00:00.000Z,TAS,0.74,0.75,1.63,EST,-18000000,EQUITY
GOEV,Canoo Inc.,2020-12-04T17:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
FHTX,Foghorn Therapeutics Inc.,2020-12-04T08:00:00.000Z,TAS,-1.72,-3.12,-81.4,EST,-18000000,EQUITY
HTHT,Huazhu Group Limited,2020-12-04T07:52:00.000Z,TAS,0.96,-0.75,-178.12,EST,-18000000,EQUITY
GLBS,Globus Maritime Limited,2020-12-04T12:58:00.000Z,TAS,,,,EST,-18000000,EQUITY
GCO,Genesco Inc.,2020-12-04T06:50:00.000Z,TAS,-0.14,0.85,725,EST,-18000000,EQUITY
HDS,"HD Supply Holdings, Inc.",2020-12-04T14:00:00.000Z,TAS,0.47,0.47,0,UTC,0,EQUITY
MKRIF,Melkior Resources Inc.,2020-12-04T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
SEER,"Seer, Inc.",2020-12-04T17:08:00.000Z,TAS,,,,EST,-18000000,EQUITY
NXLLF,Nuix Limited,2020-12-04T08:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
MIXT,MiX Telematics Limited,2020-12-04T08:48:00.000Z,TAS,0.08,0.15,101.33,EST,-18000000,EQUITY
