ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
GOED,1847 Goedeker Inc.,2021-06-01T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CONXF,Nickel 28 Capital Corp.,2021-06-01T16:54:00.000Z,TAS,0.06,0.06,12.5,EDT,-14400000,EQUITY
KRKR,36Kr Holdings Inc.,2021-06-01T05:00:00.000Z,TAS,-0.71,-0.92,-29.58,EDT,-14400000,EQUITY
MKLNF,M1 Kliniken AG,2021-06-01T13:51:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AMBA,'Ambarella, Inc.',2021-06-01T16:05:00.000Z,TAS,0.17,0.23,32.95,EDT,-14400000,EQUITY
BNS,The Bank of Nova Scotia,2021-06-01T06:00:00.000Z,TAS,1.77,1.9,7.65,EDT,-14400000,EQUITY
IDGBF,Indigo Books & Music Inc.,2021-06-01T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLOFF,Talon Metals Corp.,2021-06-01T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGML,Sigma Lithium Corporation,2021-06-01T06:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CGC,Canopy Growth Corporation,2021-06-01T07:00:00.000Z,TAS,-0.26,-1.85,-622.66,EDT,-14400000,EQUITY
SGMLF,Sigma Lithium Corporation,2021-06-01T06:30:00.000Z,TAS,,,,UTC,0,EQUITY
QIPT,Quipt Home Medical Corp.,2021-06-01T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RMCF,'Rocky Mountain Chocolate Factory, Inc.',2021-06-01T16:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GHM,Graham Corporation,2021-06-01T09:05:00.000Z,TAS,0.08,0.04,-50,EDT,-14400000,EQUITY
HPE,Hewlett Packard Enterprise Company,2021-06-01T16:05:00.000Z,TAS,0.42,0.46,9.52,EDT,-14400000,EQUITY
ZM,'Zoom Video Communications, Inc.',2021-06-01T16:08:00.000Z,TAS,0.99,1.32,33.6,EDT,-14400000,EQUITY
CMRE,Costamare Inc.,2021-06-01T06:51:00.000Z,TAS,0.3,0.31,4.38,EDT,-14400000,EQUITY
CLDR,'Cloudera, Inc.',2021-06-01T07:05:00.000Z,TAS,0.09,0.12,41.18,UTC,0,EQUITY
FLYW,Flywire Corporation,2021-06-01T23:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CNTA,Centessa Pharmaceuticals plc,2021-06-01T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GLSPU,Global SPAC Partners Co.,2021-06-01T17:23:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IDGXF,Integrated Diagnostics Holdings plc,2021-06-02T02:04:00.000Z,TAS,,,,EDT,-14400000,EQUITY
APPS,'Digital Turbine, Inc.',2021-06-01T16:05:00.000Z,TAS,0.2,0.25,28.21,EDT,-14400000,EQUITY
PTGIF,PT Medco Energi Internasional Tbk,2021-06-01T10:21:00.000Z,TAS,,0,,EDT,-14400000,EQUITY
OESX,'Orion Energy Systems, Inc.',2021-06-01T16:01:00.000Z,TAS,0.1,0.71,589.32,EDT,-14400000,EQUITY
EZFL,EZFill Holdings Inc.,2021-06-01T17:11:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BABYF,Else Nutrition Holdings Inc.,2021-06-01T11:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LFST,'LifeStance Health Group, Inc.',2021-06-01T06:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LX,LexinFintech Holdings Ltd.,2021-06-01T06:27:00.000Z,TAS,1.76,3.72,111.36,EDT,-14400000,EQUITY
TCNAF,TransCanna Holdings Inc.,2021-06-01T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IMVT,'Immunovant, Inc.',2021-06-01T07:31:00.000Z,TAS,-0.33,-0.29,12.91,EDT,-14400000,EQUITY
LOOP,'Loop Industries, Inc.',2021-06-01T06:59:00.000Z,TAS,-0.19,-0.32,-64.1,EDT,-14400000,EQUITY
MDLA,'Medallia, Inc.',2021-06-01T16:05:00.000Z,TAS,-0.07,-0.08,-11.11,UTC,0,EQUITY
MLAB,'Mesa Laboratories, Inc.',2021-06-01T08:00:00.000Z,TAS,0.26,0.74,190.2,EDT,-14400000,EQUITY
ITI,'Iteris, Inc.',2021-06-01T16:05:00.000Z,TAS,0,-0.01,,EDT,-14400000,EQUITY
KIRK,'Kirkland's, Inc.',2021-06-01T07:00:00.000Z,TAS,-0.01,0.11,833.33,EDT,-14400000,EQUITY
SHCR,'Sharecare, Inc.',2021-06-01T17:42:00.000Z,TAS,,,,EDT,-14400000,EQUITY
QTT,Qutoutiao Inc.,2021-06-01T07:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PLCKF,Plurilock Security Inc.,2021-06-01T04:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LIZI,Lizhi Inc.,2021-06-01T17:00:00.000Z,TAS,-1.74,-1.5,13.79,EDT,-14400000,EQUITY
STNE,StoneCo Ltd.,2021-06-01T16:18:00.000Z,TAS,0.94,0.6,-36.37,EDT,-14400000,EQUITY
QTNT,Quotient Limited,2021-06-01T06:32:00.000Z,TAS,-0.26,-0.39,-48.29,EDT,-14400000,EQUITY
TNGRF,Thungela Resources Limited,2021-06-01T07:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
