ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
EIHDF,2019-09-10T03:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CRJTF,2019-09-09T16:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AGX,2019-09-09T16:37:00.000Z,TAS,0.03,0.07,180,EDT,-14400000,EQUITY
SFNXF,2019-09-09T20:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ASHTF,2019-09-10T02:00:00.000Z,TAS,48,51.2,6.67,EDT,-14400000,EQUITY
NMTLF,2019-09-09T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ADXS,2019-09-09T08:00:00.000Z,TAS,-1.32,-0.96,27.27,EDT,-14400000,EQUITY
ASPU,2019-09-09T16:01:00.000Z,TAS,-0.09,-0.11,-18.28,EDT,-14400000,EQUITY
ASHTY,2019-09-10T02:00:00.000Z,TAS,48,51.2,6.67,EDT,-14400000,EQUITY
APM,2019-09-09T06:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BPMX,2019-09-09T08:15:00.000Z,TAS,-4.02,-2.64,34.33,UTC,0,EQUITY
WSG,2019-09-09T17:05:00.000Z,TAS,0.08,0.17,101.2,UTC,0,EQUITY
SID,2019-09-10T00:16:00.000Z,TAS,1.14,1.37,20.7,EDT,-14400000,EQUITY
LMNR,2019-09-09T16:05:00.000Z,TAS,-0.02,0,100,EDT,-14400000,EQUITY
CRNC,2019-09-09T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CASY,2019-09-09T16:53:00.000Z,TAS,2.03,2.31,14.07,EDT,-14400000,EQUITY
DCBOF,2019-09-09T17:08:00.000Z,TAS,,,,UTC,0,EQUITY
DCBO,2019-09-09T17:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IDGXF,2019-09-10T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MJDLF,2019-09-09T17:00:00.000Z,TAS,0.04,0.08,100,EDT,-14400000,EQUITY
BEGYF,2019-09-10T02:01:00.000Z,TAS,,,,UTC,0,EQUITY
TRXEF,2019-09-10T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FCEL,2019-09-09T08:25:00.000Z,TAS,-1.05,-0.18,82.94,EDT,-14400000,EQUITY
TVFZF,2019-09-09T12:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FRGAP,2019-09-09T16:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FRG,2019-09-09T16:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TSVNF,2019-09-10T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GNFTF,2019-09-09T14:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TCOM,2019-09-09T18:01:00.000Z,TAS,2.11,2.25,6.74,EDT,-14400000,EQUITY
RMRHF,2019-09-10T02:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NSRCD,2019-09-09T16:25:00.000Z,TAS,,,,UTC,0,EQUITY
PHR,2019-09-09T17:45:00.000Z,TAS,-0.41,-0.46,-11.38,EDT,-14400000,EQUITY
DMPI,2019-09-09T18:42:00.000Z,TAS,-0.61,-0.89,-45.9,UTC,0,EQUITY
KTRA,2019-09-09T18:42:00.000Z,TAS,-0.61,-0.89,-45.9,EDT,-14400000,EQUITY
NSRCF,2019-09-09T16:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KALV,2019-09-09T07:30:00.000Z,TAS,-0.62,-0.42,32.26,EDT,-14400000,EQUITY
LAKE,2019-09-09T16:02:00.000Z,TAS,0.04,0.17,385.71,EDT,-14400000,EQUITY
TMBR,2019-09-09T08:15:00.000Z,TAS,-4.02,-2.64,34.33,EDT,-14400000,EQUITY
KIADF,2019-09-10T01:17:00.000Z,TAS,-0.6,,,UTC,0,EQUITY
RGGLF,2019-09-10T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
