ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
NCNNF,48North Cannabis Corp.,2018-09-17T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
SFFFF,Peugeot Invest Société anonyme,2018-09-18T01:16:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALZCF,AlzChem Group AG,2018-09-17T06:16:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ACA,"Arcosa, Inc.",2018-09-17T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PPCB,"Propanc Biopharma, Inc.",2018-09-17T18:11:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PPCBD,"Propanc Biopharma, Inc.",2018-09-17T18:11:00.000Z,TAS,,,,UTC,0,EQUITY
PRNB,Principia Biopharma Inc.,2018-09-17T06:16:00.000Z,TAS,,,,UTC,0,EQUITY
FDX,FedEx Corporation,2018-09-17T16:15:00.000Z,TAS,3.81,3.46,-9.11,EDT,-14400000,EQUITY
ORCL,Oracle Corporation,2018-09-17T16:05:00.000Z,TAS,0.69,0.71,3.5,EDT,-14400000,EQUITY
PALAF,Paladin Energy Limited,2018-09-18T00:31:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FLWTF,Flowtech Fluidpower plc,2018-09-18T02:02:00.000Z,TAS,,,,UTC,0,EQUITY
NHLPF,NAHL Group plc,2018-09-18T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SRRHF,Spire Healthcare Group plc,2018-09-18T02:01:00.000Z,TAS,,,,UTC,0,EQUITY
TSUSF,Tsuruha Holdings Inc.,2018-09-18T02:00:00.000Z,TAS,147.29,149.76,1.68,EDT,-14400000,EQUITY
JTCPF,JTC PLC,2018-09-18T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KYYWF,Keywords Studios plc,2018-09-18T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NBVAF,Nubeva Technologies Ltd.,2018-09-17T11:00:00.000Z,TAS,-0.01,0.01,200,EDT,-14400000,EQUITY
