ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
PIRRQ,'Pier 1 Imports, Inc.',2019-06-26T16:15:00.000Z,TAS,-11.5,-19.97,-73.65,UTC,0,EQUITY
ACST,Acasti Pharma Inc.,2019-06-26T08:13:00.000Z,TAS,-0.84,-1.76,-109.52,EDT,-14400000,EQUITY
ZMTBF,Zumtobel Group AG,2019-06-27T01:53:00.000Z,TAS,,,,UTC,0,EQUITY
CLRMF,Clean Air Metals Inc.,2019-06-26T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARTL,'Artelo Biosciences, Inc.',2019-06-26T17:09:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CRTSF,Chr. Hansen Holding A/S,2019-06-26T13:31:00.000Z,TAS,0.53,0.5,-5.12,EDT,-14400000,EQUITY
AGFMF,AGF Management Limited,2019-06-26T08:13:00.000Z,TAS,0.13,0.14,11.11,EDT,-14400000,EQUITY
HMRZF,H & M Hennes & Mauritz AB (publ),2019-06-27T02:13:00.000Z,TAS,2.77,2.76,-0.36,EDT,-14400000,EQUITY
RAD,Rite Aid Corporation,2019-06-26T16:15:00.000Z,TAS,-0.07,-0.14,-86.67,EDT,-14400000,EQUITY
FIZZ,National Beverage Corp.,2019-06-26T16:39:00.000Z,TAS,0.33,0.28,-15.15,EDT,-14400000,EQUITY
BB,BlackBerry Limited,2019-06-26T07:06:00.000Z,TAS,0,0.01,150,EDT,-14400000,EQUITY
DBOXF,D-BOX Technologies Inc.,2019-06-26T20:08:00.000Z,TAS,0,0,-50,EDT,-14400000,EQUITY
FFLWD,Fire & Flower Holdings Corp.,2019-06-26T07:00:00.000Z,TAS,,,,UTC,0,EQUITY
URPTF,Uranium Participation Corporation,2019-06-26T19:56:00.000Z,TAS,,,,UTC,0,EQUITY
FFLWF,Fire & Flower Holdings Corp.,2019-06-26T07:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MSN,Emerson Radio Corp.,2019-06-26T16:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FUL,H.B. Fuller Company,2019-06-26T16:05:00.000Z,TAS,0.89,0.88,-1.46,EDT,-14400000,EQUITY
PDCO,'Patterson Companies, Inc.',2019-06-26T16:12:00.000Z,TAS,0.4,0.37,-6.33,EDT,-14400000,EQUITY
EPAC,Enerpac Tool Group Corp.,2019-06-26T08:32:00.000Z,TAS,0.4,0.45,11.66,EDT,-14400000,EQUITY
CJREF,Corus Entertainment Inc.,2019-06-26T06:00:00.000Z,TAS,0.32,0.31,-2.52,EDT,-14400000,EQUITY
UNF,UniFirst Corporation,2019-06-26T08:00:00.000Z,TAS,1.71,2.46,44.03,EDT,-14400000,EQUITY
LCUAF,Le Château Inc.,2019-06-26T17:49:00.000Z,TAS,,,,UTC,0,EQUITY
UNHLF,EC Healthcare,2019-06-26T10:47:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SRUUF,Sprott Physical Uranium Trust Fund,2019-06-26T19:56:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GIS,'General Mills, Inc.',2019-06-26T07:00:00.000Z,TAS,0.77,0.83,8.36,EDT,-14400000,EQUITY
KBH,KB Home,2019-06-26T16:28:00.000Z,TAS,0.4,0.51,28.14,EDT,-14400000,EQUITY
SCHN,'Schnitzer Steel Industries, Inc.',2019-06-26T08:01:00.000Z,TAS,0.61,0.63,3.96,EDT,-14400000,EQUITY
SMMT,Summit Therapeutics Inc.,2019-06-26T11:47:00.000Z,TAS,-0.16,-0.2,-25,EDT,-14400000,EQUITY
INFO,IHS Markit Ltd.,2019-06-26T06:00:00.000Z,TAS,0.65,0.71,8.9,UTC,0,EQUITY
NG,NovaGold Resources Inc.,2019-06-26T17:06:00.000Z,TAS,-0.01,-0.02,-33.33,EDT,-14400000,EQUITY
PAYX,'Paychex, Inc.',2019-06-26T08:51:00.000Z,TAS,0.65,0.63,-2.33,EDT,-14400000,EQUITY
MLHR,'MillerKnoll, Inc.',2019-06-26T16:05:00.000Z,TAS,0.78,0.88,13.55,UTC,0,EQUITY
WOR,'Worthington Industries, Inc.',2019-06-26T16:15:00.000Z,TAS,0.77,0.77,-0.39,EDT,-14400000,EQUITY
MLKN,'MillerKnoll, Inc.',2019-06-26T16:05:00.000Z,TAS,0.78,0.88,13.55,EDT,-14400000,EQUITY
