ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
IRS,2019-05-24T15:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ANLBF,2019-05-24T10:19:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HBBHF,2019-05-24T18:59:00.000Z,TAS,-2.03,-2.18,-7.39,EDT,-14400000,EQUITY
BKE,2019-05-24T06:50:00.000Z,TAS,0.35,0.31,-10.66,EDT,-14400000,EQUITY
MIHDF,2019-05-24T08:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BCEKF,2019-05-24T11:05:00.000Z,TAS,-0.02,-0.04,-100,EDT,-14400000,EQUITY
KSRBF,2019-05-24T08:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IDYA,2019-05-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ORZCF,2019-05-24T12:42:00.000Z,TAS,-0.01,-0.02,-100,EDT,-14400000,EQUITY
VHIBF,2019-05-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BWSOD,2019-05-24T11:51:00.000Z,TAS,,,,UTC,0,EQUITY
MSMGF,2019-05-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IDKFF,2019-05-24T11:51:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DXLG,2019-05-24T07:00:00.000Z,TAS,-0.02,-0.04,-100,EDT,-14400000,EQUITY
DBVTF,2019-05-24T16:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CYPXF,2019-05-24T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FUTU,2019-05-24T04:00:00.000Z,TAS,0.69,0.61,-11.59,EDT,-14400000,EQUITY
FL,2019-05-24T06:45:00.000Z,TAS,1.6,1.53,-4.61,EDT,-14400000,EQUITY
GHG,2019-05-24T06:18:00.000Z,TAS,1.24,1.33,7.26,EDT,-14400000,EQUITY
GMELF,2019-05-24T10:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HIBB,2019-05-24T06:30:00.000Z,TAS,1.32,1.61,22.06,EDT,-14400000,EQUITY
PROBF,2019-05-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MIST,2019-05-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FMTNF,2019-05-24T16:37:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MYOV,2019-05-24T16:05:00.000Z,TAS,-1.02,-1.07,-4.7,EDT,-14400000,EQUITY
