ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
BABA,Alibaba Group Holding Limited,2020-05-22T07:09:00.000Z,TAS,6.1,9.2,50.87,EDT,-14400000,EQUITY
CAAP,Corporación América Airports S.A.,2020-05-22T07:36:00.000Z,TAS,0.1,-0.06,-160,EDT,-14400000,EQUITY
BABAF,Alibaba Group Holding Limited,2020-05-22T07:09:00.000Z,TAS,0.97,1.15,18.43,EDT,-14400000,EQUITY
CLRMF,Clean Air Metals Inc.,2020-05-22T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NEBU,Nebula Acquisition Corporation,2020-05-22T16:06:00.000Z,TAS,,,,UTC,0,EQUITY
ICLK,iClick Interactive Asia Group Limited,2020-05-22T07:12:00.000Z,TAS,-0.04,0.01,127.03,EDT,-14400000,EQUITY
ABCAF,Athabasca Minerals Inc.,2020-05-22T17:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SKCZF,Selçuk Ecza Deposu Ticaret ve Sanayi A.S.,2020-05-22T11:55:00.000Z,TAS,,0.4,,UTC,0,EQUITY
BKE,"The Buckle, Inc.",2020-05-22T06:50:00.000Z,TAS,0.03,-0.24,-988.89,EDT,-14400000,EQUITY
CIMDF,CIMB Group Holdings Berhad,2020-05-22T05:57:00.000Z,TAS,0.11,0.05,-53.64,EDT,-14400000,EQUITY
ELEMF,Elemental Royalties Corp.,2020-05-22T12:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NSRXD,Nomad Royalty Company Ltd.,2020-05-22T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
SBUDF,SugarBud Craft Growers Corp.,2020-05-22T07:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NSRXF,Nomad Royalty Company Ltd.,2020-05-22T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
DE,Deere & Company,2020-05-22T06:17:00.000Z,TAS,1.62,2.11,30.25,EDT,-14400000,EQUITY
NSR,Nomad Royalty Company Ltd.,2020-05-22T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CIGMF,CI Games S.A.,2020-05-22T11:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ELGSF,Fengro Industries Corp.,2020-05-22T12:39:00.000Z,TAS,,,,UTC,0,EQUITY
LPRO,Open Lending Corporation,2020-05-22T16:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
YORUF,"The Yokohama Rubber Co., Ltd.",2020-05-22T04:00:00.000Z,TAS,,-1.61,,EDT,-14400000,EQUITY
PNDFF,PT Indofood CBP Sukses Makmur Tbk,2020-05-22T11:08:00.000Z,TAS,130.16,170,30.61,EDT,-14400000,EQUITY
RLLRF,SugarBud Craft Growers Corp.,2020-05-22T07:14:00.000Z,TAS,,,,UTC,0,EQUITY
SBUDD,SugarBud Craft Growers Corp.,2020-05-22T07:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VAC,Marriott Vacations Worldwide Corporation,2020-05-22T16:58:00.000Z,TAS,1.71,2.15,25.95,EDT,-14400000,EQUITY
CAE,CAE Inc.,2020-05-22T08:30:00.000Z,TAS,0.4,0.46,15.29,EDT,-14400000,EQUITY
DUROF,"Duro Felguera, S.A.",2020-05-22T16:36:00.000Z,TAS,,,,EDT,-14400000,EQUITY
USNZY,Usinas Siderúrgicas de Minas Gerais S.A.,2020-05-22T07:03:00.000Z,TAS,-0.12,-0.09,27.5,EDT,-14400000,EQUITY
BHTG,"Renovare Environmental, Inc.",2020-05-22T16:51:00.000Z,TAS,-0.15,-0.15,0,UTC,0,EQUITY
RENO,"Renovare Environmental, Inc.",2020-05-22T16:51:00.000Z,TAS,-0.15,-0.15,0,EDT,-14400000,EQUITY
TRNFD,"Taronis Fuels, Inc.",2020-05-22T17:02:00.000Z,TAS,,,,UTC,0,EQUITY
TRNF,"Taronis Fuels, Inc.",2020-05-22T17:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FL,"Foot Locker, Inc.",2020-05-22T06:45:00.000Z,TAS,-0.25,-0.67,-169.08,EDT,-14400000,EQUITY
GGGOF,Galane Gold Ltd.,2020-05-22T17:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KROS,"Keros Therapeutics, Inc.",2020-05-22T07:00:00.000Z,TAS,-0.37,-5.11,-1281.08,EDT,-14400000,EQUITY
PROBF,Probe Metals Inc.,2020-05-22T08:00:00.000Z,TAS,-0.02,-0.06,-200,EDT,-14400000,EQUITY
PIFMF,PT Indofood Sukses Makmur Tbk,2020-05-22T08:29:00.000Z,TAS,158.15,160,1.17,EDT,-14400000,EQUITY
PDD,Pinduoduo Inc.,2020-05-22T06:30:00.000Z,TAS,-1.97,-2.73,-38.37,EDT,-14400000,EQUITY
NPK,"National Presto Industries, Inc.",2020-05-22T09:42:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLGT,"Teligent, Inc.",2020-05-22T07:30:00.000Z,TAS,-1.8,-2.34,-30,UTC,0,EQUITY
TLGTQ,"Teligent, Inc.",2020-05-22T07:30:00.000Z,TAS,-1.8,-2.34,-30,EDT,-14400000,EQUITY
