ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
RHHBF,Roche Holding AG,2019-10-16T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLSNF,Telia Company AB (publ),2019-10-16T23:33:00.000Z,TAS,0.67,0.64,-4.33,EDT,-14400000,EQUITY
BAC,Bank of America Corporation,2019-10-16T06:49:00.000Z,TAS,0.51,0.56,10.67,EDT,-14400000,EQUITY
ALLY,Ally Financial Inc.,2019-10-16T07:30:00.000Z,TAS,0.98,1.01,3.27,EDT,-14400000,EQUITY
TMSNY,Temenos AG,2019-10-16T23:51:00.000Z,TAS,0.9,0.9,-0.44,EDT,-14400000,EQUITY
AWRRF,A&W Revenue Royalties Income Fund,2019-10-16T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLTZF,Tele2 AB (publ),2019-10-17T01:00:00.000Z,TAS,1.63,1.59,-2.45,EDT,-14400000,EQUITY
TLSNY,Telia Company AB (publ),2019-10-16T23:33:00.000Z,TAS,0.67,0.64,-4.33,EDT,-14400000,EQUITY
ACI,'Albertsons Companies, Inc.',2019-10-16T16:47:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ABT,Abbott Laboratories,2019-10-16T07:30:00.000Z,TAS,0.84,0.84,-0.12,EDT,-14400000,EQUITY
AA,Alcoa Corporation,2019-10-16T16:10:00.000Z,TAS,-0.33,-0.44,-31.34,EDT,-14400000,EQUITY
PGEJF,PGS ASA,2019-10-17T02:00:00.000Z,TAS,0.03,0.42,1455.56,EDT,-14400000,EQUITY
IFCNF,INFICON Holding AG,2019-10-17T01:04:00.000Z,TAS,5.71,5.1,-10.7,UTC,0,EQUITY
TMNSF,Temenos AG,2019-10-16T23:51:00.000Z,TAS,0.9,0.9,-0.44,EDT,-14400000,EQUITY
ENTOF,Entra ASA,2019-10-17T01:00:00.000Z,TAS,1.62,1.43,-11.73,EDT,-14400000,EQUITY
NHOXF,Nederman Holding AB (publ),2019-10-17T02:00:00.000Z,TAS,1.43,1.5,4.9,EDT,-14400000,EQUITY
TBK,'Triumph Bancorp, Inc.',2019-10-16T16:07:00.000Z,TAS,0.56,0.56,0.18,EDT,-14400000,EQUITY
USB-PP,U.S. Bancorp,2019-10-16T06:45:00.000Z,TAS,1.11,1.15,3.51,EDT,-14400000,EQUITY
USB,U.S. Bancorp,2019-10-16T06:45:00.000Z,TAS,1.11,1.15,3.51,EDT,-14400000,EQUITY
TCBI,'Texas Capital Bancshares, Inc.',2019-10-16T16:03:00.000Z,TAS,1.51,1.7,12.66,EDT,-14400000,EQUITY
CBSH,'Commerce Bancshares, Inc.',2019-10-16T06:00:00.000Z,TAS,0.83,0.89,6.59,EDT,-14400000,EQUITY
SBBZF,Soilbuild Business Space REIT,2019-10-16T06:20:00.000Z,TAS,,,,UTC,0,EQUITY
CTBI,'Community Trust Bancorp, Inc.',2019-10-16T09:23:00.000Z,TAS,0.84,0.86,2.38,EDT,-14400000,EQUITY
UBFO,United Security Bancshares,2019-10-16T17:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IBM,International Business Machines Corporation,2019-10-16T16:09:00.000Z,TAS,2.67,2.68,0.53,EDT,-14400000,EQUITY
CBSHP,'Commerce Bancshares, Inc.',2019-10-16T06:00:00.000Z,TAS,0.88,0.93,6.51,UTC,0,EQUITY
BK-PC,The Bank of New York Mellon Corporation,2019-10-16T06:30:00.000Z,TAS,0.99,1.07,7.86,UTC,0,EQUITY
CVCY,Central Valley Community Bancorp,2019-10-16T16:00:00.000Z,TAS,0.37,0.42,13.82,EDT,-14400000,EQUITY
TCBIP,'Texas Capital Bancshares, Inc.',2019-10-16T16:03:00.000Z,TAS,1.51,1.7,12.66,UTC,0,EQUITY
PACW,PacWest Bancorp,2019-10-16T07:00:00.000Z,TAS,0.93,0.92,-0.86,EDT,-14400000,EQUITY
PHGE-WT,BiomX Inc.,2019-10-16T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MNSBP,'MainStreet Bancshares, Inc.',2019-10-16T08:00:00.000Z,TAS,0.4,0.45,12.5,EDT,-14400000,EQUITY
TRIB,Trinity Biotech plc,2019-10-16T08:04:00.000Z,TAS,0.06,0.04,-28.33,EDT,-14400000,EQUITY
CATY,Cathay General Bancorp,2019-10-16T16:30:00.000Z,TAS,0.88,0.91,2.94,EDT,-14400000,EQUITY
BK,The Bank of New York Mellon Corporation,2019-10-16T06:30:00.000Z,TAS,0.99,1.07,7.86,EDT,-14400000,EQUITY
BFC,Bank First Corporation,2019-10-16T11:37:00.000Z,TAS,0.8,0.93,16.98,EDT,-14400000,EQUITY
PHGE-UN,BiomX Inc.,2019-10-16T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TBKCP,'Triumph Bancorp, Inc.',2019-10-16T16:07:00.000Z,TAS,0.56,0.56,0.18,EDT,-14400000,EQUITY
VEND,'Generation Next Franchise Brands, Inc.',2019-10-16T06:02:00.000Z,TAS,,,,UTC,0,EQUITY
EGBN,'Eagle Bancorp, Inc.',2019-10-16T16:15:00.000Z,TAS,1.07,1.07,-0.19,EDT,-14400000,EQUITY
GSBC,'Great Southern Bancorp, Inc.',2019-10-16T18:30:00.000Z,TAS,1.23,1.38,12.47,EDT,-14400000,EQUITY
PFBC,Preferred Bank,2019-10-16T08:00:00.000Z,TAS,1.32,1.32,0.38,EDT,-14400000,EQUITY
MNSB,'MainStreet Bancshares, Inc.',2019-10-16T08:00:00.000Z,TAS,0.4,0.45,12.5,EDT,-14400000,EQUITY
HCCI,'Heritage-Crystal Clean, Inc',2019-10-16T16:30:00.000Z,TAS,0.32,0.28,-11.11,EDT,-14400000,EQUITY
SLG,SL Green Realty Corp.,2019-10-16T16:05:00.000Z,TAS,0.34,0.41,21.18,EDT,-14400000,EQUITY
TSC,'TriState Capital Holdings, Inc.',2019-10-16T16:15:00.000Z,TAS,0.43,0.5,15.74,EDT,-14400000,EQUITY
CMA,Comerica Incorporated,2019-10-16T06:46:00.000Z,TAS,1.9,1.96,3.32,EDT,-14400000,EQUITY
FCCO,First Community Corporation,2019-10-16T09:00:00.000Z,TAS,0.35,0.39,11.11,EDT,-14400000,EQUITY
CTO,'CTO Realty Growth, Inc.',2019-10-16T16:45:00.000Z,TAS,2.62,0.25,-90.39,EDT,-14400000,EQUITY
FHN-PE,First Horizon Corporation,2019-10-16T06:30:00.000Z,TAS,0.42,0.43,1.9,EDT,-14400000,EQUITY
CNS,'Cohen & Steers, Inc.',2019-10-16T16:11:00.000Z,TAS,0.63,0.65,3.67,EDT,-14400000,EQUITY
CSX,CSX Corporation,2019-10-16T16:02:00.000Z,TAS,0.34,0.36,6.51,EDT,-14400000,EQUITY
SLG-PI,SL Green Realty Corp.,2019-10-16T16:05:00.000Z,TAS,0.33,0.4,21.21,EDT,-14400000,EQUITY
GUARY,Guaranty Trust Holding Company Plc,2019-10-16T13:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HOCXF,'Hoteles City Express, S.A.B. de C.V.',2019-10-16T18:33:00.000Z,TAS,0.16,0.1,-35.48,EDT,-14400000,EQUITY
RLI,RLI Corp.,2019-10-16T16:10:00.000Z,TAS,0.51,0.57,11.76,EDT,-14400000,EQUITY
WTFC,Wintrust Financial Corporation,2019-10-16T17:19:00.000Z,TAS,1.62,1.69,4.51,EDT,-14400000,EQUITY
