ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
SGIPF,'Sugi Holdings Co.,Ltd.',2018-12-26T01:30:00.000Z,TAS,60.02,57.37,-4.42,EST,-18000000,EQUITY
