ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
TTRKF,2020-04-24T12:25:00.000Z,TAS,,,,UTC,0,EQUITY
ARHUF,2020-04-24T05:15:00.000Z,TAS,1.44,1.5,4.38,EDT,-14400000,EQUITY
ALV,2020-04-24T06:00:00.000Z,TAS,0.86,0.88,2.56,EDT,-14400000,EQUITY
AROW,2020-04-24T07:32:00.000Z,TAS,0.57,0.52,-8.55,EDT,-14400000,EQUITY
CNRFF,2020-04-24T18:13:00.000Z,TAS,,0.07,,EDT,-14400000,EQUITY
AIH,2020-04-24T06:00:00.000Z,TAS,1.2,0.3,-75.02,EDT,-14400000,EQUITY
ADVZF,2020-04-24T17:00:00.000Z,TAS,-0.01,-0.01,-114.29,EDT,-14400000,EQUITY
AXP,2020-04-24T07:00:00.000Z,TAS,1.43,0.41,-71.25,EDT,-14400000,EQUITY
TPDNF,2020-04-24T09:14:00.000Z,TAS,0.41,-2.2,-636.59,EDT,-14400000,EQUITY
ONZBF,2020-04-24T14:25:00.000Z,TAS,0.41,0.38,-7.32,EDT,-14400000,EQUITY
CWBC,2020-04-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GCBC,2020-04-24T10:59:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CIVB,2020-04-24T08:30:00.000Z,TAS,0.48,0.47,-2.89,EDT,-14400000,EQUITY
B,2020-04-24T06:30:00.000Z,TAS,0.49,0.71,44.02,EDT,-14400000,EQUITY
ESXB,2020-04-24T06:00:00.000Z,TAS,0.15,0.06,-59.46,UTC,0,EQUITY
FSBW,2020-04-24T16:30:00.000Z,TAS,0.61,0.57,-6.25,EDT,-14400000,EQUITY
FMAO,2020-04-24T08:30:00.000Z,TAS,0.42,0.37,-10.84,EDT,-14400000,EQUITY
BCML,2020-04-24T09:15:00.000Z,TAS,0.4,0.23,-41.77,EDT,-14400000,EQUITY
MCBS,2020-04-24T13:27:00.000Z,TAS,0.4,0.38,-5,EDT,-14400000,EQUITY
COGQF,2020-04-24T09:55:00.000Z,TAS,0.34,0.27,-20.59,UTC,0,EQUITY
CBAN,2020-04-24T16:33:00.000Z,TAS,,0.19,,EDT,-14400000,EQUITY
ORSUF,2020-04-24T17:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GMBXF,2020-04-24T18:59:00.000Z,TAS,0.04,-0.05,-242.86,EDT,-14400000,EQUITY
ITDN,2020-04-24T09:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CFNCF,2020-04-24T16:55:00.000Z,TAS,,,,EDT,-14400000,EQUITY
POR,2020-04-24T05:00:00.000Z,TAS,0.9,0.91,1.45,EDT,-14400000,EQUITY
GNTX,2020-04-24T08:00:00.000Z,TAS,0.34,0.36,4.65,EDT,-14400000,EQUITY
VHIBF,2020-04-24T17:25:00.000Z,TAS,-0.01,0,100,EDT,-14400000,EQUITY
GMXTF,2020-04-24T19:02:00.000Z,TAS,0.39,0.48,23.08,EDT,-14400000,EQUITY
CZFS,2020-04-24T17:40:00.000Z,TAS,0.99,1.26,27.78,EDT,-14400000,EQUITY
ZTCOF,2020-04-24T08:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PFIS,2020-04-24T12:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SNV-PE,2020-04-24T06:30:00.000Z,TAS,0.57,0.21,-63.16,EDT,-14400000,EQUITY
ECLMF,2020-04-24T12:49:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SNV,2020-04-24T06:30:00.000Z,TAS,0.57,0.21,-63.16,EDT,-14400000,EQUITY
VZ,2020-04-24T07:30:00.000Z,TAS,1.22,1.26,3.03,EDT,-14400000,EQUITY
DEFTF,2020-04-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ESQ,2020-04-24T08:30:00.000Z,TAS,0.48,0.33,-31.25,EDT,-14400000,EQUITY
FHB,2020-04-24T08:00:00.000Z,TAS,0.38,0.3,-21.67,EDT,-14400000,EQUITY
FRGAP,2020-04-24T17:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FRG,2020-04-24T17:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FWEDF,2020-04-24T18:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FCX,2020-04-24T07:30:00.000Z,TAS,-0.18,-0.16,12.09,EDT,-14400000,EQUITY
GRSLF,2020-04-25T02:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GVXXF,2020-04-24T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TRTN,2020-04-24T06:36:00.000Z,TAS,0.94,0.93,-1.17,EDT,-14400000,EQUITY
VNE,2020-04-24T05:00:00.000Z,TAS,-1.21,-2.09,-72.73,EDT,-14400000,EQUITY
NBYCF,2020-04-24T09:26:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TRTN-PD,2020-04-24T06:36:00.000Z,TAS,0.94,0.93,-1.17,EDT,-14400000,EQUITY
MOGA,2020-04-24T07:58:00.000Z,TAS,1.32,1.48,12.55,UTC,0,EQUITY
MOG-A,2020-04-24T07:58:00.000Z,TAS,1.32,1.48,12.55,EDT,-14400000,EQUITY
SNY,2020-04-24T18:22:00.000Z,TAS,,0.9,,EDT,-14400000,EQUITY
SNYNF,2020-04-24T10:47:00.000Z,TAS,1.46,1.63,11.87,EDT,-14400000,EQUITY
VSCFF,2020-04-24T13:13:00.000Z,TAS,0.53,,,UTC,0,EQUITY
