ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
EVKIF,2021-03-04T01:00:00.000Z,TAS,0.31,0.24,-22.08,EST,-18000000,EQUITY
FGWLF,2021-03-04T02:06:00.000Z,TAS,,,,EST,-18000000,EQUITY
DPBSF,2021-03-04T02:22:00.000Z,TAS,0.49,0.54,10.2,EST,-18000000,EQUITY
ROYUF,2021-03-03T13:07:00.000Z,TAS,4.07,4.6,13.11,EST,-18000000,EQUITY
DRWKF,2021-03-04T01:41:00.000Z,TAS,,,,EST,-18000000,EQUITY
WMC,2021-03-03T17:15:00.000Z,TAS,0.08,0.12,50,EST,-18000000,EQUITY
HENOF,2021-03-04T04:34:00.000Z,TAS,0.82,,,EST,-18000000,EQUITY
HUDLF,2021-03-04T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
GCP,2021-03-03T17:30:00.000Z,TAS,0.23,0.22,-5.58,EST,-18000000,EQUITY
ATHOF,2021-03-03T07:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
AEO,2021-03-03T16:15:00.000Z,TAS,0.36,0.39,7.44,EST,-18000000,EQUITY
ALEGF,2021-03-04T01:09:00.000Z,TAS,0.09,0.28,201.08,EST,-18000000,EQUITY
AMPE,2021-03-03T16:01:00.000Z,TAS,-0.02,-0.01,50,EST,-18000000,EQUITY
DLAKY,2021-03-04T01:17:00.000Z,TAS,,,,EST,-18000000,EQUITY
SCFLF,2021-03-04T02:05:00.000Z,TAS,-1.23,0.15,112.24,EST,-18000000,EQUITY
KNBHF,2021-03-04T01:00:00.000Z,TAS,0.74,0.78,4.98,EST,-18000000,EQUITY
PBBGF,2021-03-04T01:44:00.000Z,TAS,0.2,0.31,55,EST,-18000000,EQUITY
VTTGF,2021-03-04T01:12:00.000Z,TAS,,,,EST,-18000000,EQUITY
CRSA,2021-03-03T17:00:00.000Z,TAS,,,,UTC,0,EQUITY
ARGX,2021-03-04T01:37:00.000Z,TAS,-3.19,-4.31,-35.27,EST,-18000000,EQUITY
ANVS,2021-03-03T11:47:00.000Z,TAS,,,,EST,-18000000,EQUITY
VIVXF,2021-03-03T16:05:00.000Z,TAS,-0.03,-0.03,0,EST,-18000000,EQUITY
HELKF,2021-03-04T04:34:00.000Z,TAS,,,,EST,-18000000,EQUITY
ARGNF,2021-03-04T01:00:00.000Z,TAS,-3.05,-4.31,-41.25,EST,-18000000,EQUITY
ATTO,2021-03-03T18:06:00.000Z,TAS,0.17,0.32,88.24,EST,-18000000,EQUITY
AMFPF,2021-03-03T07:28:00.000Z,TAS,0.28,0.3,6.01,EST,-18000000,EQUITY
ACU,2021-03-03T09:00:00.000Z,TAS,0.28,0.54,92.86,EST,-18000000,EQUITY
ABMAF,2021-03-04T01:43:00.000Z,TAS,,,,EST,-18000000,EQUITY
DLAKF,2021-03-04T01:00:00.000Z,TAS,-1.58,-1.23,22.28,EST,-18000000,EQUITY
ITRN,2021-03-03T06:30:00.000Z,TAS,0.35,0.33,-5.71,EST,-18000000,EQUITY
GEAGF,2021-03-04T01:36:00.000Z,TAS,0.28,0.32,14.29,EST,-18000000,EQUITY
WKCMF,2021-03-04T04:12:00.000Z,TAS,0.59,1.13,92.83,EST,-18000000,EQUITY
AIVAF,2021-03-04T02:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
ASM,2021-03-03T07:00:00.000Z,TAS,-0.02,-0.02,20,EST,-18000000,EQUITY
TPVG,2021-03-03T16:15:00.000Z,TAS,0.38,0.39,3.17,EST,-18000000,EQUITY
BQ,2021-03-03T05:40:00.000Z,TAS,-0.85,-0.44,47.76,EST,-18000000,EQUITY
PASG,2021-03-03T07:00:00.000Z,TAS,-0.7,-0.85,-20.91,EST,-18000000,EQUITY
SBBP,2021-03-03T07:30:00.000Z,TAS,-0.12,-0.11,11.29,UTC,0,EQUITY
ISEE,2021-03-03T06:30:00.000Z,TAS,-0.26,-0.27,-5.47,EST,-18000000,EQUITY
BXC,2021-03-03T16:15:00.000Z,TAS,0.66,2.04,209.09,EST,-18000000,EQUITY
BKCC,2021-03-03T16:02:00.000Z,TAS,0.1,0.1,0,EST,-18000000,EQUITY
LRCDF,2021-03-03T07:30:00.000Z,TAS,0.74,1.03,38.44,EST,-18000000,EQUITY
BF-B,2021-03-03T07:45:00.000Z,TAS,0.43,0.45,4.17,EST,-18000000,EQUITY
CNR,2021-03-03T18:19:00.000Z,TAS,0.15,0.06,-58.9,EST,-18000000,EQUITY
SRBCF,2021-03-03T07:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
ASNAQ,2021-03-03T16:10:00.000Z,TAS,,,,UTC,0,EQUITY
BBSI,2021-03-03T16:05:00.000Z,TAS,0.65,0.93,44.19,EST,-18000000,EQUITY
BXSL,2021-03-03T19:25:00.000Z,TAS,,,,EST,-18000000,EQUITY
KLDO,2021-03-03T07:33:00.000Z,TAS,-0.4,-0.56,-40.7,EST,-18000000,EQUITY
RRGB,2021-03-03T16:05:00.000Z,TAS,-1.1,-1.79,-63.02,EST,-18000000,EQUITY
MEGEF,2021-03-03T17:54:00.000Z,TAS,-0.06,0.05,178.13,EST,-18000000,EQUITY
MLRYY,2021-03-04T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
SOTDF,2021-03-03T08:50:00.000Z,TAS,,,,EST,-18000000,EQUITY
ICTEF,2021-03-04T01:02:00.000Z,TAS,0.04,-0.04,-202.56,EST,-18000000,EQUITY
FECCF,2021-03-03T20:40:00.000Z,TAS,,,,EST,-18000000,EQUITY
CFMS,2021-03-03T16:05:00.000Z,TAS,-0.1,-0.08,17.53,EST,-18000000,EQUITY
CULP,2021-03-03T16:15:00.000Z,TAS,0.13,0.17,30.77,EST,-18000000,EQUITY
TAC,2021-03-03T07:32:00.000Z,TAS,-0.15,-0.61,-314.97,EST,-18000000,EQUITY
LINC,2021-03-03T08:00:00.000Z,TAS,0.23,0.31,34.78,EST,-18000000,EQUITY
TRC,2021-03-03T09:15:00.000Z,TAS,0.05,0,-110,EST,-18000000,EQUITY
