ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AMH-PH,American Homes 4 Rent,2019-02-21T17:00:00.000Z,TAS,0.05,0.06,20,EST,-18000000,EQUITY
AMH,American Homes 4 Rent,2019-02-21T17:00:00.000Z,TAS,0.05,0.06,20,EST,-18000000,EQUITY
RHKJF,RHÖN-KLINIKUM Aktiengesellschaft,2019-02-22T01:15:00.000Z,TAS,,,,EST,-18000000,EQUITY
LBGUF,L E Lundbergföretagen AB (publ),2019-02-21T06:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
HASI,'Hannon Armstrong Sustainable Infrastructure Capital, Inc.',2019-02-21T16:10:00.000Z,TAS,0.31,0.37,20.13,EST,-18000000,EQUITY
GPAEF,'Grupo Aeroportuario del Pacífico, S.A.B. de C.V.',2019-02-21T08:52:00.000Z,TAS,2.08,2.51,20.67,EST,-18000000,EQUITY
LILA,Liberty Latin America Ltd.,2019-02-21T06:27:00.000Z,TAS,0.07,-1.63,-2332.88,EST,-18000000,EQUITY
IMNTF,IMINT Image Intelligence AB (publ.),2019-02-22T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
LILRV,Liberty Latin America Ltd.,2019-02-21T06:27:00.000Z,TAS,0.07,-1.63,-2332.88,UTC,0,EQUITY
HLSPF,Heliospectra AB (publ),2019-02-22T02:14:00.000Z,TAS,,,,EST,-18000000,EQUITY
AGM-PE,Federal Agricultural Mortgage Corporation,2019-02-21T08:34:00.000Z,TAS,1.98,1.9,-4.04,EST,-18000000,EQUITY
ATUS,'Altice USA, Inc.',2019-02-21T16:05:00.000Z,TAS,0.1,0.3,197.03,EST,-18000000,EQUITY
AL,Air Lease Corporation,2019-02-21T16:01:00.000Z,TAS,1.24,1.24,0.4,EST,-18000000,EQUITY
APPN,Appian Corporation,2019-02-21T16:05:00.000Z,TAS,-0.16,-0.14,10.83,EST,-18000000,EQUITY
GIL,Gildan Activewear Inc.,2019-02-21T09:09:00.000Z,TAS,0.43,0.43,-0.92,EST,-18000000,EQUITY
KNCQF,Kancera AB (publ),2019-02-22T02:39:00.000Z,TAS,,,,UTC,0,EQUITY
LILAR,Liberty Latin America Ltd.,2019-02-21T06:27:00.000Z,TAS,0.07,-1.63,-2332.88,UTC,0,EQUITY
SUSRF,Surgical Science Sweden AB (publ),2019-02-22T02:41:00.000Z,TAS,,,,EST,-18000000,EQUITY
OROCF,Allkem Limited,2019-02-21T17:48:00.000Z,TAS,,,,EST,-18000000,EQUITY
ANIK,'Anika Therapeutics, Inc.',2019-02-21T16:05:00.000Z,TAS,0.33,0.54,64.63,EST,-18000000,EQUITY
CLCMF,Sinch AB (publ),2019-02-22T01:30:00.000Z,TAS,1,1.35,35.68,EST,-18000000,EQUITY
ACRE,Ares Commercial Real Estate Corporation,2019-02-21T06:27:00.000Z,TAS,0.32,0.36,11.8,EST,-18000000,EQUITY
ARD,Ardagh Group S.A.,2019-02-21T07:00:00.000Z,TAS,0.28,0.33,18.71,UTC,0,EQUITY
ATRO,Astronics Corporation,2019-02-21T06:30:00.000Z,TAS,0.36,0.37,3.35,EST,-18000000,EQUITY
AGM,Federal Agricultural Mortgage Corporation,2019-02-21T08:34:00.000Z,TAS,1.98,1.9,-4.04,EST,-18000000,EQUITY
AIMC,Altra Industrial Motion Corp.,2019-02-21T07:00:00.000Z,TAS,0.71,0.65,-8.45,EST,-18000000,EQUITY
ASGTF,Altus Group Limited,2019-02-21T16:05:00.000Z,TAS,0.37,0.2,-46.38,EST,-18000000,EQUITY
AAOI,'Applied Optoelectronics, Inc.',2019-02-21T16:23:00.000Z,TAS,-0.04,-0.02,47.37,EST,-18000000,EQUITY
LILAK,Liberty Latin America Ltd.,2019-02-21T06:27:00.000Z,TAS,-0.07,-1.53,-1944,EST,-18000000,EQUITY
DRHNF,Dr. Hönle AG,2019-02-22T01:49:00.000Z,TAS,,,,EST,-18000000,EQUITY
EKTAF,Elekta AB (publ),2019-02-22T01:30:00.000Z,TAS,0.81,0.55,-32.1,EST,-18000000,EQUITY
PAC,'Grupo Aeroportuario del Pacífico, S.A.B. de C.V.',2019-02-21T09:16:00.000Z,TAS,1.1,1.28,16.36,EST,-18000000,EQUITY
ADSW,'Advanced Disposal Services, Inc.',2019-02-21T16:10:00.000Z,TAS,0.13,0.13,0,UTC,0,EQUITY
AGM-PD,Federal Agricultural Mortgage Corporation,2019-02-21T08:34:00.000Z,TAS,1.98,1.9,-4.04,EST,-18000000,EQUITY
ASMIY,ASM International NV,2019-02-21T12:00:00.000Z,TAS,0.92,0.93,1.09,EST,-18000000,EQUITY
ACIA,'Acacia Communications, Inc.',2019-02-21T16:23:00.000Z,TAS,0.35,0.41,16.81,UTC,0,EQUITY
AGM-PF,Federal Agricultural Mortgage Corporation,2019-02-21T08:34:00.000Z,TAS,1.98,1.9,-4.04,EST,-18000000,EQUITY
CNRFF,'Consorcio ARA, S. A. B. de C. V.',2019-02-22T03:11:00.000Z,TAS,0.21,0.16,-23.81,EST,-18000000,EQUITY
ARDLF,Ardent Leisure Group Limited,2019-02-21T17:25:00.000Z,TAS,,,,EST,-18000000,EQUITY
AXXTF,Axiata Group Berhad,2019-02-22T04:04:00.000Z,TAS,0.08,0.04,-55.42,EST,-18000000,EQUITY
ADC,Agree Realty Corporation,2019-02-21T16:22:00.000Z,TAS,0.37,0.37,0.82,EST,-18000000,EQUITY
ASMVF,ASM Pacific Technology Limited,2019-02-21T18:27:00.000Z,TAS,1.36,0.55,-59.59,EST,-18000000,EQUITY
AL-PA,Air Lease Corporation,2019-02-21T16:01:00.000Z,TAS,1.24,1.24,0.4,EST,-18000000,EQUITY
MHSDF,'Megacable Holdings, S. A. B. de C. V.',2019-02-22T03:32:00.000Z,TAS,1.38,1.18,-14.18,EST,-18000000,EQUITY
MDRX,'Allscripts Healthcare Solutions, Inc.',2019-02-21T16:01:00.000Z,TAS,0.21,0.2,-5.21,EST,-18000000,EQUITY
ASMXF,ASM International NV,2019-02-21T12:00:00.000Z,TAS,1.06,0.93,-12.26,EST,-18000000,EQUITY
IENVF,'Infraestructura Energética Nova, S. A. P. I. de C. V.',2019-02-21T06:47:00.000Z,TAS,0.06,0.08,33.33,EST,-18000000,EQUITY
