ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AKRTF,2021-02-15T01:06:00.000Z,TAS,0.02,-0.74,-5033.33,EST,-18000000,EQUITY
PTXAF,2021-02-14T22:28:00.000Z,TAS,-8.94,-159,-1678.52,UTC,0,EQUITY
AMGXF,2021-02-15T01:00:00.000Z,TAS,,-8.28,,EST,-18000000,EQUITY
ATSKF,2021-02-15T01:00:00.000Z,TAS,,7.77,,EST,-18000000,EQUITY
MSMKF,2021-02-15T01:00:00.000Z,TAS,73.64,67.08,-8.91,EST,-18000000,EQUITY
LCOMF,2021-02-14T20:28:00.000Z,TAS,,,,EST,-18000000,EQUITY
RCRRF,2021-02-15T01:13:00.000Z,TAS,7.81,33.39,327.42,EST,-18000000,EQUITY
KUBTF,2021-02-15T01:00:00.000Z,TAS,28.02,26.54,-5.3,EST,-18000000,EQUITY
COPJF,2021-02-14T16:20:00.000Z,TAS,,,,EST,-18000000,EQUITY
SKKAF,2021-02-14T19:23:00.000Z,TAS,,825.2,,EST,-18000000,EQUITY
ITOCY,2021-02-15T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
GRPBF,2021-02-14T17:56:00.000Z,TAS,0.12,-0.26,-311.38,EST,-18000000,EQUITY
TOKCF,2021-02-15T01:00:00.000Z,TAS,68.81,61.8,-10.19,EST,-18000000,EQUITY
TOTTF,2021-02-14T21:00:00.000Z,TAS,62.24,10.98,-82.36,EST,-18000000,EQUITY
UNCHF,2021-02-15T01:00:00.000Z,TAS,43.07,20.49,-52.43,EST,-18000000,EQUITY
OJSCY,2021-02-14T21:05:00.000Z,TAS,0.22,0.43,99.53,EST,-18000000,EQUITY
KUBTY,2021-02-15T01:00:00.000Z,TAS,1.19,1.27,6.72,EST,-18000000,EQUITY
KNBWY,2021-02-15T01:30:00.000Z,TAS,,0.46,,EST,-18000000,EQUITY
WSPCF,2021-02-15T04:00:00.000Z,TAS,,-168.15,,EST,-18000000,EQUITY
KKRAF,2021-02-15T02:00:00.000Z,TAS,,33.68,,EST,-18000000,EQUITY
CDGLF,2021-02-15T04:19:00.000Z,TAS,0.01,0.02,100,EST,-18000000,EQUITY
JBFCF,2021-02-14T20:25:00.000Z,TAS,-4.36,1.86,142.54,EST,-18000000,EQUITY
KNBWF,2021-02-15T01:30:00.000Z,TAS,5.91,0.46,-92.21,EST,-18000000,EQUITY
PEFDF,2021-02-14T08:21:00.000Z,TAS,,,,EST,-18000000,EQUITY
DNTUF,2021-02-15T01:30:00.000Z,TAS,,-608.09,,EST,-18000000,EQUITY
LVRP,2021-02-14T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
OCMMF,2021-02-15T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
HRIBF,2021-02-15T01:00:00.000Z,TAS,105.6,134.21,27.09,EST,-18000000,EQUITY
MDPEF,2021-02-15T01:02:00.000Z,TAS,,20.35,,EST,-18000000,EQUITY
JPSWF,2021-02-15T01:02:00.000Z,TAS,,32.53,,UTC,0,EQUITY
