ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
PPHOF,2020-09-03T01:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SAIC,2020-09-02T16:10:00.000Z,TAS,1.44,1.63,13.27,EDT,-14400000,EQUITY
AUVI,2020-09-02T12:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VIVXF,2020-09-02T16:21:00.000Z,TAS,-0.03,-0.02,33.33,EDT,-14400000,EQUITY
AMBA,2020-09-02T16:16:00.000Z,TAS,-0.02,0.06,372.73,EDT,-14400000,EQUITY
TREAF,2020-09-02T11:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALVR,2020-09-02T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BFB,2020-09-02T07:45:00.000Z,TAS,0.32,0.67,112.7,UTC,0,EQUITY
FIVE,2020-09-02T16:01:00.000Z,TAS,0.14,0.53,278.57,EDT,-14400000,EQUITY
VRA,2020-09-02T08:00:00.000Z,TAS,-0.07,0.32,584.85,EDT,-14400000,EQUITY
BF-B,2020-09-02T07:45:00.000Z,TAS,0.32,0.4,26.98,EDT,-14400000,EQUITY
BIOGF,2020-09-03T01:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EGAN,2020-09-02T16:02:00.000Z,TAS,0.05,0.08,48.15,EDT,-14400000,EQUITY
PVH,2020-09-02T16:15:00.000Z,TAS,-2.42,0.13,105.36,EDT,-14400000,EQUITY
GETVF,2020-09-02T18:38:00.000Z,TAS,0.02,0.07,250,EDT,-14400000,EQUITY
CULP,2020-09-02T16:15:00.000Z,TAS,0.04,-0.22,-728.57,EDT,-14400000,EQUITY
GUARY,2020-09-02T12:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MOHCF,2020-09-02T10:30:00.000Z,TAS,0.35,-0.49,-240,EDT,-14400000,EQUITY
CLDR,2020-09-02T16:10:00.000Z,TAS,0.07,0.1,53.85,UTC,0,EQUITY
CPRT,2020-09-02T17:55:00.000Z,TAS,0.38,0.69,79.69,EDT,-14400000,EQUITY
MTRX,2020-09-02T16:05:00.000Z,TAS,0.06,-0.01,-116.67,EDT,-14400000,EQUITY
HYMC,2020-09-02T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CRWD,2020-09-02T16:05:00.000Z,TAS,-0.01,0.03,528.57,EDT,-14400000,EQUITY
XIN,2020-09-02T17:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DLMAF,2020-09-02T07:00:00.000Z,TAS,0.41,0.46,11.92,EDT,-14400000,EQUITY
EDRVF,2020-09-03T01:35:00.000Z,TAS,0.06,0.22,266.67,EDT,-14400000,EQUITY
LE,2020-09-02T06:45:00.000Z,TAS,-0.31,0.13,141.94,EDT,-14400000,EQUITY
ORXPF,2020-09-02T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JFIN,2020-09-02T06:00:00.000Z,TAS,0.59,0.76,28.81,EDT,-14400000,EQUITY
GES,2020-09-02T07:30:00.000Z,TAS,-0.57,-0.01,98.26,EDT,-14400000,EQUITY
GWRE,2020-09-02T16:15:00.000Z,TAS,0.45,0.83,85.27,EDT,-14400000,EQUITY
GLTO,2020-09-02T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SRTSF,2020-09-02T10:59:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SPWH,2020-09-02T16:05:00.000Z,TAS,0.29,0.76,159.39,EDT,-14400000,EQUITY
MDB,2020-09-02T16:05:00.000Z,TAS,-0.39,-0.22,43.73,EDT,-14400000,EQUITY
PD,2020-09-02T16:05:00.000Z,TAS,-0.07,-0.04,39.39,EDT,-14400000,EQUITY
SMAR,2020-09-02T16:09:00.000Z,TAS,-0.16,-0.06,62.73,EDT,-14400000,EQUITY
M,2020-09-02T06:55:00.000Z,TAS,-1.77,-0.81,54.19,EDT,-14400000,EQUITY
ZUO,2020-09-02T16:16:00.000Z,TAS,-0.07,0,100,EDT,-14400000,EQUITY
