ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
FLWS,2019-08-22T07:45:00.000Z,TAS,-0.14,-0.13,10.34,EDT,-14400000,EQUITY
DDRLF,2019-08-23T01:41:00.000Z,TAS,-0.61,,,EDT,-14400000,EQUITY
SALRF,2019-08-23T00:30:00.000Z,TAS,6.59,6.39,-2.99,EDT,-14400000,EQUITY
SMTEF,2019-08-23T02:30:00.000Z,TAS,-1.7,-1.61,5.29,EDT,-14400000,EQUITY
SVMRF,2019-08-23T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HLSPF,2019-08-23T02:11:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ECAOF,2019-08-22T17:41:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NFONF,2019-08-23T03:38:00.000Z,TAS,,-0.25,,EDT,-14400000,EQUITY
SUSRF,2019-08-23T02:36:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KNCQF,2019-08-23T02:15:00.000Z,TAS,,,,UTC,0,EQUITY
SICRF,2019-08-22T16:14:00.000Z,TAS,0.57,0.59,2.97,EDT,-14400000,EQUITY
OROCF,2019-08-22T19:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AACAF,2019-08-23T00:02:00.000Z,TAS,0.48,0.28,-41.67,EDT,-14400000,EQUITY
RKWBF,2019-08-23T02:14:00.000Z,TAS,3.56,3.6,1.18,EDT,-14400000,EQUITY
ATGE,2019-08-22T16:06:00.000Z,TAS,0.96,0.97,0.73,EDT,-14400000,EQUITY
AUUMF,2019-08-23T01:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARDLF,2019-08-22T18:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BDGXF,2019-08-22T05:05:00.000Z,TAS,0.56,0.69,23.21,UTC,0,EQUITY
ASRRF,2019-08-23T01:11:00.000Z,TAS,,,,UTC,0,EQUITY
PADEF,2019-08-22T17:28:00.000Z,TAS,0,0.01,200,EDT,-14400000,EQUITY
NABXF,2019-08-22T04:00:00.000Z,TAS,,,,UTC,0,EQUITY
HISEF,2019-08-22T06:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AGRUF,2019-08-23T01:04:00.000Z,TAS,2.19,2.53,15.53,EDT,-14400000,EQUITY
BGPBF,2019-08-23T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DIZTF,2019-08-22T11:56:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STKMF,2019-08-23T02:45:00.000Z,TAS,0.04,-0.23,-741.67,EDT,-14400000,EQUITY
BJ,2019-08-22T06:45:00.000Z,TAS,0.37,0.39,5.98,EDT,-14400000,EQUITY
MITNF,2019-08-22T06:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NWQZF,2019-08-22T10:46:00.000Z,TAS,,,,UTC,0,EQUITY
CASBF,2019-08-22T10:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BQCNF,2019-08-22T17:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KSRBF,2019-08-22T06:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CM,2019-08-22T05:55:00.000Z,TAS,3.07,3.1,1.11,EDT,-14400000,EQUITY
GZPHF,2019-08-22T10:10:00.000Z,TAS,0.52,0.7,35.78,EDT,-14400000,EQUITY
SSVFF,2019-08-22T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TTC,2019-08-22T08:30:00.000Z,TAS,0.73,0.83,13.7,EDT,-14400000,EQUITY
TUES,2019-08-22T08:01:00.000Z,TAS,-0.3,-0.27,11.48,UTC,0,EQUITY
