ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ACRGF,"Acreage Holdings, Inc.",2018-10-02T17:20:00.000Z,TAS,,,,UTC,0,EQUITY
BLGFF,Baillie Gifford US Growth Trust PLC,2018-10-03T01:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WLCGF,"Welcia Holdings Co., Ltd.",2018-10-03T02:00:00.000Z,TAS,28.08,27.49,-2.14,EDT,-14400000,EQUITY
BKBEF,Pipestone Energy Corp.,2018-10-02T19:12:00.000Z,TAS,0,0,,EDT,-14400000,EQUITY
LNDC,Landec Corporation,2018-10-02T16:05:00.000Z,TAS,0,0.01,233.33,EDT,-14400000,EQUITY
RYKKF,"Ryohin Keikaku Co., Ltd.",2018-10-03T02:00:00.000Z,TAS,24.43,32.6,33.44,EDT,-14400000,EQUITY
LW,"Lamb Weston Holdings, Inc.",2018-10-02T08:30:00.000Z,TAS,0.68,0.73,7.2,EDT,-14400000,EQUITY
PEP,"PepsiCo, Inc.",2018-10-02T06:11:00.000Z,TAS,1.57,1.59,1.21,EDT,-14400000,EQUITY
PAYX,"Paychex, Inc.",2018-10-02T08:30:00.000Z,TAS,0.65,0.67,2.45,EDT,-14400000,EQUITY
NG,NovaGold Resources Inc.,2018-10-02T17:00:00.000Z,TAS,-0.02,-0.02,13.04,EDT,-14400000,EQUITY
TSCDF,Tesco PLC,2018-10-03T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TSCDY,Tesco PLC,2018-10-03T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
