ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AMMHF,AMMB Holdings Berhad,2021-03-01T00:33:00.000Z,TAS,,,,EST,-18000000,EQUITY
KAKZF,Kaspi Bank Joint Stock Company,2021-03-01T02:00:00.000Z,TAS,447.19,386,-13.68,EST,-18000000,EQUITY
CMGGF,Commercial International Bank (Egypt) S.A.E,2021-02-28T23:00:00.000Z,TAS,,1.35,,EST,-18000000,EQUITY
BLAGF,Blue Lagoon Resources Inc.,2021-02-28T19:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
BDVSY,The Bidvest Group Limited,2021-03-01T02:06:00.000Z,TAS,,,,EST,-18000000,EQUITY
BZLFY,Bunzl plc,2021-03-01T02:00:00.000Z,TAS,0.15,,,EST,-18000000,EQUITY
BZLFF,Bunzl plc,2021-03-01T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
CIBEY,Commercial International Bank (Egypt) S.A.E,2021-02-28T23:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
ENIC,Enel Chile S.A.,2021-02-28T21:43:00.000Z,TAS,1425.31,126.5,-91.12,EST,-18000000,EQUITY
COIVF,"COSCO Shipping International (Singapore) Co., Ltd.",2021-03-01T04:54:00.000Z,TAS,,,,UTC,0,EQUITY
MFRVF,"Minera Frisco, S.A.B. de C.V.",2021-02-28T19:00:00.000Z,TAS,0.28,0.09,-67.86,EST,-18000000,EQUITY
GUFAF,"Grupo Famsa, S.A.B. de C.V.",2021-02-28T19:00:00.000Z,TAS,,-12.04,,EST,-18000000,EQUITY
QIPT,Quipt Home Medical Corp.,2021-02-28T21:54:00.000Z,TAS,,,,EST,-18000000,EQUITY
PTQQF,Protech Home Medical Corp.,2021-02-28T21:54:00.000Z,TAS,0.06,0,-100,UTC,0,EQUITY
PTQQD,Quipt Home Medical Corp.,2021-02-28T21:54:00.000Z,TAS,0.06,0,-100,UTC,0,EQUITY
ITOEF,"Ito En, Ltd.",2021-03-01T01:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
ERFSF,Eurofins Scientific SE,2021-03-01T01:15:00.000Z,TAS,,,,EST,-18000000,EQUITY
CBAOF,Fibra Terrafina,2021-02-28T22:51:00.000Z,TAS,0.71,1.78,150.28,EST,-18000000,EQUITY
GLFGF,Global Fashion Group S.A.,2021-03-01T02:00:00.000Z,TAS,0,,,EST,-18000000,EQUITY
XNYIF,Xinyi Solar Holdings Limited,2021-03-01T03:56:00.000Z,TAS,,,,EST,-18000000,EQUITY
MNSAF,Mineros S.A.,2021-02-28T23:50:00.000Z,TAS,,,,EST,-18000000,EQUITY
TNTFF,PostNL N.V.,2021-03-01T03:38:00.000Z,TAS,0.29,0.23,-22.68,EST,-18000000,EQUITY
