ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
EIHDF,2021-03-18T03:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OEZVF,2021-03-17T06:12:00.000Z,TAS,,0.44,,EDT,-14400000,EQUITY
HLBZF,2021-03-18T02:00:00.000Z,TAS,1.89,,,EDT,-14400000,EQUITY
NTXVF,2021-03-17T05:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPA,2021-03-17T16:52:00.000Z,TAS,-0.14,-0.08,42.86,EDT,-14400000,EQUITY
VTWRF,2021-03-18T01:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DEUZF,2021-03-18T02:30:00.000Z,TAS,,-0.03,,EDT,-14400000,EQUITY
SLCJF,2021-03-17T21:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ANCTF,2021-03-17T17:01:00.000Z,TAS,0.56,0.56,-0.18,EDT,-14400000,EQUITY
AMXEF,2021-03-17T11:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VOSSF,2021-03-18T02:29:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARCO,2021-03-17T07:30:00.000Z,TAS,0,0.12,,EDT,-14400000,EQUITY
ANCUF,2021-03-17T17:01:00.000Z,TAS,0.56,0.56,0.36,UTC,0,EQUITY
AOUT,2021-03-17T16:05:00.000Z,TAS,0.36,0.82,127.78,EDT,-14400000,EQUITY
ZRSEF,2021-03-18T02:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PTZIF,2021-03-17T17:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AXLA,2021-03-17T07:28:00.000Z,TAS,-0.36,-0.4,-10.8,EDT,-14400000,EQUITY
TLSS,2021-03-17T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
THOXF,2021-03-17T06:16:00.000Z,TAS,-0.06,-0.06,0,EDT,-14400000,EQUITY
SEIGF,2021-03-18T02:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
