ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
DMTRF,"3-D Matrix, Ltd.",2018-09-13T02:00:00.000Z,TAS,,-26.07,,EDT,-14400000,EQUITY
GRYIF,GERRY WEBER International AG,2018-09-13T01:59:00.000Z,TAS,,,,UTC,0,EQUITY
FCRIF,FCR Immobilien AG,2018-09-12T07:55:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AOHLF,Autohellas S.A.,2018-09-12T16:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ABTPF,Aubay Societe Anonyme,2018-09-12T12:15:00.000Z,TAS,,,,UTC,0,EQUITY
TRZBF,Transat A.T. Inc.,2018-09-12T22:01:00.000Z,TAS,0.31,-0.08,-125.56,EDT,-14400000,EQUITY
AZRMF,Azure Minerals Limited,2018-09-12T23:36:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PMCBD,"PharmaCyte Biotech, Inc.",2018-09-12T17:38:00.000Z,TAS,,,,UTC,0,EQUITY
BIUPF,Biom'Up S.A.,2018-09-13T03:13:00.000Z,TAS,,,,UTC,0,EQUITY
PMCB,"PharmaCyte Biotech, Inc.",2018-09-12T17:38:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLRD,"Tailored Brands, Inc.",2018-09-12T16:15:00.000Z,TAS,1.07,1.07,0.47,UTC,0,EQUITY
TLRDQ,"Tailored Brands, Inc.",2018-09-12T16:15:00.000Z,TAS,1.07,1.07,0.47,UTC,0,EQUITY
CREJF,"CRE, Inc.",2018-09-13T02:00:00.000Z,TAS,,18.57,,UTC,0,EQUITY
ESP,Espey Mfg. & Electronics Corp.,2018-09-12T16:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RROTF,Roots Corporation,2018-09-12T07:00:00.000Z,TAS,-0.02,-0.06,-233.33,EDT,-14400000,EQUITY
SNBIF,SanBio Company Limited,2018-09-13T02:00:00.000Z,TAS,,-4.18,,EDT,-14400000,EQUITY
HDRSF,Highland Copper Company Inc.,2018-09-12T14:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ICPBF,Inscape Corporation,2018-09-12T17:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LCPDF,Lucapa Diamond Company Limited,2018-09-13T02:03:00.000Z,TAS,,,,UTC,0,EQUITY
OBGRF,Orbit Garant Drilling Inc.,2018-09-12T17:28:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DLVHF,Delivery Hero SE,2018-09-13T01:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DMPLF,Del Monte Pacific Limited,2018-09-12T05:29:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EYPT,"EyePoint Pharmaceuticals, Inc.",2018-09-12T06:00:00.000Z,TAS,-0.11,-0.62,-479.44,EDT,-14400000,EQUITY
ELEAF,EL.En. S.p.A.,2018-09-12T13:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GRKZF,Greek Organization of Football Prognostics S.A.,2018-09-12T11:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SRTSF,Gr. Sarantis S.A.,2018-09-12T10:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OXM,"Oxford Industries, Inc.",2018-09-12T16:05:00.000Z,TAS,1.83,1.83,-0.11,EDT,-14400000,EQUITY
VALU,"Value Line, Inc.",2018-09-12T17:22:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OPTT,"Ocean Power Technologies, Inc.",2018-09-12T08:45:00.000Z,TAS,,-3.6,,EDT,-14400000,EQUITY
NIO,NIO Inc.,2018-09-12T04:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PI,"Impinj, Inc.",2018-09-12T16:30:00.000Z,TAS,-0.3,-0.19,35.81,EDT,-14400000,EQUITY
PTE,"PolarityTE, Inc.",2018-09-12T07:30:00.000Z,TAS,-0.6,-0.86,-43.33,EDT,-14400000,EQUITY
PSTI,Pluristem Therapeutics Inc.,2018-09-12T16:21:00.000Z,TAS,-0.7,-0.9,-28.57,EDT,-14400000,EQUITY
RFIL,"RF Industries, Ltd.",2018-09-12T16:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IRCSF,IRCE S.p.A.,2018-09-12T11:31:00.000Z,TAS,,,,UTC,0,EQUITY
MRWSY,Wm Morrison Supermarkets PLC,2018-09-13T02:01:00.000Z,TAS,,,,UTC,0,EQUITY
RUBSF,Rubis,2018-09-12T11:36:00.000Z,TAS,,,,EDT,-14400000,EQUITY
