ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
YI,"111, Inc.",2019-08-15T04:53:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JFU,9F Inc.,2019-08-15T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CRMT,"America's Car-Mart, Inc.",2019-08-15T16:55:00.000Z,TAS,1.73,2.21,28.04,EDT,-14400000,EQUITY
ENMPF,Ensurge Micropower ASA,2019-08-16T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VJET,voxeljet AG,2019-08-15T16:13:00.000Z,TAS,-2.4,-0.79,67.08,EDT,-14400000,EQUITY
AIRO,Airspan Networks Holdings Inc.,2019-08-15T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
AREN,"The Arena Group Holdings, Inc.",2019-08-15T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
UDIRF,United Internet AG,2019-08-15T05:55:00.000Z,TAS,0.59,0.55,-6.3,EDT,-14400000,EQUITY
BABA,Alibaba Group Holding Limited,2019-08-15T07:05:00.000Z,TAS,10.29,12.55,21.93,EDT,-14400000,EQUITY
KDEVF,Karolinska Development AB (publ),2019-08-16T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
SONG,Akazoo S.A.,2019-08-15T10:00:00.000Z,TAS,,,,UTC,0,EQUITY
ZEAL,Zealand Pharma A/S,2019-08-15T11:40:00.000Z,TAS,-3.95,-4.33,-9.62,EDT,-14400000,EQUITY
ARAY,Accuray Incorporated,2019-08-15T16:05:00.000Z,TAS,0.01,-0.02,-242.86,EDT,-14400000,EQUITY
ARCT,Arcturus Therapeutics Holdings Inc.,2019-08-15T08:01:00.000Z,TAS,-0.63,-0.07,88.98,EDT,-14400000,EQUITY
EARS,Altamira Therapeutics Ltd.,2019-08-15T07:01:00.000Z,TAS,-1.6,,,UTC,0,EQUITY
XMMRF,XMReality AB (publ),2019-08-16T02:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VWSYF,Vestas Wind Systems A/S,2019-08-15T04:26:00.000Z,TAS,0.12,0.09,-27.42,EDT,-14400000,EQUITY
AGRO,Adecoagro S.A.,2019-08-15T16:32:00.000Z,TAS,0.08,0.01,-87.5,EDT,-14400000,EQUITY
BABAF,Alibaba Group Holding Limited,2019-08-15T07:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AAUGF,Angold Resources Ltd.,2019-08-15T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
