ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
CWQXF,2019-01-23T02:03:00.000Z,TAS,2.34,2.24,-4.31,EST,-18000000,EQUITY
AUBAP,2019-01-22T07:30:00.000Z,TAS,0.68,0.67,-1.62,EST,-18000000,EQUITY
AUB,2019-01-22T07:30:00.000Z,TAS,0.68,0.67,-1.62,EST,-18000000,EQUITY
ARAY,2019-01-22T16:07:00.000Z,TAS,-0.08,-0.05,35.06,EST,-18000000,EQUITY
ZION,2019-01-22T16:10:00.000Z,TAS,1.05,1.08,2.66,EST,-18000000,EQUITY
NAUH,2019-01-22T16:52:00.000Z,TAS,,,,EST,-18000000,EQUITY
ASMLF,2019-01-23T01:00:00.000Z,TAS,1.75,1.86,6.53,EST,-18000000,EQUITY
AMTD,2019-01-22T16:01:00.000Z,TAS,1.01,1.11,9.58,EST,-18000000,EQUITY
SHPPF,2019-01-22T14:04:00.000Z,TAS,,,,EST,-18000000,EQUITY
BYCBF,2019-01-23T01:28:00.000Z,TAS,,,,EST,-18000000,EQUITY
DYMDF,2019-01-23T02:22:00.000Z,TAS,,,,EST,-18000000,EQUITY
ZIONW,2019-01-22T16:10:00.000Z,TAS,1.05,1.08,2.66,UTC,0,EQUITY
UBS,2019-01-22T06:23:00.000Z,TAS,0.23,0.19,-19.23,EST,-18000000,EQUITY
ASML,2019-01-23T01:00:00.000Z,TAS,2.11,2.19,3.79,EST,-18000000,EQUITY
ATI,2019-01-22T07:15:00.000Z,TAS,0.35,0.31,-10.14,EST,-18000000,EQUITY
ENTX,2019-01-22T08:14:00.000Z,TAS,-0.28,-0.45,-60.71,EST,-18000000,EQUITY
GNTY,2019-01-22T08:30:00.000Z,TAS,0.52,0.55,6.8,EST,-18000000,EQUITY
TBK,2019-01-22T16:07:00.000Z,TAS,0.7,0.67,-4.29,EST,-18000000,EQUITY
ONB,2019-01-22T06:30:00.000Z,TAS,0.36,0.22,-39.23,EST,-18000000,EQUITY
FBC,2019-01-22T06:30:00.000Z,TAS,0.72,0.72,0.28,EST,-18000000,EQUITY
TBNK,2019-01-22T16:30:00.000Z,TAS,0.48,0.5,4.6,EST,-18000000,EQUITY
TSBK,2019-01-22T08:02:00.000Z,TAS,,,,EST,-18000000,EQUITY
SWK,2019-01-22T06:00:00.000Z,TAS,2.1,2.11,0.48,EST,-18000000,EQUITY
BFIN,2019-01-22T16:15:00.000Z,TAS,0.23,0.44,95.56,EST,-18000000,EQUITY
PEBO,2019-01-22T07:08:00.000Z,TAS,0.67,0.71,6.61,EST,-18000000,EQUITY
UCBI,2019-01-22T17:00:00.000Z,TAS,0.55,0.57,3.26,EST,-18000000,EQUITY
HLAN,2019-01-22T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
NWBI,2019-01-22T09:00:00.000Z,TAS,0.27,0.26,-3.7,EST,-18000000,EQUITY
CSFL,2019-01-22T16:38:00.000Z,TAS,0.52,0.54,4.45,UTC,0,EQUITY
IBM,2019-01-22T16:07:00.000Z,TAS,4.82,4.87,1.1,EST,-18000000,EQUITY
EBSB,2019-01-22T16:05:00.000Z,TAS,0.29,0.24,-17.24,UTC,0,EQUITY
OFG,2019-01-22T07:30:00.000Z,TAS,0.42,0.45,8.43,EST,-18000000,EQUITY
IBKR,2019-01-22T16:01:00.000Z,TAS,0.61,0.57,-6.25,EST,-18000000,EQUITY
FITBP,2019-01-22T06:44:00.000Z,TAS,0.67,0.69,3.6,EST,-18000000,EQUITY
FMBI,2019-01-22T17:35:00.000Z,TAS,0.47,0.46,-1.5,UTC,0,EQUITY
BSRR,2019-01-22T08:01:00.000Z,TAS,0.54,0.51,-5.56,EST,-18000000,EQUITY
FITB,2019-01-22T06:44:00.000Z,TAS,0.67,0.69,3.6,EST,-18000000,EQUITY
OFG-PD,2019-01-22T07:30:00.000Z,TAS,0.42,0.45,8.43,UTC,0,EQUITY
TBKCP,2019-01-22T16:07:00.000Z,TAS,0.7,0.67,-4.29,EST,-18000000,EQUITY
TRST,2019-01-22T16:18:00.000Z,TAS,0.16,0.17,3.75,EST,-18000000,EQUITY
UCBIO,2019-01-22T17:00:00.000Z,TAS,0.55,0.57,3.26,EST,-18000000,EQUITY
SFST,2019-01-22T09:07:00.000Z,TAS,0.73,0.75,3.45,EST,-18000000,EQUITY
HOPE,2019-01-22T16:30:00.000Z,TAS,0.35,0.36,2.56,EST,-18000000,EQUITY
MBWM,2019-01-22T05:01:00.000Z,TAS,0.61,0.7,15.32,EST,-18000000,EQUITY
SMBC,2019-01-22T18:34:00.000Z,TAS,0.72,0.81,12.5,EST,-18000000,EQUITY
GSBC,2019-01-22T19:28:00.000Z,TAS,1.12,1.23,9.53,EST,-18000000,EQUITY
SFBS,2019-01-22T16:01:00.000Z,TAS,0.68,0.67,-1.18,EST,-18000000,EQUITY
FMBIP,2019-01-22T17:35:00.000Z,TAS,0.47,0.46,-1.5,UTC,0,EQUITY
TRV,2019-01-22T06:57:00.000Z,TAS,2.06,2.13,3.65,EST,-18000000,EQUITY
RNST,2019-01-22T16:45:00.000Z,TAS,0.78,0.78,0.39,EST,-18000000,EQUITY
CPAMF,2019-01-22T17:50:00.000Z,TAS,0.03,0.03,-10,EST,-18000000,EQUITY
CURN,2019-01-22T20:35:00.000Z,TAS,0.31,0.17,-45.81,EST,-18000000,EQUITY
UCFC,2019-01-22T17:41:00.000Z,TAS,0.2,0.18,-9.09,UTC,0,EQUITY
CRRFY,2019-01-22T14:51:00.000Z,TAS,,,,EST,-18000000,EQUITY
COF-PK,2019-01-22T16:05:00.000Z,TAS,2.37,1.87,-21.2,EST,-18000000,EQUITY
FNB,2019-01-22T05:59:00.000Z,TAS,0.28,0.3,5.26,EST,-18000000,EQUITY
FNB-PE,2019-01-22T05:59:00.000Z,TAS,0.28,0.3,5.26,EST,-18000000,EQUITY
HAL,2019-01-22T06:45:00.000Z,TAS,0.37,0.41,11.11,EST,-18000000,EQUITY
NJDCY,2019-01-23T01:15:00.000Z,TAS,,,,EST,-18000000,EQUITY
NAVI,2019-01-22T16:48:00.000Z,TAS,0.47,0.58,22.36,EST,-18000000,EQUITY
WTFC,2019-01-22T17:31:00.000Z,TAS,1.57,1.35,-14.01,EST,-18000000,EQUITY
CNMD,2019-01-22T16:01:00.000Z,TAS,0.72,0.73,0.83,EST,-18000000,EQUITY
NNDNF,2019-01-23T01:15:00.000Z,TAS,72.17,42.03,-41.76,EST,-18000000,EQUITY
CPKF,2019-01-22T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
MPCMF,2019-01-23T04:37:00.000Z,TAS,0.02,0.02,0,EST,-18000000,EQUITY
COF-PJ,2019-01-22T16:05:00.000Z,TAS,2.37,1.87,-21.2,EST,-18000000,EQUITY
FBK,2019-01-22T17:20:00.000Z,TAS,0.63,0.55,-13.25,EST,-18000000,EQUITY
WSFS,2019-01-22T16:05:00.000Z,TAS,0.9,0.94,3.98,EST,-18000000,EQUITY
GATX,2019-01-22T08:30:00.000Z,TAS,0.74,0.84,13.51,EST,-18000000,EQUITY
SFNC,2019-01-22T17:03:00.000Z,TAS,0.61,0.6,-1.96,EST,-18000000,EQUITY
WTFCM,2019-01-22T17:31:00.000Z,TAS,1.57,1.35,-14.01,EST,-18000000,EQUITY
WTFCP,2019-01-22T17:31:00.000Z,TAS,1.57,1.35,-14.01,EST,-18000000,EQUITY
COF,2019-01-22T16:05:00.000Z,TAS,2.37,1.87,-21.2,EST,-18000000,EQUITY
STLD,2019-01-22T06:45:00.000Z,TAS,1.21,1.31,8.44,EST,-18000000,EQUITY
PETS,2019-01-22T08:18:00.000Z,TAS,0.48,0.38,-21.16,EST,-18000000,EQUITY
SURVF,2019-01-22T18:49:00.000Z,TAS,0.02,0.02,11.11,EST,-18000000,EQUITY
HTLD,2019-01-22T08:30:00.000Z,TAS,0.23,0.27,16.38,EST,-18000000,EQUITY
HMST,2019-01-22T08:00:00.000Z,TAS,0.36,0.38,6.74,EST,-18000000,EQUITY
PLD,2019-01-22T08:00:00.000Z,TAS,0.42,0.94,123.81,EST,-18000000,EQUITY
LRN,2019-01-22T16:30:00.000Z,TAS,0.56,0.59,4.8,EST,-18000000,EQUITY
MAPIF,2019-01-22T06:38:00.000Z,TAS,0.03,0.03,0,EST,-18000000,EQUITY
JNJ,2019-01-22T06:40:00.000Z,TAS,1.95,1.97,0.92,EST,-18000000,EQUITY
