ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
MOYFF,2021-04-07T04:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AYURF,2021-04-07T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BGOUF,2021-04-08T01:56:00.000Z,TAS,0.2,0.1,-50,EDT,-14400000,EQUITY
CDCLF,2021-04-07T17:07:00.000Z,TAS,,,,UTC,0,EQUITY
GRRMF,2021-04-08T01:06:00.000Z,TAS,0.44,0.57,31.03,EDT,-14400000,EQUITY
AMLLF,2021-04-08T02:00:00.000Z,TAS,3.21,12.02,274.45,EDT,-14400000,EQUITY
FNNTF,2021-04-08T00:59:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SHPPF,2021-04-07T09:50:00.000Z,TAS,,-0.4,,EDT,-14400000,EQUITY
CEBUF,2021-04-07T23:33:00.000Z,TAS,-3.7,-13.03,-252.2,EDT,-14400000,EQUITY
AHWSF,2021-04-08T01:40:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BOUVF,2021-04-07T13:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
JSFCF,2021-04-08T03:00:00.000Z,TAS,5.5,,,EDT,-14400000,EQUITY
KDNY,2021-04-07T16:05:00.000Z,TAS,-0.44,-1.24,-178.65,EDT,-14400000,EQUITY
SMPL,2021-04-07T07:05:00.000Z,TAS,0.23,0.25,11.11,EDT,-14400000,EQUITY
CUK,2021-04-07T12:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KOR,2021-04-07T17:01:00.000Z,TAS,-0.05,-0.03,40,EDT,-14400000,EQUITY
NNWWF,2021-04-07T13:06:00.000Z,TAS,0.59,0.62,5.44,EDT,-14400000,EQUITY
CCL,2021-04-07T09:17:00.000Z,TAS,-1.54,-1.79,-16.31,EDT,-14400000,EQUITY
CUKPF,2021-04-07T12:03:00.000Z,TAS,-1.58,-1.79,-13.08,EDT,-14400000,EQUITY
RGP,2021-04-07T16:05:00.000Z,TAS,-0.04,0.06,250,EDT,-14400000,EQUITY
HTSUF,2021-04-08T02:00:00.000Z,TAS,,43.16,,EDT,-14400000,EQUITY
CHSCP,2021-04-07T06:17:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LNDC,2021-04-07T16:05:00.000Z,TAS,0.02,-0.09,-475,EDT,-14400000,EQUITY
GLDXF,2021-04-07T14:10:00.000Z,TAS,,,,UTC,0,EQUITY
MSM,2021-04-07T06:30:00.000Z,TAS,1.02,1.03,0.59,EDT,-14400000,EQUITY
FRCOF,2021-04-08T02:01:00.000Z,TAS,407.92,347.47,-14.82,EDT,-14400000,EQUITY
SVNDF,2021-04-08T02:00:00.000Z,TAS,44.3,54.67,23.4,EDT,-14400000,EQUITY
GDDFF,2021-04-07T06:34:00.000Z,TAS,-0.05,-0.06,-13.21,EDT,-14400000,EQUITY
REPX,2021-04-07T17:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EURMF,2021-04-07T14:27:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RELL,2021-04-07T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EXFO,2021-04-07T16:02:00.000Z,TAS,0.04,0.02,-50,UTC,0,EQUITY
LW,2021-04-07T08:48:00.000Z,TAS,0.51,0.45,-11.76,EDT,-14400000,EQUITY
SCHN,2021-04-07T08:00:00.000Z,TAS,0.99,1.51,52.53,EDT,-14400000,EQUITY
LWSOF,2021-04-08T02:00:00.000Z,TAS,-9.52,-32.12,-237.25,EDT,-14400000,EQUITY
PLPRF,2021-04-07T16:45:00.000Z,TAS,-0.03,-0.08,-166.67,EDT,-14400000,EQUITY
VQSLF,2021-04-07T20:09:00.000Z,TAS,-0.07,-0.2,-173.97,UTC,0,EQUITY
TMQ,2021-04-07T06:30:00.000Z,TAS,-0.02,-0.03,-50,EDT,-14400000,EQUITY
RPM,2021-04-07T06:45:00.000Z,TAS,0.29,0.38,31.49,EDT,-14400000,EQUITY
VQS,2021-04-07T20:09:00.000Z,TAS,-0.07,-0.2,-173.97,EDT,-14400000,EQUITY
SOIEF,2021-04-08T02:29:00.000Z,TAS,0.24,0.05,-79.58,EDT,-14400000,EQUITY
