ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ONEM,2020-05-13T16:05:00.000Z,TAS,-0.17,-0.4,-136.69,EDT,-14400000,EQUITY
ANY,2020-05-13T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VTIAF,2020-05-14T01:36:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ETNB,2020-05-13T16:05:00.000Z,TAS,-0.86,-0.76,11.94,EDT,-14400000,EQUITY
WBRBY,2020-05-14T01:30:00.000Z,TAS,0.23,0.09,-60.87,EDT,-14400000,EQUITY
DTEGY,2020-05-14T02:58:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MKGAF,2020-05-14T03:13:00.000Z,TAS,1.44,1.5,4.46,EDT,-14400000,EQUITY
DUERF,2020-05-14T01:44:00.000Z,TAS,0.31,0.18,-41.18,EDT,-14400000,EQUITY
TOEAF,2020-05-14T02:30:00.000Z,TAS,,62.29,,EDT,-14400000,EQUITY
LYSFF,2020-05-14T00:30:00.000Z,TAS,1.19,0.91,-23.27,EDT,-14400000,EQUITY
MKKGY,2020-05-14T03:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ISSC,2020-05-13T16:30:00.000Z,TAS,0.05,0.03,-40,EDT,-14400000,EQUITY
ABSSF,2020-05-13T17:00:00.000Z,TAS,0.12,0.08,-30.43,EDT,-14400000,EQUITY
AHOTF,2020-05-13T16:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BRAGF,2020-05-13T04:16:00.000Z,TAS,-0.28,-0.28,0,EDT,-14400000,EQUITY
BVNKF,2020-05-14T01:34:00.000Z,TAS,11.3,12.6,11.55,EDT,-14400000,EQUITY
ALEAF,2020-05-13T07:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AXU,2020-05-13T18:45:00.000Z,TAS,-0.03,0.1,433.33,EDT,-14400000,EQUITY
GARPF,2020-05-13T21:31:00.000Z,TAS,0,,,EDT,-14400000,EQUITY
SLCJF,2020-05-13T17:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IDXAF,2020-05-14T02:00:00.000Z,TAS,,-0.08,,EDT,-14400000,EQUITY
MTTRY,2020-05-14T01:00:00.000Z,TAS,,-0.82,,EDT,-14400000,EQUITY
IRRAF,2020-05-14T02:00:00.000Z,TAS,-1.25,-1.12,10.76,EDT,-14400000,EQUITY
JMIA,2020-05-13T06:30:00.000Z,TAS,-0.78,-0.58,24.71,EDT,-14400000,EQUITY
MNHFF,2020-05-14T02:04:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SNMMF,2020-05-14T00:45:00.000Z,TAS,0.56,0.49,-12.19,UTC,0,EQUITY
AIMFF,2020-05-13T06:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALNA,2020-05-13T08:00:00.000Z,TAS,-0.44,-0.31,29.06,EDT,-14400000,EQUITY
CALT,2020-05-14T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARGX,2020-05-14T02:46:00.000Z,TAS,-1.86,-2.06,-10.86,EDT,-14400000,EQUITY
ACEJF,2020-05-13T14:00:00.000Z,TAS,,0.33,,EDT,-14400000,EQUITY
ALPMY,2020-05-14T02:30:00.000Z,TAS,,3.19,,EDT,-14400000,EQUITY
RKWBF,2020-05-13T07:49:00.000Z,TAS,2.73,2.8,2.56,EDT,-14400000,EQUITY
RWNFF,2020-05-14T01:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TERRF,2020-05-13T08:23:00.000Z,TAS,0.09,0.09,0,EDT,-14400000,EQUITY
MTAGF,2020-05-14T01:00:00.000Z,TAS,,-0.82,,EDT,-14400000,EQUITY
SMTGF,2020-05-14T01:00:00.000Z,TAS,0.07,-0.01,-114.29,EDT,-14400000,EQUITY
HCAEF,2020-05-13T10:41:00.000Z,TAS,,,,UTC,0,EQUITY
GAPFF,2020-05-13T06:00:00.000Z,TAS,,,,UTC,0,EQUITY
ACI,2020-05-13T17:04:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARCO,2020-05-13T07:30:00.000Z,TAS,-0.01,-0.24,-2340,EDT,-14400000,EQUITY
ATOS,2020-05-13T09:30:00.000Z,TAS,-0.39,-0.32,17.95,EDT,-14400000,EQUITY
CLTEF,2020-05-14T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARGNF,2020-05-14T01:00:00.000Z,TAS,-1.41,-2.06,-46.66,EDT,-14400000,EQUITY
ASDRF,2020-05-13T17:36:00.000Z,TAS,-0.02,-0.14,-600,EDT,-14400000,EQUITY
ANXGF,2020-05-13T07:12:00.000Z,TAS,0.01,0.01,0,EDT,-14400000,EQUITY
BZTAF,2020-05-14T02:13:00.000Z,TAS,-0.01,-0.92,-9100,EDT,-14400000,EQUITY
ALEC,2020-05-13T08:00:00.000Z,TAS,-0.43,-0.53,-21.84,EDT,-14400000,EQUITY
ATSKF,2020-05-14T02:00:00.000Z,TAS,,-5.44,,EDT,-14400000,EQUITY
AVGR,2020-05-13T12:01:00.000Z,TAS,-8.2,-9.4,-14.63,EDT,-14400000,EQUITY
CPGSF,2020-05-13T04:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ITRN,2020-05-13T06:31:00.000Z,TAS,0.35,0.31,-10.14,EDT,-14400000,EQUITY
PTZIF,2020-05-13T12:49:00.000Z,TAS,,0.12,,EDT,-14400000,EQUITY
TVAHF,2020-05-14T02:00:00.000Z,TAS,,21.06,,EDT,-14400000,EQUITY
WBRBF,2020-05-14T01:30:00.000Z,TAS,0.23,0.09,-60.87,EDT,-14400000,EQUITY
OERCF,2020-05-14T01:35:00.000Z,TAS,0.46,0.42,-8.7,EDT,-14400000,EQUITY
SHPPF,2020-05-14T00:59:00.000Z,TAS,,-0.38,,EDT,-14400000,EQUITY
TRKNF,2020-05-13T13:10:00.000Z,TAS,0.23,0.19,-17.39,EDT,-14400000,EQUITY
ASAAF,2020-05-14T01:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TAGOF,2020-05-14T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ACJJF,2020-05-14T02:30:00.000Z,TAS,,-2.99,,EDT,-14400000,EQUITY
APVO,2020-05-13T09:00:00.000Z,TAS,-2.35,0.89,137.87,EDT,-14400000,EQUITY
BGPBF,2020-05-14T02:00:00.000Z,TAS,0.14,0.15,7.14,EDT,-14400000,EQUITY
ASTVF,2020-05-14T02:00:00.000Z,TAS,2.24,1.15,-48.59,EDT,-14400000,EQUITY
CBYDF,2020-05-13T17:14:00.000Z,TAS,,0.18,,EDT,-14400000,EQUITY
AKRO,2020-05-13T16:05:00.000Z,TAS,-0.61,-0.42,31.37,EDT,-14400000,EQUITY
RKDA,2020-05-13T16:05:00.000Z,TAS,-0.55,0.29,153.21,EDT,-14400000,EQUITY
DTEGF,2020-05-14T02:58:00.000Z,TAS,0.27,0.27,0,EDT,-14400000,EQUITY
HLPMF,2020-05-13T10:25:00.000Z,TAS,0.17,-1.11,-760.71,EDT,-14400000,EQUITY
PRRCF,2020-05-14T00:58:00.000Z,TAS,,0.23,,EDT,-14400000,EQUITY
NDRBF,2020-05-14T02:00:00.000Z,TAS,0.22,0.21,-5.83,EDT,-14400000,EQUITY
RAIFF,2020-05-14T01:33:00.000Z,TAS,0.4,0.49,24.05,EDT,-14400000,EQUITY
RWEOY,2020-05-14T01:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALT,2020-05-13T17:18:00.000Z,TAS,-0.32,-0.26,18.75,EDT,-14400000,EQUITY
BVNRY,2020-05-14T01:34:00.000Z,TAS,11.3,12.6,11.55,EDT,-14400000,EQUITY
ALPMF,2020-05-14T02:30:00.000Z,TAS,,3.19,,EDT,-14400000,EQUITY
AGTC,2020-05-13T07:00:00.000Z,TAS,-0.55,-0.5,9.09,EDT,-14400000,EQUITY
BBQ,2020-05-13T16:30:00.000Z,TAS,-0.07,-0.09,-28.57,EDT,-14400000,EQUITY
VIV,2020-05-13T11:07:00.000Z,TAS,0.22,0.16,-26.85,EDT,-14400000,EQUITY
BALY,2020-05-13T07:00:00.000Z,TAS,0.24,-0.28,-218.14,EDT,-14400000,EQUITY
BIREF,2020-05-13T16:58:00.000Z,TAS,-0.02,-0.17,-844.44,EDT,-14400000,EQUITY
BKHPF,2020-05-14T01:05:00.000Z,TAS,0.73,0.14,-80.82,EDT,-14400000,EQUITY
BDGSF,2020-05-14T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BFLBY,2020-05-14T01:40:00.000Z,TAS,,-0.58,,EDT,-14400000,EQUITY
LMNL,2020-05-13T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MNRL,2020-05-13T16:15:00.000Z,TAS,0.13,0.14,7.69,EDT,-14400000,EQUITY
BRP,2020-05-13T16:27:00.000Z,TAS,0.08,0.19,143.59,EDT,-14400000,EQUITY
BYDGF,2020-05-13T06:00:00.000Z,TAS,0.83,0.71,-14.65,EDT,-14400000,EQUITY
NGM,2020-05-13T16:05:00.000Z,TAS,-0.27,-0.28,-4.48,EDT,-14400000,EQUITY
PDSB,2020-05-13T06:00:00.000Z,TAS,-0.15,-0.39,-160,EDT,-14400000,EQUITY
TKBIF,2020-05-14T02:00:00.000Z,TAS,12.31,9.23,-25.04,EDT,-14400000,EQUITY
VIV-WI,2020-05-13T11:07:00.000Z,TAS,0.22,0.16,-26.85,UTC,0,EQUITY
SBEV,2020-05-13T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CCOJF,2020-05-13T04:30:00.000Z,TAS,-20.1,-31.73,-57.86,EDT,-14400000,EQUITY
BFLBF,2020-05-14T01:40:00.000Z,TAS,,-0.58,,EDT,-14400000,EQUITY
CBUPF,2020-05-14T00:40:00.000Z,TAS,,53.19,,UTC,0,EQUITY
JACK,2020-05-13T16:05:00.000Z,TAS,0.66,0.5,-23.78,EDT,-14400000,EQUITY
BIOC,2020-05-13T16:05:00.000Z,TAS,,-1.1,,EDT,-14400000,EQUITY
VIE,2020-05-13T16:10:00.000Z,TAS,-0.72,-0.8,-11.58,UTC,0,EQUITY
BLNK,2020-05-13T16:18:00.000Z,TAS,-0.09,-0.11,-22.22,EDT,-14400000,EQUITY
XHFNF,2020-05-14T03:53:00.000Z,TAS,,-3.56,,EDT,-14400000,EQUITY
BNEFF,2020-05-13T10:15:00.000Z,TAS,-0.15,-8.53,-5403.23,EDT,-14400000,EQUITY
BOFKF,2020-05-14T01:00:00.000Z,TAS,,6.18,,EDT,-14400000,EQUITY
BSXGF,2020-05-13T20:02:00.000Z,TAS,0,0,,EDT,-14400000,EQUITY
