ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
TTBKF,2020 Bulkers Ltd.,2019-08-14T17:01:00.000Z,TAS,0,-0.06,,EDT,-14400000,EQUITY
FBSBF,2invest AG,2019-08-14T08:27:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STAF,'Staffing 360 Solutions, Inc.',2019-08-14T16:22:00.000Z,TAS,-0.39,-1.5,-284.62,EDT,-14400000,EQUITY
LIFE,'aTyr Pharma, Inc.',2019-08-14T08:01:00.000Z,TAS,-2.74,-1.8,34.4,EDT,-14400000,EQUITY
SWZCF,Swisscom AG,2019-08-15T01:24:00.000Z,TAS,7.25,7.66,5.66,EDT,-14400000,EQUITY
NRKBF,NKT A/S,2019-08-15T01:32:00.000Z,TAS,-0.62,-0.43,29.94,EDT,-14400000,EQUITY
GBERF,Geberit AG,2019-08-15T01:00:00.000Z,TAS,4.71,4.81,2.12,EDT,-14400000,EQUITY
SMPFF,'San Miguel Food and Beverage, Inc.',2019-08-14T21:10:00.000Z,TAS,0.79,0.64,-19.09,EDT,-14400000,EQUITY
KHOTF,Kahoot! ASA,2019-08-15T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LDHOF,Land and Houses Public Company Limited,2019-08-14T16:40:00.000Z,TAS,,,,UTC,0,EQUITY
FGRRF,Fingerprint Cards AB (publ),2019-08-15T01:00:00.000Z,TAS,0.01,0.01,11.11,EDT,-14400000,EQUITY
ARMZF,Aura Minerals Inc.,2019-08-14T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AKMNF,Akumin Inc.,2019-08-14T07:00:00.000Z,TAS,-0.05,-0.01,80,UTC,0,EQUITY
APTTF,Asian Pay Television Trust,2019-08-14T05:37:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALPE,alpha-En Corporation,2019-08-14T15:49:00.000Z,TAS,-0.04,-0.06,-50,EDT,-14400000,EQUITY
ARL,'American Realty Investors, Inc.',2019-08-14T17:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AIRTP,'Air T, Inc.',2019-08-14T16:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BVNKF,Bavarian Nordic A/S,2019-08-15T01:51:00.000Z,TAS,-2.46,-3.2,-30.08,EDT,-14400000,EQUITY
ABSOF,ABS-CBN Holdings Corporation,2019-08-15T01:03:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ALEAF,Aleafia Health Inc.,2019-08-14T07:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ACET,'Adicet Bio, Inc.',2019-08-14T07:31:00.000Z,TAS,-2.74,-3.57,-30.1,EDT,-14400000,EQUITY
AEMD,'Aethlon Medical, Inc.',2019-08-14T17:18:00.000Z,TAS,-1.2,-1.65,-37.5,EDT,-14400000,EQUITY
BDABF,Boule Diagnostics AB (publ),2019-08-14T09:10:00.000Z,TAS,0.35,0.01,-97.14,EDT,-14400000,EQUITY
ACST,Acasti Pharma Inc.,2019-08-14T08:01:00.000Z,TAS,-1.35,-1.2,11.31,EDT,-14400000,EQUITY
DGLY,'Digital Ally, Inc.',2019-08-14T16:00:00.000Z,TAS,0.25,-0.3,-220,EDT,-14400000,EQUITY
SORL,'SORL Auto Parts, Inc.',2019-08-14T16:02:00.000Z,TAS,0.23,0.29,26.09,UTC,0,EQUITY
FUV,'Arcimoto, Inc.',2019-08-14T16:14:00.000Z,TAS,-0.22,-0.23,-2.22,EDT,-14400000,EQUITY
SLCJF,SLC Agrícola S.A.,2019-08-14T08:00:00.000Z,TAS,0.57,1.09,92.58,EDT,-14400000,EQUITY
GARPF,Golden Agri-Resources Ltd,2019-08-14T10:47:00.000Z,TAS,0,0,-600,EDT,-14400000,EQUITY
IDXAF,IDEX Biometrics ASA,2019-08-15T01:00:00.000Z,TAS,0.1,-0.11,-210,EDT,-14400000,EQUITY
MULN,'Mullen Automotive, Inc.',2019-08-14T17:00:00.000Z,TAS,-0.27,0.11,140.74,EDT,-14400000,EQUITY
XAIR,'Beyond Air, Inc.',2019-08-14T16:05:00.000Z,TAS,-0.28,-0.67,-139.29,EDT,-14400000,EQUITY
VSTKF,VNV Global AB (publ),2019-08-14T04:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
A,'Agilent Technologies, Inc.',2019-08-14T16:05:00.000Z,TAS,0.72,0.76,5.12,EDT,-14400000,EQUITY
AACG,ATA Creativity Global,2019-08-14T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AIMFF,Aimia Inc.,2019-08-14T06:57:00.000Z,TAS,-0.04,0.14,411.11,EDT,-14400000,EQUITY
CLPBF,Coloplast A/S,2019-08-14T06:03:00.000Z,TAS,5.16,5.02,-2.68,EDT,-14400000,EQUITY
ALVOD,Alvopetro Energy Ltd.,2019-08-14T19:08:00.000Z,TAS,-0.01,-0.01,30,UTC,0,EQUITY
ACFFF,Accordia Golf Trust,2019-08-14T05:57:00.000Z,TAS,,,,UTC,0,EQUITY
AIM,AIM ImmunoTech Inc.,2019-08-14T16:35:00.000Z,TAS,-1.7,-1.07,37.06,EDT,-14400000,EQUITY
