ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
TWOU,'2U, Inc.',2019-02-25T16:01:00.000Z,TAS,0.21,0.23,11.65,EST,-18000000,EQUITY
NCNNF,48North Cannabis Corp.,2019-02-25T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
FGWLF,Flughafen Wien Aktiengesellschaft,2019-02-26T02:04:00.000Z,TAS,,,,EST,-18000000,EQUITY
PESAF,Panoro Energy ASA,2019-02-26T01:00:00.000Z,TAS,1.29,-0.03,-102.33,EST,-18000000,EQUITY
NWEGF,Norwegian Finans Holding ASA,2019-02-26T01:00:00.000Z,TAS,2.51,2.51,0.04,UTC,0,EQUITY
LYSFF,Lerøy Seafood Group ASA,2019-02-26T00:30:00.000Z,TAS,1.4,1.41,0.86,EST,-18000000,EQUITY
WAB,Westinghouse Air Brake Technologies Corporation,2019-02-25T07:30:00.000Z,TAS,1.02,0.97,-4.72,EST,-18000000,EQUITY
AUTL,Autolus Therapeutics plc,2019-02-25T06:00:00.000Z,TAS,-0.66,-0.52,20.97,EST,-18000000,EQUITY
AWR,American States Water Company,2019-02-25T16:45:00.000Z,TAS,0.38,0.37,-3.14,EST,-18000000,EQUITY
BSLAF,Basler Aktiengesellschaft,2019-02-26T04:32:00.000Z,TAS,,,,UTC,0,EQUITY
PYYIF,'Promotora y Operadora de Infraestructura, S. A. B. de C. V.',2019-02-25T10:14:00.000Z,TAS,,,,EST,-18000000,EQUITY
PYOIF,'Promotora y Operadora de Infraestructura, S. A. B. de C. V.',2019-02-25T10:14:00.000Z,TAS,3.11,3.85,23.79,EST,-18000000,EQUITY
AGOAF,'Abengoa, S.A.',2019-02-26T04:54:00.000Z,TAS,,,,EST,-18000000,EQUITY
AIXXF,AIXTRON SE,2019-02-26T01:36:00.000Z,TAS,0.12,0.16,36.75,EST,-18000000,EQUITY
APLUF,'Applus Services, S.A.',2019-02-26T02:19:00.000Z,TAS,,,,EST,-18000000,EQUITY
NSA,National Storage Affiliates Trust,2019-02-25T07:30:00.000Z,TAS,0.21,-0.16,-176.19,EST,-18000000,EQUITY
CRSP,CRISPR Therapeutics AG,2019-02-25T08:02:00.000Z,TAS,-0.78,-0.92,-18.56,EST,-18000000,EQUITY
ATH-PC,Athene Holding Ltd.,2019-02-25T16:15:00.000Z,TAS,1.2,1.23,2.16,EST,-18000000,EQUITY
ATHM,Autohome Inc.,2019-02-26T04:30:00.000Z,TAS,7.51,9.03,20.19,EST,-18000000,EQUITY
BENGF,Sky and Space Company Ltd,2019-02-26T02:01:00.000Z,TAS,,,,UTC,0,EQUITY
NOA,North American Construction Group Ltd.,2019-02-25T16:05:00.000Z,TAS,0.14,0.1,-28.57,EST,-18000000,EQUITY
