ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
EVKIF,2019-03-05T01:00:00.000Z,TAS,0.36,0.51,40.88,EST,-18000000,EQUITY
DPBSF,2019-03-05T03:06:00.000Z,TAS,0.21,0.48,126.76,EST,-18000000,EQUITY
SSLLF,2019-03-05T00:59:00.000Z,TAS,3.42,3.53,3.16,EST,-18000000,EQUITY
AINPF,2019-03-05T01:30:00.000Z,TAS,92.38,88.68,-4.01,UTC,0,EQUITY
ADMS,2019-03-04T16:06:00.000Z,TAS,-1.34,-1.06,20.66,UTC,0,EQUITY
ADUS,2019-03-04T16:05:00.000Z,TAS,0.51,0.55,8.48,EST,-18000000,EQUITY
ASHTF,2019-03-05T02:01:00.000Z,TAS,37.1,39.8,7.28,EST,-18000000,EQUITY
ASKTF,2019-03-05T01:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
AFHIF,2019-03-04T16:06:00.000Z,TAS,0.47,-4.36,-1033.62,UTC,0,EQUITY
AFHIQ,2019-03-04T16:06:00.000Z,TAS,0.47,-4.36,-1033.62,EST,-18000000,EQUITY
PADEF,2019-03-04T08:11:00.000Z,TAS,0,0,-25,EST,-18000000,EQUITY
IFCNF,2019-03-05T01:09:00.000Z,TAS,5.88,5.35,-9.03,UTC,0,EQUITY
ASHTY,2019-03-05T02:01:00.000Z,TAS,37.1,39.8,7.28,EST,-18000000,EQUITY
AFH,2019-03-04T16:06:00.000Z,TAS,0.47,-4.36,-1033.62,UTC,0,EQUITY
FEIOF,2019-03-05T01:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
USAS,2019-03-04T07:00:00.000Z,TAS,0.01,,,EST,-18000000,EQUITY
ASPCF,2019-03-04T18:37:00.000Z,TAS,-0.01,-0.02,-100,EST,-18000000,EQUITY
ASPCD,2019-03-04T18:37:00.000Z,TAS,-2,-4,-100,EST,-18000000,EQUITY
GRBK,2019-03-04T16:14:00.000Z,TAS,0.26,0.29,13.28,EST,-18000000,EQUITY
BBQ,2019-03-04T16:08:00.000Z,TAS,0.06,0.13,116.67,EST,-18000000,EQUITY
BRBOF,2019-03-04T06:35:00.000Z,TAS,,,,EST,-18000000,EQUITY
BCRX,2019-03-04T07:29:00.000Z,TAS,-0.25,-0.25,0.79,EST,-18000000,EQUITY
SRBCF,2019-03-04T19:57:00.000Z,TAS,,,,EST,-18000000,EQUITY
BEST,2019-03-05T04:16:00.000Z,TAS,-0.04,0.05,231.58,EST,-18000000,EQUITY
HBP,2019-03-04T19:10:00.000Z,TAS,,,,EST,-18000000,EQUITY
BLBRF,2019-03-04T19:40:00.000Z,TAS,0.11,0.07,-39.45,EST,-18000000,EQUITY
EMOTF,2019-03-04T12:32:00.000Z,TAS,,,,EST,-18000000,EQUITY
PKOH,2019-03-04T16:18:00.000Z,TAS,0.89,1.2,34.38,EST,-18000000,EQUITY
OCCI,2019-03-04T17:05:00.000Z,TAS,,0.4,,EST,-18000000,EQUITY
SINA,2019-03-05T04:30:00.000Z,TAS,0.74,0.8,8.7,UTC,0,EQUITY
STRL,2019-03-04T16:43:00.000Z,TAS,0.19,0.21,10.53,EST,-18000000,EQUITY
