ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
CONXF,Nickel 28 Capital Corp.,2020-06-22T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ACSYF,Accsys Technologies PLC,2020-06-23T02:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
XAIR,"Beyond Air, Inc.",2020-06-22T16:01:00.000Z,TAS,-0.38,-0.36,6.49,EDT,-14400000,EQUITY
AYLA,"Ayala Pharmaceuticals, Inc.",2020-06-22T08:00:00.000Z,TAS,-0.76,-1.32,-74.6,EDT,-14400000,EQUITY
NTCPF,NorthIsle Copper and Gold Inc.,2020-06-22T14:42:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARKR,Ark Restaurants Corp.,2020-06-22T16:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IOTS,Adesto Technologies Corporation,2020-06-22T08:18:00.000Z,TAS,-0.01,-0.18,-2150,UTC,0,EQUITY
GNBT,Generex Biotechnology Corporation,2020-06-22T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PROG,"Biora Therapeutics, Inc.",2020-06-22T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WESMF,West Mining Corp.,2020-06-22T17:41:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGIPF,"Sugi Holdings Co.,Ltd.",2020-06-23T02:30:00.000Z,TAS,85.34,100.19,17.4,EDT,-14400000,EQUITY
IVR-PC,Invesco Mortgage Capital Inc.,2020-06-22T16:15:00.000Z,TAS,0.24,-10.38,-4371.6,EDT,-14400000,EQUITY
IVR,Invesco Mortgage Capital Inc.,2020-06-22T16:15:00.000Z,TAS,0.24,-10.38,-4371.6,EDT,-14400000,EQUITY
MCF,Contango Oil & Gas Company,2020-06-22T08:00:00.000Z,TAS,-0.1,-0.8,-700,UTC,0,EQUITY
GUNGF,"GungHo Online Entertainment, Inc.",2020-06-23T02:10:00.000Z,TAS,,49.11,,EDT,-14400000,EQUITY
EBF,"Ennis, Inc.",2020-06-22T06:00:00.000Z,TAS,0.12,0.16,33.33,EDT,-14400000,EQUITY
ORXPF,Forza Petroleum Limited,2020-06-22T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RLGHF,RHT Health Trust,2020-06-22T10:20:00.000Z,TAS,,,,UTC,0,EQUITY
MEDXF,Medexus Pharmaceuticals Inc.,2020-06-22T17:15:00.000Z,TAS,-0.06,-0.11,-67.19,EDT,-14400000,EQUITY
PDDPF,Medexus Pharmaceuticals Inc.,2020-06-22T17:15:00.000Z,TAS,-0.09,-0.15,-72.41,UTC,0,EQUITY
WTI,"W&T Offshore, Inc.",2020-06-22T16:45:00.000Z,TAS,0.02,0.04,81.82,EDT,-14400000,EQUITY
NNVC,"NanoViricides, Inc.",2020-06-22T16:33:00.000Z,TAS,,,,EDT,-14400000,EQUITY
