ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
HGDPF,SpareBank 1 Helgeland,2019-08-13T06:21:00.000Z,TAS,2.74,2.3,-15.9,EDT,-14400000,EQUITY
DPBSF,Dampskibsselskabet Norden A/S,2019-08-14T02:19:00.000Z,TAS,0.35,-0.27,-177.14,EDT,-14400000,EQUITY
THQQF,Embracer Group AB (publ),2019-08-14T00:28:00.000Z,TAS,0.46,0.17,-62.06,EDT,-14400000,EQUITY
EOVBF,AirTrip Corp.,2019-08-14T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HXGCF,Hexagon Composites ASA,2019-08-14T01:00:00.000Z,TAS,0.22,-0.12,-154.55,EDT,-14400000,EQUITY
HENOY,Henkel AG & Co. KGaA,2019-08-13T18:29:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LTMAQ,LATAM Airlines Group S.A.,2019-08-13T23:46:00.000Z,TAS,-0.15,-0.1,30.67,EDT,-14400000,EQUITY
NTXVF,Nexteer Automotive Group Limited,2019-08-13T06:29:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HLUKF,H. Lundbeck A/S,2019-08-13T06:32:00.000Z,TAS,4.33,3.96,-8.55,EDT,-14400000,EQUITY
NWEGF,Norwegian Finans Holding ASA,2019-08-14T01:00:00.000Z,TAS,2.49,2.54,2.17,UTC,0,EQUITY
GNMX,'Aevi Genomic Medicine, LLC',2019-08-13T16:04:00.000Z,TAS,-0.14,-0.13,7.14,UTC,0,EQUITY
ABSSF,AirBoss of America Corp.,2019-08-13T17:10:00.000Z,TAS,0.12,0.14,19.66,EDT,-14400000,EQUITY
BNRPF,Solon Eiendom ASA,2019-08-14T02:10:00.000Z,TAS,0.76,1.16,52.63,EDT,-14400000,EQUITY
APDN,'Applied DNA Sciences, Inc.',2019-08-13T16:05:00.000Z,TAS,-1,-1.6,-60,EDT,-14400000,EQUITY
ACER,Acer Therapeutics Inc.,2019-08-13T16:05:00.000Z,TAS,-0.78,-1.09,-39.39,EDT,-14400000,EQUITY
ATCMF,Atico Mining Corporation,2019-08-13T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ADIL,'Adial Pharmaceuticals, Inc.',2019-08-13T06:07:00.000Z,TAS,-0.18,-0.21,-16.67,EDT,-14400000,EQUITY
AVYA,Avaya Holdings Corp.,2019-08-13T07:00:00.000Z,TAS,0.67,1.13,67.66,EDT,-14400000,EQUITY
AXELF,Axel Springer SE,2019-08-14T02:14:00.000Z,TAS,0.96,0.63,-34.58,UTC,0,EQUITY
BCEL,'Atreca, Inc.',2019-08-13T16:04:00.000Z,TAS,-0.79,-3.67,-362.8,EDT,-14400000,EQUITY
ADPPF,Adler Group S.A.,2019-08-14T01:18:00.000Z,TAS,0.3,4.76,1498.66,EDT,-14400000,EQUITY
AERO,'Aerogrow International, Inc.',2019-08-13T17:00:00.000Z,TAS,,,,UTC,0,EQUITY
BRAGF,BAUER Aktiengesellschaft,2019-08-14T01:05:00.000Z,TAS,0.24,0.23,-4.22,EDT,-14400000,EQUITY
AXU,Alexco Resource Corp.,2019-08-13T19:37:00.000Z,TAS,-0.02,-0.01,50,EDT,-14400000,EQUITY
LAC,Lithium Americas Corp.,2019-08-13T18:33:00.000Z,TAS,-0.09,-0.09,0,EDT,-14400000,EQUITY
FSXXF,First Sensor AG,2019-08-14T03:07:00.000Z,TAS,,-0.18,,UTC,0,EQUITY
LTM,LATAM Airlines Group S.A.,2019-08-13T23:46:00.000Z,TAS,-0.15,-0.1,30.67,UTC,0,EQUITY
HKXCF,Hong Kong Exchanges and Clearing Limited,2019-08-14T00:20:00.000Z,TAS,2,2.06,3.15,EDT,-14400000,EQUITY
AAALF,Aareal Bank AG,2019-08-13T06:01:00.000Z,TAS,0.62,0.61,-1.61,EDT,-14400000,EQUITY
