ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
TVFCF,Télévision Française 1 Société anonyme,2019-07-24T11:45:00.000Z,TAS,0.31,,,EDT,-14400000,EQUITY
ACGYF,Subsea 7 S.A.,2019-07-25T02:00:00.000Z,TAS,0.08,0.09,8.43,EDT,-14400000,EQUITY
SUBCY,Subsea 7 S.A.,2019-07-25T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ELRMF,Electromagnetic Geoservices ASA,2019-07-25T01:30:00.000Z,TAS,,,,UTC,0,EQUITY
KALU,Kaiser Aluminum Corporation,2019-07-24T16:30:00.000Z,TAS,1.32,1.4,6.46,EDT,-14400000,EQUITY
KNNGF,KION GROUP AG,2019-07-25T00:57:00.000Z,TAS,1.08,1.29,19.78,EDT,-14400000,EQUITY
TSCRF,Score Media and Gaming Inc.,2019-07-24T16:12:00.000Z,TAS,0,-0.01,-100,UTC,0,EQUITY
STOHF,Equinor ASA,2019-07-25T01:32:00.000Z,TAS,0.37,0.34,-8.85,EDT,-14400000,EQUITY
VLKPF,Volkswagen AG,2019-07-25T01:58:00.000Z,TAS,7.7,7.91,2.75,EDT,-14400000,EQUITY
APH,Amphenol Corporation,2019-07-24T08:00:00.000Z,TAS,0.46,0.46,-0.86,EDT,-14400000,EQUITY
AZMTF,Azimut Exploration Inc.,2019-07-24T16:27:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AGNC,AGNC Investment Corp.,2019-07-24T16:01:00.000Z,TAS,0.5,0.49,-2.58,EDT,-14400000,EQUITY
ALARF,Alaris Equity Partners Income Trust,2019-07-24T17:07:00.000Z,TAS,0.38,0.6,57.89,UTC,0,EQUITY
ASGN,ASGN Incorporated,2019-07-24T16:15:00.000Z,TAS,1.19,1.18,-0.76,EDT,-14400000,EQUITY
AUOTY,AU Optronics Corp.,2019-07-25T02:19:00.000Z,TAS,-0.06,-0.09,-50,EDT,-14400000,EQUITY
DBOEF,Deutsche Börse AG,2019-07-24T13:05:00.000Z,TAS,1.54,1.58,2.4,EDT,-14400000,EQUITY
GAERF,'Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.',2019-07-24T19:45:00.000Z,TAS,2.08,2.16,4,EDT,-14400000,EQUITY
PKG,Packaging Corporation of America,2019-07-24T17:40:00.000Z,TAS,2.03,2.04,0.39,EDT,-14400000,EQUITY
LOIMF,Loomis AB (publ),2019-07-25T02:00:00.000Z,TAS,5.53,5.57,0.78,EDT,-14400000,EQUITY
