ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
SCGLY,Société Générale Société anonyme,2020-08-03T00:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MTUAF,MTU Aero Engines AG,2020-08-03T02:23:00.000Z,TAS,0.91,0.63,-30.77,EDT,-14400000,EQUITY
KMERF,"Komercní banka, a.s.",2020-08-03T01:19:00.000Z,TAS,10.58,9.42,-10.94,EDT,-14400000,EQUITY
SCGLF,Société Générale Société anonyme,2020-08-03T00:44:00.000Z,TAS,-0.13,-0.31,-134.85,EDT,-14400000,EQUITY
JPNRF,"Japan Airlines Co., Ltd.",2020-08-03T02:00:00.000Z,TAS,-254.61,-278.06,-9.21,EDT,-14400000,EQUITY
MTUAY,MTU Aero Engines AG,2020-08-03T02:23:00.000Z,TAS,0.91,0.63,-30.77,EDT,-14400000,EQUITY
DFRYF,Dufry AG,2020-08-03T00:36:00.000Z,TAS,-4.94,,,EDT,-14400000,EQUITY
GMBKF,"The Gunma Bank, Ltd.",2020-08-03T02:30:00.000Z,TAS,,13.09,,UTC,0,EQUITY
MTPOF,Metropolitan Bank & Trust Company,2020-08-02T21:40:00.000Z,TAS,0.74,0.67,-9.21,EDT,-14400000,EQUITY
UNJCF,"Unicaja Banco, S.A.",2020-08-03T02:00:00.000Z,TAS,0.01,0.01,0,EDT,-14400000,EQUITY
ESALY,"Eisai Co., Ltd.",2020-08-02T23:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NPPMF,"Nippon Light Metal Holdings Company, Ltd.",2020-08-03T01:03:00.000Z,TAS,,20.6,,UTC,0,EQUITY
HIZOF,Hitachi Zosen Corporation,2020-08-03T02:00:00.000Z,TAS,,-21.65,,EDT,-14400000,EQUITY
SZKMF,Suzuki Motor Corporation,2020-08-03T02:00:00.000Z,TAS,-44.45,3.63,108.17,EDT,-14400000,EQUITY
KSPHF,"Kissei Pharmaceutical Co., Ltd.",2020-08-03T02:00:00.000Z,TAS,17.05,36.94,116.66,EDT,-14400000,EQUITY
NICFF,Nichias Corporation,2020-08-03T02:00:00.000Z,TAS,,27.58,,EDT,-14400000,EQUITY
SZKMY,Suzuki Motor Corporation,2020-08-03T02:00:00.000Z,TAS,-44.45,3.63,108.17,EDT,-14400000,EQUITY
