ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
APTTF,2019-11-10T11:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
HAZAF,2019-11-11T00:01:00.000Z,TAS,,30.23,,EST,-18000000,EQUITY
LBTSF,2019-11-11T01:46:00.000Z,TAS,0.16,0.2,30.77,EST,-18000000,EQUITY
PBBGF,2019-11-11T02:05:00.000Z,TAS,,0.39,,EST,-18000000,EQUITY
TNXXF,2019-11-11T01:55:00.000Z,TAS,0.87,1.05,20.69,EST,-18000000,EQUITY
QSCGF,2019-11-11T01:30:00.000Z,TAS,-0.05,-0.02,58,EST,-18000000,EQUITY
LPKFF,2019-11-11T02:00:00.000Z,TAS,0.12,0.15,25,EST,-18000000,EQUITY
TMVWF,2019-11-11T04:55:00.000Z,TAS,,,,EST,-18000000,EQUITY
OITAF,2019-11-11T01:00:00.000Z,TAS,,6.38,,EST,-18000000,EQUITY
NPAKF,2019-11-11T02:00:00.000Z,TAS,,9.73,,UTC,0,EQUITY
BNGYF,2019-11-11T01:20:00.000Z,TAS,,70.35,,UTC,0,EQUITY
CHBAF,2019-11-11T01:00:00.000Z,TAS,18.41,18.04,-2.01,EST,-18000000,EQUITY
SRNXF,2019-11-11T01:08:00.000Z,TAS,,1.04,,EST,-18000000,EQUITY
USSJF,2019-11-11T01:40:00.000Z,TAS,25.2,23.91,-5.12,EST,-18000000,EQUITY
TWAPF,2019-11-11T01:00:00.000Z,TAS,,67.09,,EST,-18000000,EQUITY
MIESF,2019-11-10T23:00:00.000Z,TAS,,-851.79,,EST,-18000000,EQUITY
OYOCF,2019-11-11T00:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
OBYCF,2019-11-10T22:00:00.000Z,TAS,39.1,47.49,21.46,EST,-18000000,EQUITY
XZJCF,2019-11-11T01:00:00.000Z,TAS,,-13.17,,EST,-18000000,EQUITY
SKKAF,2019-11-11T01:00:00.000Z,TAS,,754.53,,EST,-18000000,EQUITY
TOKUF,2019-11-11T00:30:00.000Z,TAS,,26.07,,EST,-18000000,EQUITY
CCRDF,2019-11-11T01:00:00.000Z,TAS,12.96,12.46,-3.86,EST,-18000000,EQUITY
CUYRF,2019-11-10T23:20:00.000Z,TAS,,75.03,,EST,-18000000,EQUITY
VCHYF,2019-11-11T01:30:00.000Z,TAS,186.2,165.79,-10.96,EST,-18000000,EQUITY
FUAIF,2019-11-11T02:00:00.000Z,TAS,,-19.88,,UTC,0,EQUITY
DBSDF,2019-11-10T17:39:00.000Z,TAS,0.6,0.64,6.17,EST,-18000000,EQUITY
DLGEF,2019-11-11T01:30:00.000Z,TAS,,79.33,,EST,-18000000,EQUITY
HKUOF,2019-11-11T01:00:00.000Z,TAS,23.42,46.06,96.67,EST,-18000000,EQUITY
TDGDF,2019-11-11T00:18:00.000Z,TAS,,,,UTC,0,EQUITY
SGGKF,2019-11-10T18:21:00.000Z,TAS,0.04,0.04,0,EST,-18000000,EQUITY
MEBUF,2019-11-11T01:00:00.000Z,TAS,,9.28,,EST,-18000000,EQUITY
MRCHF,2019-11-11T01:00:00.000Z,TAS,,24.38,,EST,-18000000,EQUITY
KNNNF,2019-11-11T02:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
VODAF,2019-11-11T00:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
HPHTF,2019-11-11T01:30:00.000Z,TAS,28.65,30.24,5.55,EST,-18000000,EQUITY
HRIBF,2019-11-11T01:00:00.000Z,TAS,79.15,62.97,-20.45,EST,-18000000,EQUITY
HRSMF,2019-11-11T01:30:00.000Z,TAS,,20.97,,UTC,0,EQUITY
TONPF,2019-11-11T01:00:00.000Z,TAS,,203.62,,EST,-18000000,EQUITY
PIRS,2019-11-11T02:00:00.000Z,TAS,-0.23,-0.05,78.26,EST,-18000000,EQUITY
KTWIF,2019-11-11T01:00:00.000Z,TAS,,55.44,,EST,-18000000,EQUITY
JPSWF,2019-11-11T01:00:00.000Z,TAS,,-14.67,,UTC,0,EQUITY
SILLF,2019-11-10T08:59:00.000Z,TAS,,,,EST,-18000000,EQUITY
RYBIF,2019-11-10T23:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
YGEQF,2019-11-10T22:02:00.000Z,TAS,4.53,4.71,4.07,UTC,0,EQUITY
