ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
STRYF,Storytel AB (publ),2019-08-13T02:00:00.000Z,TAS,-0.96,-1.2,-25,EDT,-14400000,EQUITY
HENOF,Henkel AG & Co. KGaA,2019-08-13T01:58:00.000Z,TAS,1.45,1.43,-1.52,EDT,-14400000,EQUITY
WBRBY,Wienerberger AG,2019-08-13T01:35:00.000Z,TAS,,0.87,,EDT,-14400000,EQUITY
ALSRF,alstria office REIT-AG,2019-08-12T19:31:00.000Z,TAS,0.16,1.26,687.5,EDT,-14400000,EQUITY
AZRE,Azure Power Global Limited,2019-08-12T06:00:00.000Z,TAS,0.11,0.03,-71.7,EDT,-14400000,EQUITY
APTX,Aptinyx Inc.,2019-08-12T06:33:00.000Z,TAS,-0.52,-0.36,30.5,EDT,-14400000,EQUITY
PRXXF,Paradox Interactive AB (publ),2019-08-13T02:00:00.000Z,TAS,1.25,1.14,-8.8,EDT,-14400000,EQUITY
MTTRY,Ceconomy AG,2019-08-13T03:51:00.000Z,TAS,-0.11,-0.13,-18.18,EDT,-14400000,EQUITY
AYYLF,Ayala Corporation,2019-08-13T01:26:00.000Z,TAS,14.86,46.81,215.11,EDT,-14400000,EQUITY
CCHBF,Coca-Cola HBC AG,2019-08-12T05:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AKBLF,ALK-Abelló A/S,2019-08-13T01:29:00.000Z,TAS,-2.28,-8.8,-285.96,EDT,-14400000,EQUITY
DFDDF,DFDS A/S,2019-08-13T02:08:00.000Z,TAS,,7.55,,EDT,-14400000,EQUITY
CRAYF,Crayon Group Holding ASA,2019-08-13T01:12:00.000Z,TAS,0.86,0.57,-33.8,EDT,-14400000,EQUITY
MANZF,Manz AG,2019-08-13T01:33:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PSZKF,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,2019-08-13T01:08:00.000Z,TAS,0.91,0.97,6.59,EDT,-14400000,EQUITY
CZAVF,"CEZ, a. s.",2019-08-13T02:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MTAGF,Ceconomy AG,2019-08-13T03:51:00.000Z,TAS,-0.11,-0.13,-18.18,EDT,-14400000,EQUITY
CMTSY,Cementos Argos S.A.,2019-08-12T17:43:00.000Z,TAS,,,,UTC,0,EQUITY
BBAR,Banco BBVA Argentina S.A.,2019-08-12T11:51:00.000Z,TAS,0.38,0.76,98.43,EDT,-14400000,EQUITY
