ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
SPRBF,2019-08-06T08:53:00.000Z,TAS,2.4,4.5,87.34,EDT,-14400000,EQUITY
FPLSF,2019-08-06T17:23:00.000Z,TAS,0.02,0.02,11.11,EDT,-14400000,EQUITY
JOBS,2019-08-06T08:01:00.000Z,TAS,4.78,5.9,23.41,EDT,-14400000,EQUITY
LILA,2019-08-06T16:35:00.000Z,TAS,-0.01,-0.64,-6300,EDT,-14400000,EQUITY
GCP,2019-08-06T17:00:00.000Z,TAS,0.3,0.19,-36.24,EDT,-14400000,EQUITY
LILRV,2019-08-06T16:35:00.000Z,TAS,-0.01,-0.64,-6300,UTC,0,EQUITY
Y,2019-08-06T16:22:00.000Z,TAS,10.14,12.4,22.32,EDT,-14400000,EQUITY
KAR,2019-08-06T16:15:00.000Z,TAS,0.37,0.3,-18.03,EDT,-14400000,EQUITY
WMC,2019-08-06T17:00:00.000Z,TAS,0.32,0.31,-3.13,EDT,-14400000,EQUITY
ANDE,2019-08-06T16:05:00.000Z,TAS,0.52,0.98,87.38,EDT,-14400000,EQUITY
APRN,2019-08-06T07:00:00.000Z,TAS,-1.08,-0.59,45.57,EDT,-14400000,EQUITY
AGLE,2019-08-06T08:01:00.000Z,TAS,-0.49,-0.55,-12.94,EDT,-14400000,EQUITY
AMSC,2019-08-06T16:05:00.000Z,TAS,-0.31,-0.3,2.28,EDT,-14400000,EQUITY
AVTR-PA,2019-08-06T06:00:00.000Z,TAS,0.17,0.14,-16.67,EDT,-14400000,EQUITY
AVD,2019-08-06T16:16:00.000Z,TAS,0.12,0.11,-9.84,EDT,-14400000,EQUITY
ACLS,2019-08-06T16:01:00.000Z,TAS,-0.03,0.02,171.43,EDT,-14400000,EQUITY
BDRFF,2019-08-06T05:07:00.000Z,TAS,,1.81,,EDT,-14400000,EQUITY
AINV,2019-08-06T16:00:00.000Z,TAS,0.46,0.5,9.41,EDT,-14400000,EQUITY
KUKAF,2019-08-06T04:00:00.000Z,TAS,,0.45,,EDT,-14400000,EQUITY
DPSGY,2019-08-06T05:51:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LILAR,2019-08-06T16:35:00.000Z,TAS,-0.01,-0.64,-6300,UTC,0,EQUITY
PAIOF,2019-08-07T02:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STAY,2019-08-06T16:30:00.000Z,TAS,0.33,0.32,-2.14,UTC,0,EQUITY
VARGF,2019-08-06T05:20:00.000Z,TAS,,0.26,,EDT,-14400000,EQUITY
AFI,2019-08-06T07:00:00.000Z,TAS,0.14,0.36,148.28,EDT,-14400000,EQUITY
AFG,2019-08-06T17:44:00.000Z,TAS,2.06,2.12,2.71,EDT,-14400000,EQUITY
AGESF,2019-08-07T01:30:00.000Z,TAS,1.43,1.83,27.7,EDT,-14400000,EQUITY
ADT,2019-08-06T16:22:00.000Z,TAS,0.16,0.19,21.79,EDT,-14400000,EQUITY
