ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ARHUF,2021-04-23T05:15:00.000Z,TAS,1.56,1.56,0.32,EDT,-14400000,EQUITY
VLRS,2021-04-23T06:32:00.000Z,TAS,-0.52,-0.31,40.5,EDT,-14400000,EQUITY
AZZ,2021-04-23T06:30:00.000Z,TAS,0.57,0.62,8.2,EDT,-14400000,EQUITY
ALV,2021-04-23T06:05:00.000Z,TAS,1.42,1.79,25.88,EDT,-14400000,EQUITY
APGOF,2021-04-23T13:47:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OMMSF,2021-04-23T11:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AXP,2021-04-23T07:00:00.000Z,TAS,1.61,2.74,70.08,EDT,-14400000,EQUITY
CTTRF,2021-04-23T06:32:00.000Z,TAS,-1.27,-0.63,50.39,UTC,0,EQUITY
AGGFF,2021-04-23T16:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PBCRF,2021-04-23T13:41:00.000Z,TAS,54.06,57.2,5.8,EDT,-14400000,EQUITY
SWDAF,2021-04-23T04:19:00.000Z,TAS,0.22,0.23,3.6,EDT,-14400000,EQUITY
FSRL,2021-04-23T08:30:00.000Z,TAS,0.27,0.21,-22.22,EDT,-14400000,EQUITY
GCBC,2021-04-23T11:27:00.000Z,TAS,,,,EDT,-14400000,EQUITY
UBSI,2021-04-23T07:50:00.000Z,TAS,0.73,0.83,14.48,EDT,-14400000,EQUITY
CIVB,2021-04-23T08:30:00.000Z,TAS,0.68,0.68,0,EDT,-14400000,EQUITY
SBSI,2021-04-23T06:00:00.000Z,TAS,0.69,1.04,51.82,EDT,-14400000,EQUITY
CBB,2021-04-23T16:34:00.000Z,TAS,-0.11,-0.11,0,UTC,0,EQUITY
MCBS,2021-04-23T09:56:00.000Z,TAS,0.41,0.5,21.95,EDT,-14400000,EQUITY
PBIP,2021-04-23T16:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CIHHF,2021-04-23T05:05:00.000Z,TAS,1.11,1.27,14.41,EDT,-14400000,EQUITY
RGDFF,2021-04-23T14:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PLMNF,2021-04-23T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KMB,2021-04-23T07:30:00.000Z,TAS,1.93,1.8,-6.54,EDT,-14400000,EQUITY
SXT,2021-04-23T06:55:00.000Z,TAS,0.74,0.77,4.05,EDT,-14400000,EQUITY
RF,2021-04-23T06:00:00.000Z,TAS,0.47,0.63,32.91,EDT,-14400000,EQUITY
GTGDF,2021-04-23T16:51:00.000Z,TAS,,,,UTC,0,EQUITY
GNTX,2021-04-23T08:02:00.000Z,TAS,0.49,0.46,-5.35,EDT,-14400000,EQUITY
CZFS,2021-04-23T16:05:00.000Z,TAS,1.57,2.14,35.9,EDT,-14400000,EQUITY
CRBKF,2021-04-23T09:47:00.000Z,TAS,-0.05,-0.18,-260,EDT,-14400000,EQUITY
PRK,2021-04-23T16:15:00.000Z,TAS,2.05,2.61,27.32,EDT,-14400000,EQUITY
PFIS,2021-04-23T10:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TCFC,2021-04-23T19:45:00.000Z,TAS,0.93,1.07,15.05,EDT,-14400000,EQUITY
MSMGF,2021-04-23T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TBXXF,2021-04-23T18:59:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SFOSF,2021-04-24T00:42:00.000Z,TAS,0.55,0.33,-40,EDT,-14400000,EQUITY
IMCC,2021-04-23T04:55:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LMEFF,2021-04-23T15:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FHB,2021-04-23T08:00:00.000Z,TAS,0.44,0.44,-0.68,EDT,-14400000,EQUITY
FSLUF,2021-04-23T08:35:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GVXXF,2021-04-23T18:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HON,2021-04-23T06:50:00.000Z,TAS,1.8,1.92,6.84,EDT,-14400000,EQUITY
TOPS,2021-04-23T17:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RAIN,2021-04-23T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VERA,2021-04-23T17:16:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KNBE,2021-04-23T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SLB,2021-04-23T06:50:00.000Z,TAS,0.19,0.21,12.9,EDT,-14400000,EQUITY
TKFTF,2021-04-23T12:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
