ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
FDMDF,2020-08-28T19:58:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPA,2020-08-28T08:00:00.000Z,TAS,,-0.05,,EDT,-14400000,EQUITY
ANGGF,2020-08-28T10:37:00.000Z,TAS,0.05,0.02,-56,EDT,-14400000,EQUITY
CBWTF,2020-08-28T07:05:00.000Z,TAS,0,-0.04,,EDT,-14400000,EQUITY
IPATF,2020-08-28T08:00:00.000Z,TAS,,-0.05,,UTC,0,EQUITY
SNDVF,2020-08-28T09:02:00.000Z,TAS,,3.1,,EDT,-14400000,EQUITY
ASCLF,2020-08-28T06:31:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AUXXF,2020-08-28T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AIRYY,2020-08-28T08:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPATD,2020-08-28T08:00:00.000Z,TAS,,-0.05,,UTC,0,EQUITY
ARSMF,2020-08-28T09:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BRKCF,2020-08-28T16:57:00.000Z,TAS,-0.01,-0.01,23.08,EDT,-14400000,EQUITY
BIOIF,2020-08-28T04:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BIG,2020-08-28T06:00:00.000Z,TAS,2.7,2.75,1.81,EDT,-14400000,EQUITY
BFARF,2020-08-28T07:00:00.000Z,TAS,,,,UTC,0,EQUITY
CLGN,2020-08-28T07:00:00.000Z,TAS,-0.15,-0.28,-80.65,EDT,-14400000,EQUITY
CGMBF,2020-08-28T07:12:00.000Z,TAS,0.39,0.23,-41.03,EDT,-14400000,EQUITY
CIMDF,2020-08-28T05:26:00.000Z,TAS,0.07,0.03,-57.58,EDT,-14400000,EQUITY
CIHPF,2020-08-28T05:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BITF,2020-08-28T07:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DMGGF,2020-08-28T15:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
YTLPF,2020-08-28T07:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LEGN,2020-08-28T16:34:00.000Z,TAS,-0.26,-1.26,-384.62,EDT,-14400000,EQUITY
CBWBF,2020-08-28T06:00:00.000Z,TAS,0.58,0.74,27.37,EDT,-14400000,EQUITY
BSENF,2020-08-28T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BKFCF,2020-08-28T04:30:00.000Z,TAS,0.31,0.21,-31.15,EDT,-14400000,EQUITY
REGRF,2020-08-28T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SBMFF,2020-08-28T04:38:00.000Z,TAS,0.04,0.05,24.32,EDT,-14400000,EQUITY
YTLCF,2020-08-28T07:31:00.000Z,TAS,,,,UTC,0,EQUITY
CIHHF,2020-08-28T05:23:00.000Z,TAS,1.14,0.87,-23.68,EDT,-14400000,EQUITY
FNNZF,2020-08-28T18:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OILCF,2020-08-28T13:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
QIHCF,2020-08-28T07:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KDKCF,2020-08-28T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NULGF,2020-08-28T15:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CICOF,2020-08-28T10:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGML,2020-08-28T17:00:00.000Z,TAS,-0.01,0,100,EDT,-14400000,EQUITY
TOUR,2020-08-28T06:02:00.000Z,TAS,,-0.35,,EDT,-14400000,EQUITY
NRGOF,2020-08-28T08:00:00.000Z,TAS,-0.01,-0.01,0,EDT,-14400000,EQUITY
HTNGF,2020-08-28T10:30:00.000Z,TAS,0.2,0.28,40,EDT,-14400000,EQUITY
CFNCF,2020-08-28T16:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EEMMF,2020-08-28T11:42:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RZREF,2020-08-28T04:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGMLF,2020-08-28T17:00:00.000Z,TAS,-0.01,0,100,UTC,0,EQUITY
PHOJY,2020-08-28T05:01:00.000Z,TAS,18.51,17.64,-4.69,EDT,-14400000,EQUITY
XJNGF,2020-08-28T12:26:00.000Z,TAS,0.36,0.11,-68.61,EDT,-14400000,EQUITY
