ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AVAV,'AeroVironment, Inc.',2018-06-26T16:10:00.000Z,TAS,0.54,0.77,42.07,EDT,-14400000,EQUITY
ASLRF,Alien Metals Ltd,2018-06-26T12:24:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CO,Global Cord Blood Corporation,2018-06-26T16:16:00.000Z,TAS,0.13,0.04,-68.99,EDT,-14400000,EQUITY
NTGN,BioNTech US Inc.,2018-06-26T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
CAG,'Conagra Brands, Inc.',2018-06-27T02:37:00.000Z,TAS,0.44,0.5,14.68,EDT,-14400000,EQUITY
SRBCF,Sirona Biochem Corp.,2018-06-26T16:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BIOAF,Bioasis Technologies Inc.,2018-06-26T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ESGC,Eros STX Global Corporation,2018-06-27T03:34:00.000Z,TAS,0.14,0.05,-61.48,EDT,-14400000,EQUITY
DAC,Danaos Corporation,2018-06-26T16:30:00.000Z,TAS,2.52,3.5,38.89,EDT,-14400000,EQUITY
JKS,'JinkoSolar Holding Co., Ltd.',2018-06-26T06:30:00.000Z,TAS,0.24,0.05,-79.57,EDT,-14400000,EQUITY
CHUCD,'Charlie's Holdings, Inc.',2018-06-26T15:51:00.000Z,TAS,,,,UTC,0,EQUITY
EROS,Eros STX Global Corporation,2018-06-27T03:34:00.000Z,TAS,0.14,0.05,-61.48,UTC,0,EQUITY
BKBEF,Pipestone Energy Corp.,2018-06-26T18:47:00.000Z,TAS,0,0,,EDT,-14400000,EQUITY
YUMSF,'Demae-Can Co.,Ltd',2018-06-27T03:00:00.000Z,TAS,,4.04,,EDT,-14400000,EQUITY
CHUC,'Charlie's Holdings, Inc.',2018-06-26T15:51:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CIDM,Cinedigm Corp.,2018-06-26T06:26:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LEN-B,Lennar Corporation,2018-06-26T06:00:00.000Z,TAS,0.45,0.94,111.24,EDT,-14400000,EQUITY
LCUAF,Le Château Inc.,2018-06-26T17:00:00.000Z,TAS,,,,UTC,0,EQUITY
LEN,Lennar Corporation,2018-06-26T06:00:00.000Z,TAS,0.45,0.94,111.24,EDT,-14400000,EQUITY
ICPBF,Inscape Corporation,2018-06-26T17:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TYPFF,Goldflare Exploration Inc.,2018-06-26T16:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FDS,FactSet Research Systems Inc.,2018-06-26T07:14:00.000Z,TAS,2.13,2.18,2.2,EDT,-14400000,EQUITY
SCHN,'Schnitzer Steel Industries, Inc.',2018-06-26T08:39:00.000Z,TAS,1.18,1.26,6.69,EDT,-14400000,EQUITY
INFO,IHS Markit Ltd.,2018-06-26T06:00:00.000Z,TAS,0.57,0.61,7.02,UTC,0,EQUITY
VTGN,'VistaGen Therapeutics, Inc.',2018-06-26T17:19:00.000Z,TAS,-0.41,-0.09,78.31,EDT,-14400000,EQUITY
LMRMF,Lomiko Metals Inc.,2018-06-26T16:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
