ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
HGHAF,High Arctic Energy Services Inc,2018-08-09T17:00:00.000Z,TAS,0.04,0.04,5.26,EDT,-14400000,EQUITY
ULKBF,Ulker Biskuvi Sanayi A.S.,2018-08-09T15:17:00.000Z,TAS,0.31,0.71,129.03,UTC,0,EQUITY
VRML,Aspira Women's Health Inc.,2018-08-09T16:01:00.000Z,TAS,-0.04,-0.04,0,UTC,0,EQUITY
NOG,'Northern Oil and Gas, Inc.',2018-08-09T06:00:00.000Z,TAS,0.08,0.09,11.11,EDT,-14400000,EQUITY
MPAA,'Motorcar Parts of America, Inc.',2018-08-09T08:00:00.000Z,TAS,0.21,0.15,-27.88,EDT,-14400000,EQUITY
NVZMF,Novozymes A/S,2018-08-10T02:05:00.000Z,TAS,2.62,2.65,1.15,EDT,-14400000,EQUITY
AWTRF,Air Water Inc.,2018-08-10T02:00:00.000Z,TAS,27.6,29.17,5.69,EDT,-14400000,EQUITY
AGLE,'Aeglea BioTherapeutics, Inc.',2018-08-09T08:00:00.000Z,TAS,-0.38,-0.46,-22.34,EDT,-14400000,EQUITY
AGM-PE,Federal Agricultural Mortgage Corporation,2018-08-09T08:00:00.000Z,TAS,2.05,1.95,-4.88,EDT,-14400000,EQUITY
AHOTF,American Hotel Income Properties REIT LP,2018-08-09T20:05:00.000Z,TAS,0.05,0.11,120,EDT,-14400000,EQUITY
AWH,Aspira Women's Health Inc.,2018-08-09T16:01:00.000Z,TAS,-0.04,-0.04,0,EDT,-14400000,EQUITY
AVYA,Avaya Holdings Corp.,2018-08-09T07:30:00.000Z,TAS,0.77,0.73,-5.07,EDT,-14400000,EQUITY
BRAGF,BAUER Aktiengesellschaft,2018-08-10T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ABIO,'ARCA biopharma, Inc.',2018-08-09T16:15:00.000Z,TAS,-3.96,-2.7,31.82,EDT,-14400000,EQUITY
ACET,'Adicet Bio, Inc.',2018-08-09T08:00:00.000Z,TAS,-0.42,-0.48,-14.29,EDT,-14400000,EQUITY
ATXS,'Astria Therapeutics, Inc.',2018-08-09T08:05:00.000Z,TAS,-2.34,-2,14.42,EDT,-14400000,EQUITY
AL,Air Lease Corporation,2018-08-09T16:00:00.000Z,TAS,1.04,1.04,0.39,EDT,-14400000,EQUITY
AFINP,'American Finance Trust, Inc.',2018-08-09T06:50:00.000Z,TAS,,,,UTC,0,EQUITY
CZMWY,Carl Zeiss Meditec AG,2018-08-10T01:03:00.000Z,TAS,0.33,0.29,-12.12,EDT,-14400000,EQUITY
IEA,'Infrastructure and Energy Alternatives, Inc.',2018-08-09T08:30:00.000Z,TAS,0.33,0.14,-57.58,EDT,-14400000,EQUITY
TPLKF,PVA TePla AG,2018-08-10T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SAMZF,Samui Airport Property Fund (Leasehold),2018-08-09T10:14:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ABEO,Abeona Therapeutics Inc.,2018-08-09T16:20:00.000Z,TAS,-0.19,-0.25,-31.58,EDT,-14400000,EQUITY
ADMP,Adamis Pharmaceuticals Corporation,2018-08-09T16:29:00.000Z,TAS,-0.19,-0.29,-54.26,EDT,-14400000,EQUITY
AGGZF,Ag Growth International Inc.,2018-08-09T06:00:00.000Z,TAS,0.93,1.21,30.11,EDT,-14400000,EQUITY
AVXL,Anavex Life Sciences Corp.,2018-08-09T07:00:00.000Z,TAS,-0.1,-0.06,41.75,EDT,-14400000,EQUITY
ALTR,Altair Engineering Inc.,2018-08-09T16:05:00.000Z,TAS,0.04,0.05,25,EDT,-14400000,EQUITY
ASYS,'Amtech Systems, Inc.',2018-08-09T16:10:00.000Z,TAS,-0.1,0.33,440.21,EDT,-14400000,EQUITY
AGM,Federal Agricultural Mortgage Corporation,2018-08-09T08:00:00.000Z,TAS,2.05,1.95,-4.88,EDT,-14400000,EQUITY
AINC,Ashford Inc.,2018-08-09T16:27:00.000Z,TAS,1.97,3.6,82.74,EDT,-14400000,EQUITY
AQN,Algonquin Power & Utilities Corp.,2018-08-09T20:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
