ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
DMTRF,2019-09-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EQBBF,2019-09-12T12:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EQBBF,2019-09-13T02:04:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KMGLF,2019-09-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AOHLF,2019-09-12T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BSOLF,2019-09-12T12:14:00.000Z,TAS,,,,UTC,0,EQUITY
TRZBF,2019-09-12T07:00:00.000Z,TAS,0.03,0.15,354.55,EDT,-14400000,EQUITY
ADFJF,2019-09-12T07:42:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AMRK,2019-09-12T16:05:00.000Z,TAS,0.2,-0.12,-160,EDT,-14400000,EQUITY
MCFT,2019-09-12T08:00:00.000Z,TAS,0.81,0.85,5.2,EDT,-14400000,EQUITY
AVGO,2019-09-12T16:15:00.000Z,TAS,5.13,5.16,0.64,EDT,-14400000,EQUITY
BASFY,2019-09-12T15:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BOIVF,2019-09-12T11:41:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AVGOP,2019-09-12T16:15:00.000Z,TAS,5.13,5.16,0.64,EDT,-14400000,EQUITY
BFFAF,2019-09-12T15:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PCYG,2019-09-12T16:05:00.000Z,TAS,0.05,0,-100,EDT,-14400000,EQUITY
VNCE,2019-09-12T16:05:00.000Z,TAS,-0.19,0.08,142.11,EDT,-14400000,EQUITY
EMLAF,2019-09-12T06:00:00.000Z,TAS,0.48,0.49,2.08,EDT,-14400000,EQUITY
SNBIF,2019-09-13T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KR,2019-09-12T08:30:00.000Z,TAS,0.41,0.44,6.54,EDT,-14400000,EQUITY
ICPBF,2019-09-12T17:17:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DMCOF,2019-09-12T06:41:00.000Z,TAS,,-0.02,,EDT,-14400000,EQUITY
DLMAF,2019-09-12T07:00:00.000Z,TAS,0.46,0.45,-3.02,EDT,-14400000,EQUITY
VOTDF,2019-09-12T16:30:00.000Z,TAS,-0.02,0,100,EDT,-14400000,EQUITY
DLTH,2019-09-12T08:30:00.000Z,TAS,0.1,0.06,-42.31,EDT,-14400000,EQUITY
EGHSF,2019-09-12T17:00:00.000Z,TAS,0.26,0.27,4.65,EDT,-14400000,EQUITY
EXRTF,2019-09-12T08:29:00.000Z,TAS,,,,UTC,0,EQUITY
ELEAF,2019-09-12T11:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MMMB,2019-09-12T16:05:00.000Z,TAS,0.01,0.01,0,EDT,-14400000,EQUITY
IPHYF,2019-09-13T01:00:00.000Z,TAS,0.32,0.2,-37.5,EDT,-14400000,EQUITY
PTN,2019-09-12T07:30:00.000Z,TAS,-0.03,0.23,951.85,EDT,-14400000,EQUITY
PSTI,2019-09-12T16:11:00.000Z,TAS,-0.63,-0.63,0.47,EDT,-14400000,EQUITY
RLGT,2019-09-12T16:01:00.000Z,TAS,0.13,0.15,12.78,EDT,-14400000,EQUITY
RFIL,2019-09-12T16:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LPTH,2019-09-12T16:00:00.000Z,TAS,-0.04,-0.07,-75,EDT,-14400000,EQUITY
IPHA,2019-09-13T01:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IRCSF,2019-09-13T02:40:00.000Z,TAS,,,,UTC,0,EQUITY
