ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ALOT,"AstroNova, Inc.",2018-06-05T07:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ATEX,Anterix Inc.,2018-06-05T16:18:00.000Z,TAS,-0.57,-0.61,-7.02,EDT,-14400000,EQUITY
VLPNF,Voestalpine AG,2018-06-06T02:25:00.000Z,TAS,1.12,1.44,28.72,EDT,-14400000,EQUITY
AMBA,"Ambarella, Inc.",2018-06-05T16:10:00.000Z,TAS,0.09,0.13,49.43,EDT,-14400000,EQUITY
GIII,"G-III Apparel Group, Ltd.",2018-06-05T07:10:00.000Z,TAS,-0.05,0.22,507.41,EDT,-14400000,EQUITY
FBSFF,Fabasoft AG,2018-06-05T18:13:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",2018-06-05T16:10:00.000Z,TAS,0.37,0.41,12.33,EDT,-14400000,EQUITY
CNR,"Cornerstone Building Brands, Inc.",2018-06-05T16:15:00.000Z,TAS,0.18,0.25,38.89,EDT,-14400000,EQUITY
CHX,ChampionX Corporation,2018-06-05T06:08:00.000Z,TAS,0.32,0.34,4.94,EDT,-14400000,EQUITY
CHX-WI,ChampionX Holding Inc.,2018-06-05T06:08:00.000Z,TAS,0.32,0.34,4.94,UTC,0,EQUITY
APY,ChampionX Corporation,2018-06-05T06:08:00.000Z,TAS,0.32,0.34,4.94,UTC,0,EQUITY
FRAN,Francesca's Holdings Corporation,2018-06-05T07:30:00.000Z,TAS,-0.11,-1.32,-1122.22,UTC,0,EQUITY
IDT,IDT Corporation,2018-06-05T16:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NAV,Navistar International Corporation,2018-06-05T06:15:00.000Z,TAS,0.39,0.55,42.86,UTC,0,EQUITY
FRANQ,FHC Holdings Corporation,2018-06-05T07:30:00.000Z,TAS,-0.11,-1.32,-1122.22,UTC,0,EQUITY
HOFT,Hooker Furnishings Corporation,2018-06-05T08:05:00.000Z,TAS,0.48,0.61,27.08,EDT,-14400000,EQUITY
RTMAF,Reitmans (Canada) Limited,2018-06-05T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DLTH,Duluth Holdings Inc.,2018-06-05T09:00:00.000Z,TAS,-0.05,-0.02,62.96,EDT,-14400000,EQUITY
MMNFF,MedMen Enterprises Inc.,2018-06-05T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WKPPF,Workspace Group plc,2018-06-06T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RKIGF,Reko International Group Inc.,2018-06-05T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GWRE,"Guidewire Software, Inc.",2018-06-05T16:15:00.000Z,TAS,-0.01,0.05,725,EDT,-14400000,EQUITY
GCO,Genesco Inc.,2018-06-05T06:50:00.000Z,TAS,-0.07,-0.06,14.29,EDT,-14400000,EQUITY
HDS,"HD Supply Holdings, Inc.",2018-06-05T06:00:00.000Z,TAS,0.64,0.7,10.06,UTC,0,EQUITY
HUYA,HUYA Inc.,2018-06-05T17:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SMMT,Summit Therapeutics Inc.,2018-06-05T07:00:00.000Z,TAS,-0.75,-0.52,30.67,EDT,-14400000,EQUITY
MLAB,"Mesa Laboratories, Inc.",2018-06-05T07:11:00.000Z,TAS,0.84,1.08,29.34,EDT,-14400000,EQUITY
YY,JOYY Inc.,2018-06-05T18:00:00.000Z,TAS,9.66,10.78,11.55,EDT,-14400000,EQUITY
NEPT,Neptune Wellness Solutions Inc.,2018-06-05T17:10:00.000Z,TAS,-0.03,-0.02,33.33,EDT,-14400000,EQUITY
KNOP,KNOT Offshore Partners LP,2018-06-05T17:00:00.000Z,TAS,0.55,0.94,69.98,EDT,-14400000,EQUITY
