ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
SBRKF,SpareBank 1 SR-Bank ASA,2019-10-31T02:30:00.000Z,TAS,2.58,2.32,-10.18,EDT,-14400000,EQUITY
HGDPF,SpareBank 1 Helgeland,2019-10-30T07:13:00.000Z,TAS,2.57,2.48,-3.2,EDT,-14400000,EQUITY
DDD,3D Systems Corporation,2019-10-30T16:12:00.000Z,TAS,-0.05,-0.04,18.37,EDT,-14400000,EQUITY
EGHT,'8x8, Inc.',2019-10-30T16:05:00.000Z,TAS,-0.17,-0.16,5.88,EDT,-14400000,EQUITY
CSGKF,Credit Suisse Group AG,2019-10-30T05:43:00.000Z,TAS,0.32,0.34,7.94,EDT,-14400000,EQUITY
DRWKF,Drägerwerk AG & Co. KGaA,2019-10-30T07:34:00.000Z,TAS,,0.21,,EDT,-14400000,EQUITY
HASI,'Hannon Armstrong Sustainable Infrastructure Capital, Inc.',2019-10-30T16:15:00.000Z,TAS,0.35,0.38,8.57,EDT,-14400000,EQUITY
RGA,'Reinsurance Group of America, Incorporated',2019-10-30T16:15:00.000Z,TAS,3.5,4.02,14.96,EDT,-14400000,EQUITY
TKGBF,Turkiye Garanti Bankasi A.S.,2019-10-30T13:31:00.000Z,TAS,0.29,0.31,6.9,EDT,-14400000,EQUITY
EBKOF,Erste Group Bank AG,2019-10-30T08:16:00.000Z,TAS,,1.15,,EDT,-14400000,EQUITY
VLKPF,Volkswagen AG,2019-10-30T07:56:00.000Z,TAS,6.45,7.56,17.28,EDT,-14400000,EQUITY
INDFF,Indofood Agri Resources Ltd.,2019-10-30T18:28:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SWZCF,Swisscom AG,2019-10-31T03:55:00.000Z,TAS,7.35,7.74,5.31,EDT,-14400000,EQUITY
MOYFF,Mynaric AG,2019-10-31T03:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
XAN-PC,ACRES Commercial Realty Corp.,2019-10-30T18:08:00.000Z,TAS,0.28,0.31,10.71,UTC,0,EQUITY
