ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ELKEF,2019-02-12T01:06:00.000Z,TAS,1.22,0.64,-47.33,EST,-18000000,EQUITY
MPAA,2019-02-11T08:00:00.000Z,TAS,0.38,0.35,-7.89,EST,-18000000,EQUITY
TYEKF,2019-02-12T01:14:00.000Z,TAS,0.14,0.12,-16.08,EST,-18000000,EQUITY
MBGRF,2019-02-11T19:01:00.000Z,TAS,0.45,0.62,37.78,UTC,0,EQUITY
TTRKF,2019-02-11T15:17:00.000Z,TAS,,,,UTC,0,EQUITY
BRRGF,2019-02-12T01:00:00.000Z,TAS,-0.79,-0.92,-17.68,EST,-18000000,EQUITY
AIN,2019-02-11T17:05:00.000Z,TAS,0.74,0.74,0,EST,-18000000,EQUITY
AVYA,2019-02-11T07:39:00.000Z,TAS,0.88,0.98,11.36,EST,-18000000,EQUITY
AERO,2019-02-11T16:30:00.000Z,TAS,,,,UTC,0,EQUITY
ACB,2019-02-11T17:10:00.000Z,TAS,,,,EST,-18000000,EQUITY
AEMD,2019-02-11T17:19:00.000Z,TAS,-1.05,-1.65,-57.14,EST,-18000000,EQUITY
RNWEF,2019-02-12T00:55:00.000Z,TAS,-0.05,0,100,EST,-18000000,EQUITY
CZMWY,2019-02-11T11:15:00.000Z,TAS,0.36,0.32,-11.11,EST,-18000000,EQUITY
GAERF,2019-02-11T18:38:00.000Z,TAS,1.81,2.08,14.66,EST,-18000000,EQUITY
NTABF,2019-02-12T01:35:00.000Z,TAS,0.66,0.57,-13.11,UTC,0,EQUITY
NNRRF,2019-02-12T01:16:00.000Z,TAS,1,-1.16,-216.57,UTC,0,EQUITY
AKBIF,2019-02-11T23:00:00.000Z,TAS,,-134.18,,EST,-18000000,EQUITY
ARGO-PA,2019-02-11T16:32:00.000Z,TAS,0.08,0.55,587.5,EST,-18000000,EQUITY
CRAYF,2019-02-12T01:04:00.000Z,TAS,0.56,0.1,-82.27,EST,-18000000,EQUITY
TUIFY,2019-02-12T01:41:00.000Z,TAS,-0.26,-0.2,23.08,EST,-18000000,EQUITY
GDMOF,2019-02-11T17:41:00.000Z,TAS,,,,UTC,0,EQUITY
SDTHF,2019-02-12T02:30:00.000Z,TAS,,,,EST,-18000000,EQUITY
OMAB,2019-02-11T18:38:00.000Z,TAS,0.73,0.84,14.75,EST,-18000000,EQUITY
ALCO,2019-02-11T16:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
AVNW,2019-02-11T16:09:00.000Z,TAS,,,,EST,-18000000,EQUITY
BNHUF,2019-02-12T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
AMKR,2019-02-11T16:08:00.000Z,TAS,0.08,0.12,46.34,EST,-18000000,EQUITY
ENLBF,2019-02-12T04:05:00.000Z,TAS,0.03,0.04,33.33,UTC,0,EQUITY
KVAEF,2019-02-12T03:14:00.000Z,TAS,0.13,0.33,164,UTC,0,EQUITY
MTTWF,2019-02-12T01:46:00.000Z,TAS,0.53,0.56,5.07,EST,-18000000,EQUITY
RNWEY,2019-02-12T00:55:00.000Z,TAS,-0.05,0,100,EST,-18000000,EQUITY
LEOVF,2019-02-12T02:00:00.000Z,TAS,0.03,0.22,633.33,EST,-18000000,EQUITY
ARKR,2019-02-11T16:07:00.000Z,TAS,,,,EST,-18000000,EQUITY
AMRK,2019-02-11T16:05:00.000Z,TAS,0.1,0.08,-15.79,EST,-18000000,EQUITY
ALX,2019-02-11T08:26:00.000Z,TAS,,,,EST,-18000000,EQUITY
ARGO,2019-02-11T16:32:00.000Z,TAS,0.08,0.55,587.5,EST,-18000000,EQUITY
PRBCF,2019-02-12T02:11:00.000Z,TAS,,,,EST,-18000000,EQUITY
CZMWF,2019-02-11T11:15:00.000Z,TAS,0.36,0.32,-11.11,EST,-18000000,EQUITY
NRYYF,2019-02-12T00:41:00.000Z,TAS,5.03,4.39,-12.56,EST,-18000000,EQUITY
TUIFF,2019-02-12T01:41:00.000Z,TAS,-0.26,-0.2,23.08,EST,-18000000,EQUITY
HNNA,2019-02-11T16:20:00.000Z,TAS,0.59,0.39,-33.9,EST,-18000000,EQUITY
OITAF,2019-02-12T01:00:00.000Z,TAS,,133.24,,EST,-18000000,EQUITY
ICBK,2019-02-11T08:30:00.000Z,TAS,0.52,0.4,-23.08,UTC,0,EQUITY
SBLK,2019-02-11T16:34:00.000Z,TAS,0.37,0.32,-14.21,EST,-18000000,EQUITY
BHF,2019-02-11T16:15:00.000Z,TAS,1.56,1.56,0.26,EST,-18000000,EQUITY
BBGI,2019-02-11T07:00:00.000Z,TAS,0.32,0.08,-75,EST,-18000000,EQUITY
FARM,2019-02-11T16:05:00.000Z,TAS,0.02,-0.6,-3629.41,EST,-18000000,EQUITY
PACB,2019-02-11T16:01:00.000Z,TAS,-0.13,-0.21,-56.72,EST,-18000000,EQUITY
BHFAP,2019-02-11T16:15:00.000Z,TAS,1.56,1.56,0.26,EST,-18000000,EQUITY
