ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
BSLAF,Basler Aktiengesellschaft,2018-11-05T00:28:00.000Z,TAS,,,,UTC,0,EQUITY
ARHCF,Alfresa Holdings Corporation,2018-11-05T01:30:00.000Z,TAS,,39.7,,EST,-18000000,EQUITY
DFRYF,Dufry AG,2018-11-05T01:21:00.000Z,TAS,4.5,3.25,-27.84,EST,-18000000,EQUITY
SEMHF,Siemens Healthineers AG,2018-11-05T01:57:00.000Z,TAS,0.46,0.43,-6.52,EST,-18000000,EQUITY
USAS,Americas Gold and Silver Corporation,2018-11-04T23:09:00.000Z,TAS,-0.05,-0.13,-160,EST,-18000000,EQUITY
STBFF,Suntory Beverage & Food Limited,2018-11-05T01:00:00.000Z,TAS,65.75,79.34,20.68,EST,-18000000,EQUITY
SYBJF,Security Bank Corporation,2018-11-05T00:10:00.000Z,TAS,2.88,2.98,3.47,EST,-18000000,EQUITY
DKSSF,'Daiichikosho Co., Ltd.',2018-11-05T01:30:00.000Z,TAS,60.24,60.47,0.39,EST,-18000000,EQUITY
NICFF,Nichias Corporation,2018-11-05T01:00:00.000Z,TAS,,54.84,,EST,-18000000,EQUITY
SANJF,'Sanken Electric Co., Ltd.',2018-11-05T01:00:00.000Z,TAS,62,69.49,12.08,EST,-18000000,EQUITY
CYOU,Changyou.com Limited,2018-11-05T02:10:00.000Z,TAS,0.42,1.01,140.48,UTC,0,EQUITY
NPSTF,Nippon Steel Trading Corporation,2018-11-04T21:40:00.000Z,TAS,,153.61,,EST,-18000000,EQUITY
LIOPF,Lion Corporation,2018-11-05T01:00:00.000Z,TAS,22.81,20.65,-9.48,EST,-18000000,EQUITY
MRUHF,Maruha Nichiro Corporation,2018-11-05T01:00:00.000Z,TAS,,85.1,,EST,-18000000,EQUITY
POGHF,Pilot Corporation,2018-11-05T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
URSSF,United Company RUSAL Plc,2018-11-04T19:00:00.000Z,TAS,,,,UTC,0,EQUITY
SHMUF,Shimizu Corporation,2018-11-04T23:00:00.000Z,TAS,24.97,26.64,6.69,EST,-18000000,EQUITY
YMFCF,Yamashin-Filter Corp.,2018-11-05T01:00:00.000Z,TAS,,5.59,,EST,-18000000,EQUITY
SSNEF,'Sanshin Electronics Co., Ltd.',2018-11-05T01:30:00.000Z,TAS,,34.25,,EST,-18000000,EQUITY
KTERF,Keio Corporation,2018-11-05T00:30:00.000Z,TAS,,57.26,,EST,-18000000,EQUITY
UNCHF,Unicharm Corporation,2018-11-04T21:30:00.000Z,TAS,31.76,28.75,-9.47,EST,-18000000,EQUITY
FUJHY,Subaru Corporation,2018-11-05T01:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
FUJHF,Subaru Corporation,2018-11-05T01:00:00.000Z,TAS,46.88,-1.51,-103.22,EST,-18000000,EQUITY
MIURF,'Miura Co., Ltd.',2018-11-05T01:00:00.000Z,TAS,,31.48,,EST,-18000000,EQUITY
KSHOF,K's Holdings Corporation,2018-11-05T01:00:00.000Z,TAS,33.11,31.37,-5.26,UTC,0,EQUITY
TCNRF,Tokyo Century Corporation,2018-11-04T23:30:00.000Z,TAS,,108.28,,EST,-18000000,EQUITY
TBNAF,'Tachibana Eletech Co., Ltd.',2018-11-05T01:40:00.000Z,TAS,,53.18,,UTC,0,EQUITY
SFTBF,SoftBank Group Corp.,2018-11-05T01:00:00.000Z,TAS,197.12,474.67,140.81,EST,-18000000,EQUITY
SFTBY,SoftBank Group Corp.,2018-11-05T01:00:00.000Z,TAS,197.12,474.67,140.81,EST,-18000000,EQUITY
PGUUF,'Prosegur Cash, S.A.',2018-11-05T02:24:00.000Z,TAS,0.03,0.02,-33.33,EST,-18000000,EQUITY
WACMF,'Wacom Co., Ltd.',2018-11-05T01:00:00.000Z,TAS,,12.87,,EST,-18000000,EQUITY
DBSDF,DBS Group Holdings Ltd,2018-11-04T18:02:00.000Z,TAS,0.55,0.55,-0.36,EST,-18000000,EQUITY
DBSDY,DBS Group Holdings Ltd,2018-11-04T18:43:00.000Z,TAS,,,,EST,-18000000,EQUITY
KOS,Kosmos Energy Ltd.,2018-11-05T01:57:00.000Z,TAS,-0.23,-0.23,-1.32,EST,-18000000,EQUITY
ESKTF,'Euskaltel, S.A.',2018-11-05T01:58:00.000Z,TAS,,,,UTC,0,EQUITY
GASNF,'Naturgy Energy Group, S.A.',2018-11-05T02:44:00.000Z,TAS,0.18,0.34,88.89,EST,-18000000,EQUITY
GIFOF,'Grifols, S.A.',2018-11-05T02:32:00.000Z,TAS,0.26,0.26,-1.52,EST,-18000000,EQUITY
GRFS,'Grifols, S.A.',2018-11-05T02:32:00.000Z,TAS,0.31,0.3,-2.27,EST,-18000000,EQUITY
GIFLF,'Grifols, S.A.',2018-11-05T02:32:00.000Z,TAS,0.27,0.26,-2.62,EST,-18000000,EQUITY
SPHXF,'SM Prime Holdings, Inc.',2018-11-04T22:32:00.000Z,TAS,0.26,0.24,-9.23,EST,-18000000,EQUITY
HYPOF,Hypoport SE,2018-11-05T01:14:00.000Z,TAS,,0.88,,EST,-18000000,EQUITY
HUD,Hudson Ltd.,2018-11-05T00:45:00.000Z,TAS,0.31,0.41,34.43,UTC,0,EQUITY
VKSKF,'Vital KSK Holdings, Inc.',2018-11-05T00:01:00.000Z,TAS,,28.87,,EST,-18000000,EQUITY
SOGO,Sogou Inc.,2018-11-05T02:10:00.000Z,TAS,0.01,0.07,483.33,UTC,0,EQUITY
JPSWF,'The Japan Steel Works, Ltd.',2018-11-05T01:00:00.000Z,TAS,,68.99,,UTC,0,EQUITY
SOHU,Sohu.com Limited,2018-11-05T02:10:00.000Z,TAS,-1.58,-0.81,48.9,EST,-18000000,EQUITY
TINLF,Teijin Limited,2018-11-04T21:30:00.000Z,TAS,57.1,74.82,31.03,EST,-18000000,EQUITY
RMGNF,RHI Magnesita N.V.,2018-11-05T02:13:00.000Z,TAS,,,,EST,-18000000,EQUITY
TNTFF,PostNL N.V.,2018-11-05T01:34:00.000Z,TAS,0.05,0.05,0,EST,-18000000,EQUITY
