ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ALCPF,"Alchip Technologies, Limited",2021-03-05T05:45:00.000Z,TAS,3.54,3.82,8.06,UTC,0,EQUITY
SRBGF,Starrag Group Holding AG,2021-03-05T17:00:00.000Z,TAS,,,,UTC,0,EQUITY
AFMJF,Alphamin Resources Corp.,2021-03-05T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
ONCY,Oncolytics Biotech Inc.,2021-03-05T07:30:00.000Z,TAS,-0.15,-0.22,-46.67,EST,-18000000,EQUITY
BIG,"Big Lots, Inc.",2021-03-05T06:00:00.000Z,TAS,2.5,2.59,3.72,EST,-18000000,EQUITY
GBARF,Monarch Mining Corporation,2021-03-05T10:54:00.000Z,TAS,,,,EST,-18000000,EQUITY
OFS,OFS Capital Corporation,2021-03-05T08:00:00.000Z,TAS,0.21,0.22,7.32,EST,-18000000,EQUITY
INTT,inTEST Corporation,2021-03-05T06:00:00.000Z,TAS,-0.03,-0.01,69.7,EST,-18000000,EQUITY
COE,China Online Education Group,2021-03-05T05:16:00.000Z,TAS,0.59,0.96,64.1,EST,-18000000,EQUITY
GMPXD,RF Capital Group Inc.,2021-03-05T07:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
TLKAF,Tulikivi Corporation,2021-03-06T02:17:00.000Z,TAS,,,,EST,-18000000,EQUITY
GPOR,Gulfport Energy Corporation,2021-03-05T15:43:00.000Z,TAS,,,,EST,-18000000,EQUITY
DOLLF,Dolly Varden Silver Corporation,2021-03-05T07:17:00.000Z,TAS,,,,EST,-18000000,EQUITY
GPORQ,Gulfport Energy Corporation,2021-03-05T15:46:00.000Z,TAS,0.04,-0.96,-2281.82,UTC,0,EQUITY
GMPXF,RF Capital Group Inc.,2021-03-05T07:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
XPL,Solitario Zinc Corp.,2021-03-05T12:59:00.000Z,TAS,,,,EST,-18000000,EQUITY
HURC,"Hurco Companies, Inc.",2021-03-05T08:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
ITCB,Itaú Corpbanca,2021-03-05T16:19:00.000Z,TAS,,,,EST,-18000000,EQUITY
INNV,InnovAge Holding Corp.,2021-03-05T17:06:00.000Z,TAS,,,,EST,-18000000,EQUITY
ESVIF,Ensign Energy Services Inc.,2021-03-05T05:00:00.000Z,TAS,-0.42,0.02,104.76,EST,-18000000,EQUITY
RPKIF,Richards Packaging Income Fund,2021-03-05T17:00:00.000Z,TAS,0.93,2.03,118.28,EST,-18000000,EQUITY
GLP,Global Partners LP,2021-03-05T08:00:00.000Z,TAS,-0.17,0.06,134.29,EST,-18000000,EQUITY
RUTH,"Ruth's Hospitality Group, Inc.",2021-03-05T07:00:00.000Z,TAS,0,0.03,,EST,-18000000,EQUITY
GOTU,Gaotu Techedu Inc.,2021-03-05T05:00:00.000Z,TAS,-2.47,-2.29,7.47,EST,-18000000,EQUITY
HIBB,"Hibbett, Inc.",2021-03-05T06:30:00.000Z,TAS,1.37,1.4,2.19,EST,-18000000,EQUITY
OPTT,"Ocean Power Technologies, Inc.",2021-03-05T16:02:00.000Z,TAS,,,,EST,-18000000,EQUITY
ORGN,"Origin Materials, Inc.",2021-03-05T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
AACQ,Origin Materials Inc,2021-03-05T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
IMRA,IMARA Inc.,2021-03-05T07:00:00.000Z,TAS,-0.84,-0.56,33.17,EST,-18000000,EQUITY
KWEMF,KWESST Micro Systems Inc.,2021-03-05T17:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
PSHG,Performance Shipping Inc.,2021-03-05T17:05:00.000Z,TAS,,,,EST,-18000000,EQUITY
SUP,"Superior Industries International, Inc.",2021-03-05T07:00:00.000Z,TAS,-0.11,-0.97,-781.82,EST,-18000000,EQUITY
