ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
UUMTF,2018-09-28T05:21:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPA,2018-09-28T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARTTF,2018-09-28T05:26:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AFCJF,2018-09-28T10:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPATF,2018-09-28T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
ARCT,2018-09-28T16:16:00.000Z,TAS,-0.7,-0.99,-41.43,EDT,-14400000,EQUITY
ARCW,2018-09-28T16:12:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IPATD,2018-09-28T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
SCBGF,2018-09-28T04:39:00.000Z,TAS,,,,EDT,-14400000,EQUITY
AHPI,2018-09-28T12:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BKLRF,2018-09-28T05:29:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BONXF,2018-09-28T15:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BB,2018-09-28T07:00:00.000Z,TAS,0.01,0.04,263.64,EDT,-14400000,EQUITY
GMUAF,2018-09-28T07:39:00.000Z,TAS,,,,UTC,0,EQUITY
KFMNF,2018-09-28T18:53:00.000Z,TAS,0.56,0.64,14.29,UTC,0,EQUITY
TRXXF,2018-09-28T18:43:00.000Z,TAS,,,,UTC,0,EQUITY
FNNZF,2018-09-28T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NWHAF,2018-09-28T19:35:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KCCFF,2018-09-28T14:29:00.000Z,TAS,-0.01,-0.03,-200,EDT,-14400000,EQUITY
CTK,2018-09-28T14:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VDTAF,2018-09-28T12:27:00.000Z,TAS,,,,EDT,-14400000,EQUITY
FKWL,2018-09-28T08:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
VIOT,2018-09-28T18:10:00.000Z,TAS,,,,EDT,-14400000,EQUITY
IVITF,2018-09-28T16:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SEOVF,2018-09-28T17:31:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SDGMF,2018-09-28T23:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
YGTFF,2018-09-28T18:43:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CDYCF,2018-09-28T13:40:00.000Z,TAS,,,,UTC,0,EQUITY
KPIFF,2018-09-28T19:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EXSPF,2018-09-28T12:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SINO,2018-09-28T08:39:00.000Z,TAS,0,-0.06,,UTC,0,EQUITY
SGLY,2018-09-28T08:39:00.000Z,TAS,0,-0.06,,EDT,-14400000,EQUITY
ZBISF,2018-09-28T17:05:00.000Z,TAS,,,,UTC,0,EQUITY
MNTV,2018-09-28T16:32:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HSRMF,2018-09-28T05:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HMIFF,2018-09-28T05:15:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RLMD,2018-09-28T17:54:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LAIX,2018-09-28T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SCND,2018-09-28T12:08:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NMKEF,2018-09-28T18:02:00.000Z,TAS,-0.01,-0.02,-185.71,UTC,0,EQUITY
SVMK,2018-09-28T16:32:00.000Z,TAS,,,,UTC,0,EQUITY
LAIXY,2018-09-28T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MTN,2018-09-28T07:07:00.000Z,TAS,-2.24,-2.07,7.8,EDT,-14400000,EQUITY
NVNXF,2018-09-28T17:35:00.000Z,TAS,,,,EDT,-14400000,EQUITY
TLSMF,2018-09-28T17:25:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RCON,2018-09-28T08:00:00.000Z,TAS,-0.07,-0.76,-1001.45,EDT,-14400000,EQUITY
OKLOF,2018-09-28T04:19:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RXXRF,2018-09-28T23:48:00.000Z,TAS,,,,EDT,-14400000,EQUITY
