ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
CRESF,2020-06-10T11:06:00.000Z,TAS,,-10.3,,UTC,0,EQUITY
ADFJF,2020-06-10T07:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ADWPF,2020-06-10T18:02:00.000Z,TAS,0.03,0.03,0,EDT,-14400000,EQUITY
CANF,2020-06-10T14:29:00.000Z,TAS,-0.24,-0.9,-275,EDT,-14400000,EQUITY
BMRPF,2020-06-11T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
KPJHF,2020-06-10T05:14:00.000Z,TAS,0.01,0.01,-25,UTC,0,EQUITY
BMA,2020-06-10T10:37:00.000Z,TAS,2.26,1.8,-20.35,EDT,-14400000,EQUITY
TPGVF,2020-06-11T00:38:00.000Z,TAS,0.02,0.04,144.44,EDT,-14400000,EQUITY
RRGB,2020-06-10T06:30:00.000Z,TAS,-1.1,-6.66,-506.01,EDT,-14400000,EQUITY
JSFCF,2020-06-10T11:57:00.000Z,TAS,5.63,,,EDT,-14400000,EQUITY
SVTMF,2020-06-11T01:23:00.000Z,TAS,8.56,7.48,-12.62,EDT,-14400000,EQUITY
TOUR,2020-06-10T06:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGTZY,2020-06-10T11:22:00.000Z,TAS,,,,EDT,-14400000,EQUITY
EICAF,2020-06-10T13:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGTPY,2020-06-10T11:22:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NNWWF,2020-06-10T11:14:00.000Z,TAS,0.38,0.48,26.32,EDT,-14400000,EQUITY
CRWS,2020-06-10T06:45:00.000Z,TAS,0.13,0.16,23.08,EDT,-14400000,EQUITY
GHM,2020-06-10T06:30:00.000Z,TAS,-0.17,0.06,135.29,EDT,-14400000,EQUITY
CHS,2020-06-10T08:00:00.000Z,TAS,-0.25,-1.55,-512.65,EDT,-14400000,EQUITY
CMCM,2020-06-10T05:30:00.000Z,TAS,,-0.07,,EDT,-14400000,EQUITY
ETRGF,2020-06-10T08:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
WDDMF,2020-06-10T08:00:00.000Z,TAS,,,,UTC,0,EQUITY
GLDRF,2020-06-10T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
DLMAF,2020-06-10T07:00:00.000Z,TAS,0.26,0.28,8.53,EDT,-14400000,EQUITY
DAKT,2020-06-10T07:30:00.000Z,TAS,-0.07,-0.02,71.43,EDT,-14400000,EQUITY
GRKZF,2020-06-10T11:22:00.000Z,TAS,,0.11,,EDT,-14400000,EQUITY
UNFI,2020-06-10T06:55:00.000Z,TAS,1.14,1.4,22.7,EDT,-14400000,EQUITY
DUO,2020-06-10T05:30:00.000Z,TAS,-0.09,-0.2,-117.2,EDT,-14400000,EQUITY
FXMBF,2020-06-11T02:00:00.000Z,TAS,-0.01,-0.57,-5600,UTC,0,EQUITY
AXGT,2020-06-10T06:06:00.000Z,TAS,-0.58,-0.54,7.06,UTC,0,EQUITY
GES,2020-06-10T07:30:00.000Z,TAS,-0.96,-1.81,-87.56,EDT,-14400000,EQUITY
SIOX,2020-06-10T06:06:00.000Z,TAS,-0.58,-0.54,6.74,EDT,-14400000,EQUITY
STRM,2020-06-10T16:33:00.000Z,TAS,-0.06,-0.03,50,EDT,-14400000,EQUITY
NXTTF,2020-06-10T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
OXM,2020-06-10T16:05:00.000Z,TAS,-0.27,-1.12,-310.26,EDT,-14400000,EQUITY
PLLTL,2020-06-10T22:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
PLL,2020-06-10T22:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MINDP,2020-06-10T16:20:00.000Z,TAS,-0.28,-0.38,-35.71,EDT,-14400000,EQUITY
MIND,2020-06-10T16:20:00.000Z,TAS,-0.28,-0.38,-35.71,EDT,-14400000,EQUITY
TCLAF,2020-06-10T10:44:00.000Z,TAS,0.35,0.5,43.68,EDT,-14400000,EQUITY
TCLCF,2020-06-10T10:44:00.000Z,TAS,0.35,0.5,43.68,EDT,-14400000,EQUITY
NEPT,2020-06-10T16:49:00.000Z,TAS,-0.21,-0.44,-109.52,EDT,-14400000,EQUITY
SRT,2020-06-10T16:07:00.000Z,TAS,0.03,-0.69,-2190.91,EDT,-14400000,EQUITY
PDDTF,2020-06-10T22:30:00.000Z,TAS,,,,UTC,0,EQUITY
