ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
TXG,'10x Genomics, Inc.',2019-09-11T17:07:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SFFFF,Peugeot Invest Société anonyme,2019-09-11T17:04:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ACB,Aurora Cannabis Inc.,2019-09-11T17:03:00.000Z,TAS,-0.68,0,100,EDT,-14400000,EQUITY
KNBHF,Knorr-Bremse Aktiengesellschaft,2019-09-12T01:40:00.000Z,TAS,0.99,1,0.81,EDT,-14400000,EQUITY
AXR,AMREP Corporation,2019-09-11T16:31:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CRESF,'Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria',2019-09-11T19:06:00.000Z,TAS,,,,UTC,0,EQUITY
TLRD,'Tailored Brands, Inc.',2019-09-11T15:39:00.000Z,TAS,0.74,0.82,10.81,UTC,0,EQUITY
TLRDQ,'Tailored Brands, Inc.',2019-09-11T15:39:00.000Z,TAS,0.74,0.82,10.81,UTC,0,EQUITY
CREJF,'CRE, Inc.',2019-09-12T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
LOVE,The Lovesac Company,2019-09-11T07:00:00.000Z,TAS,-0.5,-0.31,38.61,EDT,-14400000,EQUITY
CURN,'Currency Exchange International, Corp.',2019-09-11T18:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NNWWF,The North West Company Inc.,2019-09-11T18:00:00.000Z,TAS,0.44,0.37,-16.48,EDT,-14400000,EQUITY
EPM,Evolution Petroleum Corporation,2019-09-11T12:10:00.000Z,TAS,0.08,0.1,20.48,EDT,-14400000,EQUITY
RROTF,Roots Corporation,2019-09-11T07:00:00.000Z,TAS,-0.11,-0.15,-37.61,EDT,-14400000,EQUITY
COE,China Online Education Group,2019-09-11T15:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ORCL,Oracle Corporation,2019-09-11T16:07:00.000Z,TAS,0.81,0.81,0.37,EDT,-14400000,EQUITY
GFN,General Finance Corporation,2019-09-11T08:30:00.000Z,TAS,0.13,0.14,12,UTC,0,EQUITY
CHRXF,Chargeurs SA,2019-09-12T01:38:00.000Z,TAS,,,,UTC,0,EQUITY
GFNCP,General Finance Corporation,2019-09-11T08:30:00.000Z,TAS,0.13,0.14,12,UTC,0,EQUITY
EERGF,Energean plc,2019-09-12T02:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GRKZF,Greek Organization of Football Prognostics S.A.,2019-09-11T10:44:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SRTSF,Gr. Sarantis S.A.,2019-09-11T11:06:00.000Z,TAS,,,,EDT,-14400000,EQUITY
STRM,'Streamline Health Solutions, Inc.',2019-09-11T12:20:00.000Z,TAS,0.01,-0.03,-400,EDT,-14400000,EQUITY
OXM,'Oxford Industries, Inc.',2019-09-11T16:05:00.000Z,TAS,1.86,1.84,-1.02,EDT,-14400000,EQUITY
SGMA,'SigmaTron International, Inc.',2019-09-11T09:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SMLKF,Synlait Milk Limited,2019-09-11T16:52:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MRWSY,Wm Morrison Supermarkets PLC,2019-09-12T02:00:00.000Z,TAS,,,,UTC,0,EQUITY
MYTHF,Mytilineos S.A.,2019-09-12T03:23:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RUBSF,Rubis,2019-09-11T11:35:00.000Z,TAS,,,,EDT,-14400000,EQUITY
