ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
ZGBEF,2018-11-26T02:29:00.000Z,TAS,,,,EST,-18000000,EQUITY
MYTEF,2018-11-26T04:18:00.000Z,TAS,0.05,-0.05,-204.44,EST,-18000000,EQUITY
TCYMF,2018-11-26T03:34:00.000Z,TAS,0.25,0.28,9.09,EST,-18000000,EQUITY
YLLXF,2018-11-26T02:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
VIOT,2018-11-26T04:00:00.000Z,TAS,0.36,2.76,666.67,EST,-18000000,EQUITY
ERDLF,2018-11-25T19:32:00.000Z,TAS,,,,EST,-18000000,EQUITY
SDXEF,2018-11-26T02:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
GKSFF,2018-11-26T04:28:00.000Z,TAS,,,,UTC,0,EQUITY
KNNNF,2018-11-26T02:01:00.000Z,TAS,,,,EST,-18000000,EQUITY
LCCTF,2018-11-26T03:41:00.000Z,TAS,,,,EST,-18000000,EQUITY
NEW,2018-11-26T03:00:00.000Z,TAS,,,,EST,-18000000,EQUITY
STNE,2018-11-26T02:35:00.000Z,TAS,0.36,0.4,11.73,EST,-18000000,EQUITY
