ticker,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
KRKKF,2020-07-10T08:53:00.000Z,TAS,,,,UTC,0,EQUITY
ADKCF,2020-07-10T04:00:00.000Z,TAS,,49.51,,EDT,-14400000,EQUITY
TDCAF,2020-07-10T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ARTW,2020-07-10T14:33:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BABB,2020-07-10T14:20:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LEDS,2020-07-10T16:02:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CUK,2020-07-10T10:41:00.000Z,TAS,-2.26,-3.3,-45.82,EDT,-14400000,EQUITY
SJR,2020-07-10T16:36:00.000Z,TAS,0.3,0.35,17.45,EDT,-14400000,EQUITY
VOXX,2020-07-10T16:58:00.000Z,TAS,,-0.34,,EDT,-14400000,EQUITY
CCL,2020-07-10T10:41:00.000Z,TAS,-2.26,-3.3,-45.82,EDT,-14400000,EQUITY
GBX,2020-07-10T06:00:00.000Z,TAS,0.14,1.05,666.42,EDT,-14400000,EQUITY
CATPF,2020-07-10T17:04:00.000Z,TAS,,,,EDT,-14400000,EQUITY
MTYFF,2020-07-10T06:00:00.000Z,TAS,-0.29,0.91,413.79,EDT,-14400000,EQUITY
HOSSQ,2020-07-10T17:17:00.000Z,TAS,,-0.76,,UTC,0,EQUITY
PSTX,2020-07-10T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SNOA,2020-07-10T16:09:00.000Z,TAS,,-0.77,,EDT,-14400000,EQUITY
QH,2020-07-10T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SYHBF,2020-07-10T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
